address	name	signature	status
0x00402fa0	CUnit__UpdateMotionAndTrailEffects	void __fastcall CUnit__UpdateMotionAndTrailEffects(void * param_1)	OK
0x0040e910	CUnit__GetGroundedControlFactor	double __fastcall CUnit__GetGroundedControlFactor(void * param_1)	OK
0x004d36c0	CUnit__InitBallisticAimState	int CUnit__InitBallisticAimState(void)	OK
0x004d3730	CUnit__ComputeBallisticLaunchVelocity	void __fastcall CUnit__ComputeBallisticLaunchVelocity(void * param_1)	OK
0x004dfce0	CUnit__TryActivateAndEnableShadows	int __fastcall CUnit__TryActivateAndEnableShadows(int param_1)	OK
0x004e2bb0	CUnit__BuildVoiceXapPathIfChanged	int __thiscall CUnit__BuildVoiceXapPathIfChanged(void * this, int param_1, void * param_2)	OK
0x004e2e60	CUnit__PlayImpactSoundForMaterials	void __cdecl CUnit__PlayImpactSoundForMaterials(void * param_1, void * param_2)	OK
0x004e5c90	LinkedPtrSet__GetValueAtIndex	int __thiscall LinkedPtrSet__GetValueAtIndex(void * this, void * param_1, int param_2)	OK
0x004e6660	CUnit__ResetDamageCooldownTimer	void __fastcall CUnit__ResetDamageCooldownTimer(int param_1)	OK
0x004e66e0	CUnit__RenderWithIdentityWorldAndShadowProbe	void __fastcall CUnit__RenderWithIdentityWorldAndShadowProbe(void * param_1)	OK
0x004e9570	CSquadNormal__SetFactionAndRefreshGlobalLists	void __thiscall CSquadNormal__SetFactionAndRefreshGlobalLists(void * this, void * param_1, int param_2)	OK
0x004eb9a0	CUnit__InitDefaultTuningBlock	void __fastcall CUnit__InitDefaultTuningBlock(void * param_1)	OK
0x004ef000	CUnit__SetTransitionState1AndNotifyChildren	void __fastcall CUnit__SetTransitionState1AndNotifyChildren(int param_1)	OK
0x004ef050	CUnit__SetTransitionState3_IfState0Or1	void __fastcall CUnit__SetTransitionState3_IfState0Or1(int param_1)	OK
0x004ef0f0	CUnit__SetTransitionState2	void __fastcall CUnit__SetTransitionState2(int param_1)	OK
0x004ef100	CUnit__RunTransitionStepThreeTimes	void CUnit__RunTransitionStepThreeTimes(void)	OK
0x004f1220	CUnit__GetSpeedScaleByFlag30C	double __fastcall CUnit__GetSpeedScaleByFlag30C(int param_1)	OK
0x004f29c0	CTexture__InitDefaultTextureResourcesAndStatus	void CTexture__InitDefaultTextureResourcesAndStatus(void)	OK
0x004f45a0	CUnit__ResumeSavedScriptIfPresent	int __fastcall CUnit__ResumeSavedScriptIfPresent(int param_1)	OK
0x004f6fd0	CUnit__RenderWithDistanceFade	int __thiscall CUnit__RenderWithDistanceFade(void * this, void * param_1, int param_2)	OK
0x004f9430	CUnit__ApplyRandomDestructibleDamageBurst	void __fastcall CUnit__ApplyRandomDestructibleDamageBurst(int param_1)	OK
0x004fa4b0	CUnit__SmoothEulerTowardTargetAndBuildMatrix	int CUnit__SmoothEulerTowardTargetAndBuildMatrix(void)	OK
0x004fa800	CUnit__UpdateClosingAndUnshuttingState	void __fastcall CUnit__UpdateClosingAndUnshuttingState(void * param_1)	OK
0x004fa8d0	CUnit__UpdateMotionAttachmentsAndEffects	void __fastcall CUnit__UpdateMotionAttachmentsAndEffects(void * param_1)	OK
