address	old_name	inferred_owner	xref_count	top_counts
0x0055de81	CDXTexture__Unk_0055de81	CFastVB	4	CFastVB:2
0x005657d0	CDXTexture__Unk_005657d0	ControlsUI	4	ControlsUI:3
0x00567505	CDXTexture__Unk_00567505	CTexture	6	CTexture:3
0x00567ab1	CDXTexture__Unk_00567ab1	CTexture	21	CTexture:5
0x005689b8	CDXTexture__Unk_005689b8	CTexture	6	CTexture:2
0x0056947e	CDXTexture__Unk_0056947e	CTexture	4	CTexture:3
0x005695af	CDXTexture__Unk_005695af	CTexture	9	CTexture:5
0x00569dfe	CDXTexture__Unk_00569dfe	CFastVB	3	CFastVB:2
0x0056f280	CDXTexture__Unk_0056f280	CFastVB	13	CFastVB:13
0x0059877e	CDXTexture__Unk_0059877e	CTexture	6	CTexture:5
0x0059877f	CDXTexture__Unk_0059877f	CTexture	8	CTexture:2
0x00599bd7	CDXTexture__Unk_00599bd7	CFastVB	3	CFastVB:2
0x00599c49	CDXTexture__Unk_00599c49	CFastVB	9	CFastVB:6
