target_addr	target_name	from_addr	from_function	ref_type
00677af0	<no_function>	004537f4	Controls__ApplyPreset	READ
00677af0	<no_function>	0045379c	Controls__ApplyPreset	DATA
00677af0	<no_function>	004537b3	Controls__ApplyPreset	DATA
00677af0	<no_function>	006290b0	<no_function>	DATA
00677af0	<no_function>	00453470	OptionsEntries__InitDefaultDualBindingsTable	DATA
008892d8	<no_function>	0042131c	CCareer__Load	READ
008892d8	<no_function>	0042132d	CCareer__Load	WRITE
008892d8	<no_function>	0042138a	CCareer__Save	READ
008892d8	<no_function>	0042139b	CCareer__Save	READ
008892d8	<no_function>	00421448	CCareer__GetSaveSize	READ
008892d8	<no_function>	00456667	Controls__FindFirstFreeBindingSlot	READ
008892d8	<no_function>	00421315	CCareer__Load	DATA
008892d8	<no_function>	00421383	CCareer__Save	DATA
008892d8	<no_function>	00421441	CCareer__GetSaveSize	DATA
008892d8	<no_function>	0042db16	OptionsEntries__FindById	DATA
008892d8	<no_function>	0045665c	Controls__FindFirstFreeBindingSlot	DATA
008892d8	<no_function>	00453e1d	<no_function>	READ
008892d8	<no_function>	00454eaf	Controls__ClearDuplicateBinding	READ
008892d8	<no_function>	00454473	Controls__RemapKey	READ
008892d8	<no_function>	00454c10	Controls__RemapKey	READ
008892d8	<no_function>	00454ca5	Controls__RemapKey	READ
008892d8	<no_function>	00454d70	Controls__RemapKey	READ
008892d8	<no_function>	00454a25	Controls__RemapKey	READ
008892d8	<no_function>	00454ac6	Controls__RemapKey	READ
008892d8	<no_function>	00454b92	Controls__RemapKey	READ
008892d8	<no_function>	004548c6	Controls__RemapKey	READ
008892d8	<no_function>	00454965	Controls__RemapKey	READ
008892d8	<no_function>	0045480c	Controls__RemapKey	READ
008892d8	<no_function>	00421404	CCareer__SaveWithFlag	READ
008892d8	<no_function>	00421415	CCareer__SaveWithFlag	READ
008892d8	<no_function>	004213d6	CCareer__SaveWithFlag	DATA
008892d8	<no_function>	0042dc04	CController__DoMappings	DATA
008892d8	<no_function>	0051421a	OptionsEntries__InitDefaultSingleBindingsTable	DATA
00453460	OptionsEntries__InitDefaultDualBindingsTable	00622264	<no_function>	DATA
00514210	OptionsEntries__InitDefaultSingleBindingsTable	0062283c	<no_function>	DATA
