target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
004aea50	CMeshPart__Unk_004aea50	004a957a	004a5b70	CMesh__Load	UNCONDITIONAL_CALL
004aede0	CMeshPart__Unk_004aede0	004a8f05	004a5b70	CMesh__Load	UNCONDITIONAL_CALL
004af110	CMeshPart__Unk_004af110	004a8f49	004a5b70	CMesh__Load	UNCONDITIONAL_CALL
004b0800	CMeshPart__Unk_004b0800	004a9503	004a5b70	CMesh__Load	UNCONDITIONAL_CALL
004b0800	CMeshPart__Unk_004b0800	004b0854	004b0800	CMeshPart__Unk_004b0800	UNCONDITIONAL_CALL
004b0c00	CMeshPart__Unk_004b0c00	004b08bd	004b0800	CMeshPart__Unk_004b0800	UNCONDITIONAL_CALL
004b0c00	CMeshPart__Unk_004b0c00	004b0983	004b0800	CMeshPart__Unk_004b0800	UNCONDITIONAL_CALL
004b0c00	CMeshPart__Unk_004b0c00	004b0a9e	004b0800	CMeshPart__Unk_004b0800	UNCONDITIONAL_CALL
004b0c00	CMeshPart__Unk_004b0c00	004b0b71	004b0800	CMeshPart__Unk_004b0800	UNCONDITIONAL_CALL
004b0c00	CMeshPart__Unk_004b0c00	004e16a3	004e1360	CSoundManager__UpdateSoundPosition	UNCONDITIONAL_CALL
004b0c20	CMeshPart__Unk_004b0c20	004b0b5c	004b0800	CMeshPart__Unk_004b0800	UNCONDITIONAL_CALL
004b0c40	CMeshPart__Unk_004b0c40	004a9360	004a5b70	CMesh__Load	UNCONDITIONAL_CALL
004b0d00	CMeshPart__Unk_004b0d00	004b17fc	004b0fb0	CMCMech__Helper_004b0fb0	UNCONDITIONAL_CALL
004b1d30	CMeshPart__Unk_004b1d30	004a9524	004a5b70	CMesh__Load	UNCONDITIONAL_CALL
004b1eb0	CMeshPart__Unk_004b1eb0	004af101	004aede0	CMeshPart__Unk_004aede0	UNCONDITIONAL_CALL
004b1eb0	CMeshPart__Unk_004b1eb0	004af456	004af110	CMeshPart__Unk_004af110	UNCONDITIONAL_CALL
004b1eb0	CMeshPart__Unk_004b1eb0	004afb96	004af470	CMeshPart__LoadVerticesAndTriangles	UNCONDITIONAL_CALL
004b1eb0	CMeshPart__Unk_004b1eb0	004b07e1	004afbb0	CMeshPart__LoadVerticesWithBones	UNCONDITIONAL_CALL
004b24d0	CMeshPart__Unk_004b24d0	004b50fa	004b4de0	CEngine__Unk_004b4de0	UNCONDITIONAL_CALL
004b24d0	CMeshPart__Unk_004b24d0	0044e3a3	0044e300	CExplosionInitThing__ctor_like_0044e300	UNCONDITIONAL_CALL
004b24d0	CMeshPart__Unk_004b24d0	0044e52a	<none>	<no_function>	UNCONDITIONAL_CALL
