address	name	signature	status
0x0050ef30	CWorldPhysicsManager__Unk_0050ef30	void __fastcall CWorldPhysicsManager__Unk_0050ef30(int param_1)	OK
0x0050f030	CWorldPhysicsManager__Unk_0050f030	void __fastcall CWorldPhysicsManager__Unk_0050f030(int param_1)	OK
0x0050f630	CWorldPhysicsManager__Unk_0050f630	void __fastcall CWorldPhysicsManager__Unk_0050f630(int param_1)	OK
0x0050f8d0	CWorldPhysicsManager__Unk_0050f8d0	void __fastcall CWorldPhysicsManager__Unk_0050f8d0(void * param_1)	OK
0x0050fd90	CWorldPhysicsManager__Unk_0050fd90	void __fastcall CWorldPhysicsManager__Unk_0050fd90(int param_1)	OK
0x0050fe10	CWorldPhysicsManager__Unk_0050fe10	void __fastcall CWorldPhysicsManager__Unk_0050fe10(int param_1)	OK
0x0050fe90	CWorldPhysicsManager__Unk_0050fe90	void __fastcall CWorldPhysicsManager__Unk_0050fe90(int param_1)	OK
0x0050fff0	CWorldPhysicsManager__Unk_0050fff0	void __fastcall CWorldPhysicsManager__Unk_0050fff0(int param_1)	OK
0x00510250	CWorldPhysicsManager__Unk_00510250	void CWorldPhysicsManager__Unk_00510250(void)	OK
0x00510520	CWorldPhysicsManager__Unk_00510520	void CWorldPhysicsManager__Unk_00510520(void)	OK
0x00510740	CWorldPhysicsManager__Unk_00510740	void CWorldPhysicsManager__Unk_00510740(void)	OK
0x00510800	CWorldPhysicsManager__Unk_00510800	void CWorldPhysicsManager__Unk_00510800(void)	OK
0x00510e60	CWorldPhysicsManager__Unk_00510e60	void __fastcall CWorldPhysicsManager__Unk_00510e60(void * param_1)	OK
0x00511440	CWorldPhysicsManager__Unk_00511440	int __cdecl CWorldPhysicsManager__Unk_00511440(void * param_1)	OK
