target_addr	target_name	from_addr	from_function	ref_type
00459810	CFEPMultiplayerStart__SubObj39B8__QueuePageId	0046661e	CFrontEnd__Init	UNCONDITIONAL_CALL
00459920	CFEPMultiplayerStart__SubObj8848__ctor	0046609a	CFEPMultiplayerStart__ctor	UNCONDITIONAL_CALL
004599a0	FUN_004599a0	005db4fc	<no_function>	DATA
00459a60	FUN_00459a60	005db518	<no_function>	DATA
00459aa0	CFEPMultiplayerStart__SubObj8848__ResetSelectionGrid	005db514	<no_function>	DATA
00459b00	FUN_00459b00	005db504	<no_function>	DATA
00459c10	FUN_00459c10	005db508	<no_function>	DATA
00459e50	FUN_00459e50	005db50c	<no_function>	DATA
00459ee0	FUN_00459ee0	005db510	<no_function>	DATA
00465f10	CFEPMultiplayerStart__ctor	00540bf3	CDXFrontEnd__ctor_like_00540bf0	UNCONDITIONAL_CALL
0051b600	CFEPMultiplayerStart__SubObj4034__ctor	00466049	CFEPMultiplayerStart__ctor	UNCONDITIONAL_CALL
0051b610	CFEPMultiplayerStart__SubObj4034__ResetFlags	0051b64e	<no_function>	UNCONDITIONAL_CALL
0051b610	CFEPMultiplayerStart__SubObj4034__ResetFlags	0051b6cf	<no_function>	UNCONDITIONAL_CALL
0051be70	CFEPMultiplayerStart__SubObj4034__InitRuntimeState	005e49cc	<no_function>	DATA
