target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
0055fa62	CDXTexture__Unk_0055fa62	0055fa50	0055fa40	CMeshCollisionVolume__Helper_0055fa40	UNCONDITIONAL_CALL
0055fc35	CDXTexture__Unk_0055fc35	0055fbb8	0055fa62	CDXTexture__Unk_0055fa62	UNCONDITIONAL_CALL
0055fc35	CDXTexture__Unk_0055fc35	0055fc12	0055fa62	CDXTexture__Unk_0055fa62	UNCONDITIONAL_CALL
005602d2	CDXTexture__Unk_005602d2	0055d752	0055d731	CTexture__Unk_0055d731	UNCONDITIONAL_CALL
005602d2	CDXTexture__Unk_005602d2	0055d7d6	0055d7bb	CRT__SehCallback_Call_005602d2	UNCONDITIONAL_CALL
005602d2	CDXTexture__Unk_005602d2	0055d8db	0055d896	CDXTexture__Helper_0055d896	UNCONDITIONAL_CALL
0056036d	CDXTexture__Unk_0056036d	0056035e	005602d2	CDXTexture__Unk_005602d2	UNCONDITIONAL_CALL
00560627	CDXTexture__Unk_00560627	00560306	005602d2	CDXTexture__Unk_005602d2	UNCONDITIONAL_CALL
00560627	CDXTexture__Unk_00560627	00560707	005606c5	CDXTexture__Unk_005606c5	UNCONDITIONAL_CALL
005606c5	CDXTexture__Unk_005606c5	005604ca	0056036d	CDXTexture__Unk_0056036d	UNCONDITIONAL_CALL
005606c5	CDXTexture__Unk_005606c5	005605b6	00560520	CDXTexture__Helper_00560520	UNCONDITIONAL_CALL
00560cb1	CDXTexture__Unk_00560cb1	0055da85	0055da76	CRT__InitRuntimeFromStoredFrameGlobals	UNCONDITIONAL_CALL
00560cc3	CDXTexture__Unk_00560cc3	00560d25	00560d01	CDXTexture__ProbeProcessorFeaturePresentOrFallback	UNCONDITIONAL_CALL
00560d2a	CDXTexture__Unk_00560d2a	0055daab	0055da8d	CRT__InitFloatConversionDispatchTable	DATA
00561530	CDXTexture__Unk_00561530	0055faf2	0055fa62	CDXTexture__Unk_0055fa62	UNCONDITIONAL_CALL
00561530	CDXTexture__Unk_00561530	005616be	00561679	CDXTexture__Helper_00561679	UNCONDITIONAL_CALL
00561590	CDXTexture__Unk_00561590	0055fab1	0055fa62	CDXTexture__Unk_0055fa62	UNCONDITIONAL_CALL
005615a5	CDXTexture__Unk_005615a5	0055dcdc	0055dccd	CRT__Acos	UNCONDITIONAL_CALL
005615a5	CDXTexture__Unk_005615a5	0055fa71	0055fa62	CDXTexture__Unk_0055fa62	UNCONDITIONAL_CALL
005615a5	CDXTexture__Unk_005615a5	0055f3ac	0055f39d	CStaticShadows__Helper_0055f39d	UNCONDITIONAL_CALL
005615bc	CDXTexture__Unk_005615bc	0055dd3a	0055dccd	CRT__Acos	UNCONDITIONAL_CALL
005615bc	CDXTexture__Unk_005615bc	0055f40a	0055f39d	CStaticShadows__Helper_0055f39d	UNCONDITIONAL_CALL
00561618	CDXTexture__Unk_00561618	0055dcb6	0055dcb0	OID__Helper_0055dcb0	UNCONDITIONAL_CALL
00561618	CDXTexture__Unk_00561618	0055f386	0055f380	CStaticShadows__Helper_0055f380	UNCONDITIONAL_CALL
