address	name	signature
0x00407940	CGeneralVolume__Unk_00407940	void __thiscall CGeneralVolume__Unk_00407940(void * this, int param_1, float param_2)
0x00409950	CGeneralVolume__Unk_00409950	void __fastcall CGeneralVolume__Unk_00409950(void * param_1)
0x00409e60	CGeneralVolume__Unk_00409e60	double __stdcall CGeneralVolume__Unk_00409e60(float param_1)
0x00409e80	CGeneralVolume__Unk_00409e80	void __fastcall CGeneralVolume__Unk_00409e80(int param_1)
0x00409e90	CGeneralVolume__Unk_00409e90	void __fastcall CGeneralVolume__Unk_00409e90(void * param_1)
0x00409ec0	CGeneralVolume__Unk_00409ec0	void __fastcall CGeneralVolume__Unk_00409ec0(void * param_1)
0x00409ef0	CGeneralVolume__Unk_00409ef0	void __fastcall CGeneralVolume__Unk_00409ef0(int param_1)
0x00409f20	CGeneralVolume__Unk_00409f20	void __fastcall CGeneralVolume__Unk_00409f20(int param_1)
0x00409f70	CGeneralVolume__Unk_00409f70	void __fastcall CGeneralVolume__Unk_00409f70(int param_1)
0x0040a580	CGeneralVolume__Unk_0040a580	void __fastcall CGeneralVolume__Unk_0040a580(void * param_1)
0x0040ac50	CGeneralVolume__Unk_0040ac50	void __thiscall CGeneralVolume__Unk_0040ac50(void * this, int param_1, float param_2)
0x0040acc0	CGeneralVolume__Unk_0040acc0	int __thiscall CGeneralVolume__Unk_0040acc0(void * this, void * param_1, void * param_2, int param_3, int param_4)
0x0040b120	CGeneralVolume__Unk_0040b120	void __fastcall CGeneralVolume__Unk_0040b120(void * param_1)
0x0040b660	CGeneralVolume__Unk_0040b660	double __cdecl CGeneralVolume__Unk_0040b660(float param_1, float param_2)
0x0040b6d0	CGeneralVolume__Unk_0040b6d0	void __thiscall CGeneralVolume__Unk_0040b6d0(void * this, void * param_1, void * param_2)
0x0040bfd0	CGeneralVolume__Unk_0040bfd0	int __fastcall CGeneralVolume__Unk_0040bfd0(int param_1)
0x0040c2e0	CGeneralVolume__Unk_0040c2e0	int __thiscall CGeneralVolume__Unk_0040c2e0(void * this, int param_1, int param_2)
0x0040c340	CGeneralVolume__Unk_0040c340	void __thiscall CGeneralVolume__Unk_0040c340(void * this, void * param_1, int param_2)
0x0040c3a0	CGeneralVolume__Unk_0040c3a0	void __fastcall CGeneralVolume__Unk_0040c3a0(int param_1)
