address	old_name	inferred_owner	xref_count	top_counts
0x0055de6f	CFastVB__Unk_0055de6f	CDXTexture	2	CDXTexture:2
0x0055de78	CFastVB__Unk_0055de78	CDXTexture	2	CDXTexture:2
0x00560520	CFastVB__Unk_00560520	CDXTexture	1	CDXTexture:1
0x005605ca	CFastVB__Unk_005605ca	CDXTexture	1	CDXTexture:1
0x00561679	CFastVB__Unk_00561679	CDXTexture	1	CDXTexture:1
0x00562ab1	CFastVB__Unk_00562ab1	CTexture	1	CTexture:1
0x00562b98	CFastVB__Unk_00562b98	CTexture	1	CTexture:1
0x00562c59	CFastVB__Unk_00562c59	CDXTexture	1	CDXTexture:1
0x00562c67	CFastVB__Unk_00562c67	CDXTexture	1	CDXTexture:1
0x00565dc1	CFastVB__Unk_00565dc1	CTexture	1	CTexture:1
0x00565e8d	CFastVB__Unk_00565e8d	CTexture	1	CTexture:1
0x00565ee0	CFastVB__Unk_00565ee0	CDXTexture	8	CDXTexture:8
0x00568d8c	CFastVB__Unk_00568d8c	CDXTexture	1	CDXTexture:1
0x00569788	CFastVB__Unk_00569788	CDXTexture	2	CDXTexture:2
0x0056983b	CFastVB__Unk_0056983b	CDXTexture	1	CDXTexture:1
0x00569f35	CFastVB__Unk_00569f35	CDXTexture	3	CDXTexture:3
0x0056a0b1	CFastVB__Unk_0056a0b1	CDXTexture	4	CDXTexture:4
0x0056a0de	CFastVB__Unk_0056a0de	CDXTexture	6	CDXTexture:6
0x0056cb9d	CFastVB__Unk_0056cb9d	CDXTexture	1	CDXTexture:1
0x0056d580	CFastVB__Unk_0056d580	CTexture	1	CTexture:1
0x0056d647	CFastVB__Unk_0056d647	CTexture	1	CTexture:1
0x0056e462	CFastVB__Unk_0056e462	CDXTexture	3	CDXTexture:3
0x00573330	CFastVB__Unk_00573330	CTexture	2	CTexture:2
0x00573340	CFastVB__Unk_00573340	CTexture	1	CTexture:1
0x00573560	CFastVB__Unk_00573560	CTexture	1	CTexture:1
0x0057430b	CFastVB__Unk_0057430b	CMeshCollisionVolume	1	CMeshCollisionVolume:1
0x00575923	CFastVB__Unk_00575923	CDXTexture	2	CDXTexture:2
0x005759c3	CFastVB__Unk_005759c3	CDXTexture	3	CDXTexture:3
0x00575a6b	CFastVB__Unk_00575a6b	CTexture	2	CTexture:1
0x005766a5	CFastVB__Unk_005766a5	CVertexShader	4	CVertexShader:4
0x00579d17	CFastVB__Unk_00579d17	CDXTexture	2	CDXTexture:2
0x0057bf1f	CFastVB__Unk_0057bf1f	CDXTexture	1	CDXTexture:1
0x0057d4db	CFastVB__Unk_0057d4db	CDXTexture	1	CDXTexture:1
0x0057d62b	CFastVB__Unk_0057d62b	CDXTexture	1	CDXTexture:1
0x0057d74f	CFastVB__Unk_0057d74f	CDXTexture	1	CDXTexture:1
0x0058877d	CFastVB__Unk_0058877d	CMeshCollisionVolume	1	CMeshCollisionVolume:1
0x00588855	CFastVB__Unk_00588855	CTexture	1	CTexture:1
0x005888a1	CFastVB__Unk_005888a1	CDXTexture	1	CDXTexture:1
0x005888ae	CFastVB__Unk_005888ae	CDXTexture	1	CDXTexture:1
0x0058920c	CFastVB__Unk_0058920c	CDXTexture	1	CDXTexture:1
0x005896bd	CFastVB__Unk_005896bd	CTexture	1	CTexture:1
0x00589762	CFastVB__Unk_00589762	CTexture	1	CTexture:1
0x00589802	CFastVB__Unk_00589802	CTexture	1	CTexture:1
0x00589bd6	CFastVB__Unk_00589bd6	CTexture	3	CTexture:3
0x00589c82	CFastVB__Unk_00589c82	CTexture	1	CTexture:1
0x0058a6e0	CFastVB__Unk_0058a6e0	CTexture	1	CTexture:1
0x0058a981	CFastVB__Unk_0058a981	CTexture	1	CTexture:1
0x0058a9ef	CFastVB__Unk_0058a9ef	CTexture	1	CTexture:1
0x0058aa69	CFastVB__Unk_0058aa69	CTexture	1	CTexture:1
0x0058aacf	CFastVB__Unk_0058aacf	CTexture	1	CTexture:1
0x0058b1a0	CFastVB__Unk_0058b1a0	CTexture	1	CTexture:1
0x0058c30f	CFastVB__Unk_0058c30f	CTexture	1	CTexture:1
0x0058c378	CFastVB__Unk_0058c378	CTexture	2	CTexture:2
0x0058c75e	CFastVB__Unk_0058c75e	CTexture	1	CTexture:1
0x0058c7a4	CFastVB__Unk_0058c7a4	CTexture	1	CTexture:1
0x0058c82b	CFastVB__Unk_0058c82b	CDXTexture	1	CDXTexture:1
0x0058d088	CFastVB__Unk_0058d088	CTexture	1	CTexture:1
0x0058d722	CFastVB__Unk_0058d722	CDXTexture	3	CDXTexture:3
0x0058d747	CFastVB__Unk_0058d747	CTexture	1	CTexture:1
0x0058d763	CFastVB__Unk_0058d763	CTexture	2	CTexture:2
0x0058d821	CFastVB__Unk_0058d821	CTexture	1	CTexture:1
0x0058f219	CFastVB__Unk_0058f219	CTexture	1	CTexture:1
0x0058f305	CFastVB__Unk_0058f305	CTexture	1	CTexture:1
0x0058f34c	CFastVB__Unk_0058f34c	CTexture	1	CTexture:1
0x0058f593	CFastVB__Unk_0058f593	CTexture	3	CTexture:3
0x0058fb70	CFastVB__Unk_0058fb70	CTexture	1	CTexture:1
0x0058fb8b	CFastVB__Unk_0058fb8b	CTexture	1	CTexture:1
0x0058fbc5	CFastVB__Unk_0058fbc5	CTexture	1	CTexture:1
0x00590da0	CFastVB__Unk_00590da0	CTexture	2	CTexture:2
0x00590e10	CFastVB__Unk_00590e10	CDXTexture	2	CDXTexture:2
0x00591060	CFastVB__Unk_00591060	CDXTexture	1	CDXTexture:1
0x00592380	CFastVB__Unk_00592380	CTexture	3	CTexture:2
0x00592420	CFastVB__Unk_00592420	CTexture	3	CTexture:2
0x00592d29	CFastVB__Unk_00592d29	CTexture	1	CTexture:1
0x00593024	CFastVB__Unk_00593024	CDXTexture	1	CDXTexture:1
0x00593043	CFastVB__Unk_00593043	CDXTexture	1	CDXTexture:1
0x005935d9	CFastVB__Unk_005935d9	CDXTexture	1	CDXTexture:1
0x005935f2	CFastVB__Unk_005935f2	CDXTexture	1	CDXTexture:1
0x0059361e	CFastVB__Unk_0059361e	CDXTexture	1	CDXTexture:1
0x0059364c	CFastVB__Unk_0059364c	CDXTexture	1	CDXTexture:1
0x00593812	CFastVB__Unk_00593812	CDXTexture	1	CDXTexture:1
0x00593989	CFastVB__Unk_00593989	CDXTexture	2	CDXTexture:2
0x00594c48	CFastVB__Unk_00594c48	CMeshCollisionVolume	1	CMeshCollisionVolume:1
0x005951e9	CFastVB__Unk_005951e9	CDXTexture	1	CDXTexture:1
0x00595220	CFastVB__Unk_00595220	CTexture	1	CTexture:1
0x00595350	CFastVB__Unk_00595350	CTexture	1	CTexture:1
0x00595430	CFastVB__Unk_00595430	CTexture	1	CTexture:1
0x005954a0	CFastVB__Unk_005954a0	CTexture	1	CTexture:1
0x00595da0	CFastVB__Unk_00595da0	CTexture	1	CTexture:1
0x00596106	CFastVB__Unk_00596106	CDXTexture	1	CDXTexture:1
0x0059778a	CFastVB__Unk_0059778a	CTexture	2	CTexture:1
0x0059780d	CFastVB__Unk_0059780d	CTexture	2	CTexture:1
0x00597949	CFastVB__Unk_00597949	CTexture	1	CTexture:1
0x00598056	CFastVB__Unk_00598056	CTexture	1	CTexture:1
0x0059808a	CFastVB__Unk_0059808a	CTexture	1	CTexture:1
0x005994c4	CFastVB__Unk_005994c4	CDXTexture	1	CDXTexture:1
0x00599831	CFastVB__Unk_00599831	CTexture	1	CTexture:1
0x0059b4d0	CFastVB__Unk_0059b4d0	CTexture	1	CTexture:1
0x0059b880	CFastVB__Unk_0059b880	CTexture	1	CTexture:1
0x0059dad9	CFastVB__Unk_0059dad9	CTexture	1	CTexture:1
0x0059dbbb	CFastVB__Unk_0059dbbb	CTexture	1	CTexture:1
0x0059dd5c	CFastVB__Unk_0059dd5c	CTexture	1	CTexture:1
0x0059ebf0	CFastVB__Unk_0059ebf0	CTexture	1	CTexture:1
0x0059ef60	CFastVB__Unk_0059ef60	CDXTexture	1	CDXTexture:1
0x0059f050	CFastVB__Unk_0059f050	CDXTexture	1	CDXTexture:1
0x0059f110	CFastVB__Unk_0059f110	CDXTexture	1	CDXTexture:1
0x0059f5b3	CFastVB__Unk_0059f5b3	CTexture	1	CTexture:1
0x005a0b22	CFastVB__Unk_005a0b22	CTexture	1	CTexture:1
0x005a0df6	CFastVB__Unk_005a0df6	CTexture	1	CTexture:1
0x005a0eb6	CFastVB__Unk_005a0eb6	CTexture	2	CTexture:2
0x005a0f50	CFastVB__Unk_005a0f50	CTexture	2	CTexture:2
0x005a1002	CFastVB__Unk_005a1002	CTexture	2	CTexture:2
0x005a1087	CFastVB__Unk_005a1087	CTexture	2	CTexture:2
0x005a1279	CFastVB__Unk_005a1279	CTexture	2	CTexture:2
0x005a1a8e	CFastVB__Unk_005a1a8e	CTexture	1	CTexture:1
0x005a266d	CFastVB__Unk_005a266d	CTexture	1	CTexture:1
0x005a298f	CFastVB__Unk_005a298f	CTexture	1	CTexture:1
0x005a2b2d	CFastVB__Unk_005a2b2d	CTexture	2	CTexture:2
0x005a2e29	CFastVB__Unk_005a2e29	CTexture	1	CTexture:1
0x005b3840	CFastVB__Unk_005b3840	CTexture	1	CTexture:1
0x005b61e0	CFastVB__Unk_005b61e0	CDXTexture	1	CDXTexture:1
0x005b7580	CFastVB__Unk_005b7580	CDXTexture	1	CDXTexture:1
0x005b7770	CFastVB__Unk_005b7770	CTexture	1	CTexture:1
0x005b83b9	CFastVB__Unk_005b83b9	CDXTexture	1	CDXTexture:1
0x005b85c0	CFastVB__Unk_005b85c0	CMeshCollisionVolume	1	CMeshCollisionVolume:1
0x005bcfa0	CFastVB__Unk_005bcfa0	CDXTexture	2	CDXTexture:2
0x005bcfd3	CFastVB__Unk_005bcfd3	CDXTexture	1	CDXTexture:1
0x005bda2d	CFastVB__Unk_005bda2d	CDXTexture	1	CDXTexture:1
0x005d0e88	CFastVB__Unk_005d0e88	CDXTexture	1	CDXTexture:1
0x005d0eb8	CFastVB__Unk_005d0eb8	CTexture	1	CTexture:1
