address	name
0x0042cf70	CConsole__SetLoadingFraction
0x0042cfa0	FatalError__ExitProcess
0x0042d080	FatalError_LocalizedStringId
0x0042d0b0	FatalError__ExitWithLocalizedPrefix_B
0x0042d260	OptionsEntries__InitSingleBindingEntry
0x0042d2b0	OptionsEntries__InitDualBindingEntry
0x0042d300	OptionsEntries__InitSentinelEntry
0x0042d310	PlatformInput__InitMouse
0x0042d3b0	PlatformInput__ShutdownMouse
0x0042d420	PlatformInput__PollMouseMotion
0x0042d4d0	PlatformInput__PollMouseState
0x0042d640	CController__Init
0x0042d780	CController__VFunc_00_0042d780
0x0042d7a0	CController__ResetInactivityTimerConditional
0x0042d7d0	CFrontEnd__Helper_0042d7d0
0x0042d810	CController__InactivityMeansQuitGame
0x0042d8a0	CController__StartRecording
0x0042d8c0	CController__StartPlayback
0x0042d8e0	CController__dtor
0x0042d9b0	CMonitor__DeleteDeletionEvent
0x0042d9d0	CController__Flush
0x0042da00	CGame__Helper_0042da00
0x0042db10	OptionsEntries__FindById
0x0042db40	CController__DoMappings
0x0042e3d0	CController__GetMappedInputValue
0x0042e4b0	CController__GetToControl
0x0042e4d0	CController__SendButtonAction
0x0042e610	CController__SetToControl
0x0042e6e0	CController__RelinquishControl
0x0042e750	CGame__Helper_0042e750
0x0042e880	CPhysicsScript__Create
0x0042e8f0	CPhysicsScript__Destroy
0x0042e950	CPhysicsScript__Load
0x0042ea60	CPhysicsScript__Update
0x0042eb90	CPhysicsScript__CreateStatement
0x0042ee90	CUnitAI__Unk_0042ee90
0x0042efd0	CUnitAI__Unk_0042efd0
0x0042f220	CSPtrSet__Clear
0x0042f280	CUnitAI__Unk_0042f280
0x0042f3d0	CPhysicsUnitValueList__ctor_like_0042f3d0
0x0042f4b0	CPhysicsUnitValueList__VFunc_00_0042f4b0
0x0042f4f0	CUnitStatement__VFunc_00_0042f4f0
0x0042f510	CUnitStatement__ctor_like_0042f510
0x0042f570	CPhysicsScriptStatement__ctor_like_0042f570
0x0042f5b0	CWeaponStatement__VFunc_01_0042f5b0
0x0042f5f0	CWeaponStatement__Create
0x0042f750	CWeaponStatement__GetSerializedSize
0x0042f8a0	CPhysicsWeaponValueList__ctor_like_0042f8a0
0x0042f980	CPhysicsWeaponValueList__VFunc_00_0042f980
0x0042f9c0	CWeaponStatement__VFunc_00_0042f9c0
0x0042f9e0	CWeaponStatement__ctor_like_0042f9e0
0x0042fa40	CWeaponModeStatement__VFunc_01_0042fa40
0x0042fa80	CWeaponModeStatement__Create
0x0042fc70	CWeaponModeStatement__GetSerializedSize
0x0042fdc0	CPhysicsWeaponModeValueList__ctor_like_0042fdc0
0x0042fea0	CPhysicsWeaponModeValueList__VFunc_00_0042fea0
0x0042fee0	CWeaponModeStatement__VFunc_00_0042fee0
0x0042ff00	CWeaponModeStatement__ctor_like_0042ff00
0x0042ff60	CRoundStatement__VFunc_01_0042ff60
0x0042ffa0	CRoundStatement__Create
0x004301e0	CRoundStatement__GetSerializedSize
0x00430330	CPhysicsRoundValueList__ctor_like_00430330
0x00430410	CPhysicsRoundValueList__VFunc_00_00430410
0x00430450	CRoundStatement__VFunc_00_00430450
0x00430470	CRoundStatement__ctor_like_00430470
0x004304d0	CSpawnerStatement__VFunc_01_004304d0
0x00430510	CSpawnerData__ctor_like_00430510
0x00430610	CSpawnerData__VFunc_00_00430610
0x004306b0	CSpawnerStatement__GetSerializedSize
0x00430800	CPhysicsSpawnerValueList__ctor_like_00430800
0x004308e0	CPhysicsSpawnerValueList__VFunc_00_004308e0
0x00430920	CSpawnerStatement__VFunc_00_00430920
0x00430940	CSpawnerStatement__ctor_like_00430940
0x004309a0	CExplosionStatement__VFunc_01_004309a0
0x004309e0	CExplosionStatement__Helper_004309e0
0x00430b30	CUnitAI__Unk_00430b30
0x00430c80	CPhysicsExplosionValueList__ctor_like_00430c80
0x00430d60	CPhysicsExplosionValueList__VFunc_00_00430d60
0x00430da0	CExplosionStatement__VFunc_00_00430da0
0x00430dc0	CExplosionStatement__ctor_like_00430dc0
0x00430e20	CComponentStatement__VFunc_01_00430e20
0x00430e60	CComponentStatement__Helper_00430e60
0x00430fa0	CUnitAI__Unk_00430fa0
0x00431020	CComponentStatement__GetSerializedSize
0x00431170	CPhysicsComponentValueList__ctor_like_00431170
0x00431250	CPhysicsComponentValueList__VFunc_00_00431250
0x00431290	CComponentStatement__VFunc_00_00431290
0x004312b0	CComponentStatement__ctor_like_004312b0
0x00431310	CFeatureStatement__VFunc_01_00431310
0x00431350	CFeatureStatement__Helper_00431350
0x00431470	CUnitAI__Unk_00431470
0x004315c0	CPhysicsFeatureValueList__ctor_like_004315c0
0x004316a0	CPhysicsFeatureValueList__VFunc_00_004316a0
0x004316e0	CFeatureStatement__VFunc_00_004316e0
0x00431700	CFeatureStatement__ctor_like_00431700
0x00431760	CHazardStatement__VFunc_01_00431760
0x004317a0	CHazardStatement__Helper_004317a0
0x004318c0	CUnitAI__Unk_004318c0
0x00431a10	CPhysicsHazardValueList__ctor_like_00431a10
0x00431af0	CPhysicsHazardValueList__VFunc_00_00431af0
0x00431b30	CHazardStatement__VFunc_00_00431b30
0x00431b50	CHazardStatement__ctor_like_00431b50
0x00431bb0	CPhysicsScriptStatements__CreateStatementType2
0x00432a50	CUnitAlligence__VFunc_00_00432a50
0x00432a70	CUnitAlligence__ctor_like_00432a70
0x00432c00	CUnitSoundMaterial__VFunc_01_00432c00
0x00432c70	CUnitMaxLegsLifted__VFunc_01_00432c70
0x00432cc0	CPhysicsUnitValue__ctor_like_00432cc0
0x00432f70	CUnitNavMap__VFunc_03_00432f70
