target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
00428bc0	CFrontEndPage__Unk_00428bc0	004292c7	<none>	<no_function>	UNCONDITIONAL_CALL
00440c00	CDamage__Unk_00440c00	004f01e7	004f00e0	CLTShell__Helper_004f00e0	UNCONDITIONAL_CALL
00440c40	CDamage__Unk_00440c40	0044a13a	0044a130	CGame__Helper_0044a130	UNCONDITIONAL_CALL
00488330	CIBuffer__Unk_00488330	00500887	005007f0	CVBufTexture__ResizeIndexBuffer	UNCONDITIONAL_CALL
00488330	CIBuffer__Unk_00488330	00544c52	00544af0	CDXLandscape__Init	UNCONDITIONAL_CALL
00488aa0	CIBuffer__Unk_00488aa0	0055a843	0055a420	CDXTrees__BuildTreeGeometry	UNCONDITIONAL_CALL
0048a4e0	CIBuffer__Unk_0048a4e0	0048a4c3	0048a4c0	CInfantryGuide__VFunc_01_0048a4c0	UNCONDITIONAL_CALL
0048ace0	CIBuffer__Unk_0048ace0	0048ac80	<none>	<no_function>	UNCONDITIONAL_CALL
004c0940	CPDSimpleSprite__Unk_004c0940	004c0770	<none>	<no_function>	UNCONDITIONAL_CALL
004c0c70	CPDSimpleSprite__Unk_004c0c70	004c0bad	<none>	<no_function>	UNCONDITIONAL_CALL
004c0c70	CPDSimpleSprite__Unk_004c0c70	004c0d2c	004c0c70	CPDSimpleSprite__Unk_004c0c70	UNCONDITIONAL_CALL
004c0c70	CPDSimpleSprite__Unk_004c0c70	004c0ddf	004c0c70	CPDSimpleSprite__Unk_004c0c70	UNCONDITIONAL_CALL
004c0c70	CPDSimpleSprite__Unk_004c0c70	004c0f3a	004c0c70	CPDSimpleSprite__Unk_004c0c70	UNCONDITIONAL_CALL
004c0c70	CPDSimpleSprite__Unk_004c0c70	004c0fec	004c0c70	CPDSimpleSprite__Unk_004c0c70	UNCONDITIONAL_CALL
004c0c70	CPDSimpleSprite__Unk_004c0c70	004c173a	<none>	<no_function>	UNCONDITIONAL_CALL
004c0c70	CPDSimpleSprite__Unk_004c0c70	004c2df6	<none>	<no_function>	UNCONDITIONAL_CALL
004c0c70	CPDSimpleSprite__Unk_004c0c70	004c3bbe	<none>	<no_function>	UNCONDITIONAL_CALL
004c0c70	CPDSimpleSprite__Unk_004c0c70	004c3c78	<none>	<no_function>	UNCONDITIONAL_CALL
004c0c70	CPDSimpleSprite__Unk_004c0c70	004c4613	<none>	<no_function>	UNCONDITIONAL_CALL
004c0c70	CPDSimpleSprite__Unk_004c0c70	004c46cc	<none>	<no_function>	UNCONDITIONAL_CALL
004c0c70	CPDSimpleSprite__Unk_004c0c70	004c4765	<none>	<no_function>	UNCONDITIONAL_CALL
004c0c70	CPDSimpleSprite__Unk_004c0c70	004c47fd	<none>	<no_function>	UNCONDITIONAL_CALL
004c0c70	CPDSimpleSprite__Unk_004c0c70	004ca390	<none>	<no_function>	UNCONDITIONAL_CALL
004c0c70	CPDSimpleSprite__Unk_004c0c70	004ca57b	<none>	<no_function>	UNCONDITIONAL_CALL
004c5280	CPDSimpleSprite__Unk_004c5280	004c5157	<none>	<no_function>	UNCONDITIONAL_CALL
004d30d0	CInfluenceMap__Unk_004d30d0	0040a578	<none>	<no_function>	UNCONDITIONAL_CALL
004d38c0	CInfluenceMap__Unk_004d38c0	005e0054	<none>	<no_function>	DATA
004d39d0	CInfluenceMap__Unk_004d39d0	004ae319	004ae2b0	CMeshPart__CreatePolyBucket	UNCONDITIONAL_CALL
004d39d0	CInfluenceMap__Unk_004d39d0	004ec4ba	004ec2f0	CStaticShadows__BuildShadowMaps	UNCONDITIONAL_CALL
004d3a00	CInfluenceMap__Unk_004d3a00	004ae811	004ae640	CMeshPart__Unk_004ae640	UNCONDITIONAL_CALL
004d3a00	CInfluenceMap__Unk_004d3a00	004ab143	004aab90	CMesh__Deserialize	UNCONDITIONAL_CALL
004d3a00	CInfluenceMap__Unk_004d3a00	004ae3c8	004ae2b0	CMeshPart__CreatePolyBucket	UNCONDITIONAL_CALL
004d3a00	CInfluenceMap__Unk_004d3a00	004ec4ec	004ec2f0	CStaticShadows__BuildShadowMaps	UNCONDITIONAL_CALL
004d3a00	CInfluenceMap__Unk_004d3a00	004ee0d3	004ee0d0	CStaticShadows__CleanupHelper	UNCONDITIONAL_CALL
004ebd10	CStaticShadows__Unk_004ebd10	0046c9cf	<none>	<no_function>	UNCONDITIONAL_CALL
004ebe40	CStaticShadows__Unk_004ebe40	004ebbb5	<none>	<no_function>	UNCONDITIONAL_CALL
004ec250	CStaticShadows__Unk_004ec250	004ebd70	004ebd10	CStaticShadows__Unk_004ebd10	UNCONDITIONAL_CALL
0050f130	CAirUnit__Unk_0050f130	0050ee13	0050ee10	CGroundAttackAircraft__VFunc_01_0050ee10	UNCONDITIONAL_CALL
0050f1a0	CAirUnit__Unk_0050f1a0	0050ee33	0050ee30	CInfantryUnit__VFunc_01_0050ee30	UNCONDITIONAL_CALL
0050f1f0	CAirUnit__Unk_0050f1f0	0050ee73	0050ee70	CDropship__VFunc_01_0050ee70	UNCONDITIONAL_CALL
0050f260	CAirUnit__Unk_0050f260	0050eeb3	0050eeb0	CPlane__VFunc_01_0050eeb0	UNCONDITIONAL_CALL
0050f2d0	CAirUnit__Unk_0050f2d0	0050eed3	0050eed0	CDiveBomber__VFunc_01_0050eed0	UNCONDITIONAL_CALL
0050f340	CAirUnit__Unk_0050f340	0050eef3	0050eef0	CCarver__VFunc_01_0050eef0	UNCONDITIONAL_CALL
0050f3b0	CAirUnit__Unk_0050f3b0	0050ef13	0050ef10	CFenrir__VFunc_01_0050ef10	UNCONDITIONAL_CALL
