address	name	signature	status
0x00456830	CFEPDebriefing__ResetStateAndVector	int __fastcall CFEPDebriefing__ResetStateAndVector(int param_1)	OK
0x00401b50	CMCMine__ComputeClampedScaleFactor	double __fastcall CMCMine__ComputeClampedScaleFactor(void * param_1)	OK
0x004cac80	CPDSelector__ConvertNormalizedToScreenCoords	void __cdecl CPDSelector__ConvertNormalizedToScreenCoords(float param_1, float param_2)	OK
0x00413b90	CCylinder__ResolveSurfaceAlignmentIterative	void __fastcall CCylinder__ResolveSurfaceAlignmentIterative(int param_1)	OK
