address	name	signature	status
0x00523df0	CVBufTexture__Unk_00523df0	int __fastcall CVBufTexture__Unk_00523df0(int param_1)	OK
0x005234e0	CVBufTexture__Unk_005234e0	int __stdcall CVBufTexture__Unk_005234e0(int param_1, uint param_2, uint param_3)	OK
0x00524180	CVBufTexture__Unk_00524180	int __thiscall CVBufTexture__Unk_00524180(void * this, void * param_1, void * param_2, uint param_3)	OK
0x00527c90	CVBufTexture__Unk_00527c90	int __thiscall CVBufTexture__Unk_00527c90(void * this, void * param_1, int param_2, int param_3)	OK
0x00528b60	CVBufTexture__Unk_00528b60	int __stdcall CVBufTexture__Unk_00528b60(void * param_1)	OK
0x00523b30	CVBufTexture__Unk_00523b30	void CVBufTexture__Unk_00523b30(void)	OK
0x005230e0	CVBufTexture__Unk_005230e0	int * __fastcall CVBufTexture__Unk_005230e0(int param_1)	OK
0x00511bc0	CVBufTexture__Unk_00511bc0	int * __thiscall CVBufTexture__Unk_00511bc0(void * this, int param_1, int param_2, int param_3)	OK
0x00511c10	CVBufTexture__Unk_00511c10	void __thiscall CVBufTexture__Unk_00511c10(void * this, int param_1, void * param_2)	OK
0x00504a50	CVBufTexture__Unk_00504a50	void __fastcall CVBufTexture__Unk_00504a50(void * param_1)	OK
0x0050ab60	CVBufTexture__Unk_0050ab60	void CVBufTexture__Unk_0050ab60(void)	OK
