target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
00560cc3	CDXTexture__Unk_00560cc3	00560d25	00560d01	CDXTexture__ProbeProcessorFeaturePresentOrFallback	UNCONDITIONAL_CALL
005623c7	CDXTexture__Unk_005623c7	005623b9	0056235d	CRT__MsizeByPointer	UNCONDITIONAL_CALL
00562442	CDXTexture__Unk_00562442	00562410	0056235d	CRT__MsizeByPointer	UNCONDITIONAL_CALL
00563ad3	CDXTexture__Unk_00563ad3	00563acb	00563a8b	__ctrandisp2	UNCONDITIONAL_CALL
00563ad3	CDXTexture__Unk_00563ad3	00563c36	00563c0b	__ctrandisp1	UNCONDITIONAL_CALL
00563ada	CDXTexture__Unk_00563ada	00563a37	00563a10	__cintrindisp2	UNCONDITIONAL_CALL
00563ada	CDXTexture__Unk_00563ada	00563a7b	00563a4e	__cintrindisp1	UNCONDITIONAL_CALL
00564486	CTexture__Unk_00564486	005646a4	0056468c	CTexture__Unk_0056468c	UNCONDITIONAL_CALL
00564486	CTexture__Unk_00564486	0056472d	0056468c	CTexture__Unk_0056468c	UNCONDITIONAL_CALL
0056468c	CTexture__Unk_0056468c	0055e403	<none>	<no_function>	UNCONDITIONAL_CALL
00564ba5	CTexture__Unk_00564ba5	00564beb	<none>	<no_function>	DATA
00564ba5	CTexture__Unk_00564ba5	00653380	<none>	<no_function>	DATA
00564fdf	CTexture__Unk_00564fdf	<none>	<none>	<none>	<none>
0056585a	CTexture__Unk_0056585a	00561d2e	00561834	CDXTexture__Helper_00561834	UNCONDITIONAL_CALL
0056585a	CTexture__Unk_0056585a	00565572	00565083	ControlsUI__Helper_00565083	UNCONDITIONAL_CALL
0056611f	CDXTexture__Unk_0056611f	00566282	0056614c	CRT__SelectHeapStrategy	UNCONDITIONAL_CALL
00567ed0	CTexture__Unk_00567ed0	0055f7f8	0055f7a3	___timet_from_ft	UNCONDITIONAL_CALL
00568667	CDXTexture__Unk_00568667	0055fb75	0055fa62	CRT__PowCore_0055fa62	UNCONDITIONAL_CALL
00568797	CDXTexture__Unk_00568797	0056873a	00568667	CDXTexture__Unk_00568667	UNCONDITIONAL_CALL
005687fc	CDXTexture__Unk_005687fc	00560202	00560181	entry	UNCONDITIONAL_CALL
00568a51	CDXTexture__Unk_00568a51	00568a3d	005689b8	CTexture__Helper_005689b8	UNCONDITIONAL_CALL
00568ada	CDXTexture__Unk_00568ada	00568a89	005689b8	CTexture__Helper_005689b8	UNCONDITIONAL_CALL
00568c4e	CDXTexture__Unk_00568c4e	00560276	00560181	entry	UNCONDITIONAL_CALL
005696e9	CDXTexture__Unk_005696e9	005697d0	00569788	CDXTexture__Helper_00569788	UNCONDITIONAL_CALL
00569732	CDXTexture__Unk_00569732	005697df	00569788	CDXTexture__Helper_00569788	UNCONDITIONAL_CALL
