address	name	xref_count	owners	top_counts	unambiguous_non_cunitai	inferred_owner
0x00408120	CUnitAI__Unk_00408120	3	<no_function>,CMonitor,CUnitAI	CMonitor:1;<no_function>:1;CUnitAI:1	false
0x00423960	CUnitAI__Unk_00423960	164	CCutscene,CDXEngine,CDXImposter,CDXMeshVB,CDXPatch,CDXSurf,CDXTexture,CDamage,CFEPGoodies,CHeightField,CMapTex,CMesh,CMeshPart,CMixerMap,CPolyBucket,CResourceAccumulator,CStaticShadows,CVertexShader,CWorld	CMeshPart:22;CCutscene:20;CMesh:18;CStaticShadows:14;CResourceAccumulator:12;CPolyBucket:12;CDXSurf:11;CDXMeshVB:10	false
0x00423990	CUnitAI__Unk_00423990	8	CCutscene,CDXMeshVB,CDXTexture,CMesh,CResourceAccumulator,CWorld	CWorld:2;CDXTexture:2;CResourceAccumulator:1;CMesh:1;CDXMeshVB:1;CCutscene:1	false
0x004239b0	CUnitAI__Unk_004239b0	3	CDXMeshVB,CWorld	CWorld:2;CDXMeshVB:1	false
0x004239f0	CUnitAI__Unk_004239f0	1	<no_function>	<no_function>:1	false
0x00424a20	CUnitAI__Unk_00424a20	1	<no_function>	<no_function>:1	false
0x00424be0	CUnitAI__Unk_00424be0	1	CUnitAI	CUnitAI:1	false
0x00424ca0	CUnitAI__Unk_00424ca0	1	CUnitAI	CUnitAI:1	false
0x004250f0	CUnitAI__Unk_004250f0	1	CUnitAI	CUnitAI:1	false
0x00425760	CUnitAI__Unk_00425760	10	<no_function>	<no_function>:10	false
0x00426fd0	CUnitAI__Unk_00426fd0	203	<no_function>,CDXTexture,CFastVB,CMeshCollisionVolume,CTexture	CFastVB:120;CTexture:57;CDXTexture:15;<no_function>:9;CMeshCollisionVolume:2	false
0x00428110	CUnitAI__Unk_00428110	3	<no_function>	<no_function>:3	false
0x00428500	CUnitAI__Unk_00428500	3	CUnitAI,VFuncSlot_00_00428710,VFuncSlot_01_00428770	VFuncSlot_00_00428710:1;VFuncSlot_01_00428770:1;CUnitAI:1	false
0x00428800	CUnitAI__Unk_00428800	2	<no_function>	<no_function>:2	false
0x004289b0	CUnitAI__Unk_004289b0	2	<no_function>	<no_function>:2	false
0x00428c70	CUnitAI__Unk_00428c70	3	<no_function>	<no_function>:3	false
0x00428cf0	CUnitAI__Unk_00428cf0	3	<no_function>	<no_function>:3	false
0x0042e750	CUnitAI__Unk_0042e750	10	CBattleEngine,CGame,CGeneralVolume,CMonitor,con_win	CGame:6;CBattleEngine:1;CMonitor:1;CGeneralVolume:1;con_win:1	false
0x0042ee90	CUnitAI__Unk_0042ee90	1	<no_function>	<no_function>:1	false
0x0042efd0	CUnitAI__Unk_0042efd0	2	CComponentStatement,CUnitAI	CUnitAI:1;CComponentStatement:1	false
0x0042f280	CUnitAI__Unk_0042f280	2	<no_function>,CUnitAI	CUnitAI:1;<no_function>:1	false
0x00430b30	CUnitAI__Unk_00430b30	2	<no_function>,CUnitAI	CUnitAI:1;<no_function>:1	false
0x00430fa0	CUnitAI__Unk_00430fa0	9	<no_function>,CComponentStatement,CExplosionStatement,CFeatureStatement,CHazardStatement,CRoundStatement,CSpawnerStatement,CWeaponModeStatement,CWeaponStatement	CWeaponStatement:1;CWeaponModeStatement:1;CRoundStatement:1;CSpawnerStatement:1;CExplosionStatement:1;CComponentStatement:1;CFeatureStatement:1;CHazardStatement:1	false
0x00431470	CUnitAI__Unk_00431470	2	<no_function>,CUnitAI	CUnitAI:1;<no_function>:1	false
0x004318c0	CUnitAI__Unk_004318c0	2	<no_function>,CUnitAI	CUnitAI:1;<no_function>:1	false
0x00438050	CUnitAI__Unk_00438050	1	<no_function>	<no_function>:1	false
0x004404f0	CUnitAI__Unk_004404f0	11	<no_function>,CCylinder,CDXEngine,CMCBuggy,CMCMech,CMeshCollisionVolume	CDXEngine:5;CMeshCollisionVolume:2;CMCMech:1;CMCBuggy:1;CCylinder:1;<no_function>:1	false
0x00440b70	CUnitAI__Unk_00440b70	1	<no_function>	<no_function>:1	false
0x00441b10	CUnitAI__Unk_00441b10	4	CFrontEnd,CGame,FrontendUpdate_CheatChecks	CGame:2;CFrontEnd:1;FrontendUpdate_CheatChecks:1	false
0x00444f00	CUnitAI__Unk_00444f00	1	<no_function>	<no_function>:1	false
0x00444f20	CUnitAI__Unk_00444f20	1	<no_function>	<no_function>:1	false
0x00445570	CUnitAI__Unk_00445570	2	CUnitAI	CUnitAI:2	false
0x004455c0	CUnitAI__Unk_004455c0	2	CUnitAI	CUnitAI:2	false
0x00445610	CUnitAI__Unk_00445610	1	<no_function>	<no_function>:1	false
0x00445ad0	CUnitAI__Unk_00445ad0	1	<no_function>	<no_function>:1	false
0x00445f40	CUnitAI__Unk_00445f40	1	<no_function>	<no_function>:1	false
0x00446150	CUnitAI__Unk_00446150	1	<no_function>	<no_function>:1	false
0x00446400	CUnitAI__Unk_00446400	1	CUnitAI	CUnitAI:1	false
0x00447a40	CUnitAI__Unk_00447a40	1	<no_function>	<no_function>:1	false
0x00447ac0	CUnitAI__Unk_00447ac0	1	<no_function>	<no_function>:1	false
0x00447b10	CUnitAI__Unk_00447b10	1	<no_function>	<no_function>:1	false
0x00447b60	CUnitAI__Unk_00447b60	1	<no_function>	<no_function>:1	false
0x00447bb0	CUnitAI__Unk_00447bb0	1	<no_function>	<no_function>:1	false
0x00447fa0	CUnitAI__Unk_00447fa0	1	<no_function>	<no_function>:1	false
0x004480c0	CUnitAI__Unk_004480c0	1	<no_function>	<no_function>:1	false
0x00448110	CUnitAI__Unk_00448110	1	<no_function>	<no_function>:1	false
0x00448120	CUnitAI__Unk_00448120	1	<no_function>	<no_function>:1	false
0x004496e0	CUnitAI__Unk_004496e0	4	CCareer,CGame	CCareer:2;CGame:2	false
0x0044a5f0	CUnitAI__Unk_0044a5f0	24	<no_function>,CDXEngine,CDXFrontEnd,CFEPMultiplayerStart,CVBufTexture,CVertexShader	<no_function>:10;CDXEngine:6;CDXFrontEnd:3;CVertexShader:3;CVBufTexture:1;CFEPMultiplayerStart:1	false
0x0044a690	CUnitAI__Unk_0044a690	2	CMapWho,CVBufTexture	CMapWho:1;CVBufTexture:1	false
0x0044a6b0	CUnitAI__Unk_0044a6b0	2	con_navmapoff,con_navmapon	con_navmapon:1;con_navmapoff:1	false
0x0044a930	CUnitAI__Unk_0044a930	12	<no_function>,CEngine,CUnit,CVBufTexture,OID	OID:4;<no_function>:4;CUnit:2;CVBufTexture:1;CEngine:1	false
0x0044c1c0	CUnitAI__Unk_0044c1c0	11	CMesh,CMeshPart	CMesh:6;CMeshPart:5	false
0x0044c720	CUnitAI__Unk_0044c720	4	CSquadNormal,CUnitAI_Unk_0044c720	CUnitAI_Unk_0044c720:2;CSquadNormal:2	true	CSquadNormal
0x0044cd20	CUnitAI__Unk_0044cd20	1	<no_function>	<no_function>:1	false
0x0044d1f0	CUnitAI__Unk_0044d1f0	5	<no_function>	<no_function>:5	false
0x0044d210	CUnitAI__Unk_0044d210	1	<no_function>	<no_function>:1	false
0x0044d390	CUnitAI__Unk_0044d390	29	<no_function>,CFEPDevelopment,CFEPDirectory,CFEPLoadGame,CFEPMain,CFEPSaveGame	CFEPSaveGame:13;<no_function>:7;CFEPDevelopment:3;CFEPMain:2;CFEPLoadGame:2;CFEPDirectory:2	false
0x0044dea0	CUnitAI__Unk_0044dea0	10	<no_function>,CFEPDirectory,CFEPGoodies,CFEPLevelSelect,CMenuItemDropdown,CMonitor,CUnitAI,VFuncSlot_03_004669a0	CUnitAI:3;CMonitor:1;CMenuItemDropdown:1;CFEPLevelSelect:1;VFuncSlot_03_004669a0:1;<no_function>:1;CFEPGoodies:1;CFEPDirectory:1	false
0x00451a40	CUnitAI__Unk_00451a40	3	<no_function>	<no_function>:3	false
0x00452ce0	CUnitAI__Unk_00452ce0	3	CFEPMain,CFEPMultiplayerStart,CFrontEnd	CFrontEnd:1;CFEPMultiplayerStart:1;CFEPMain:1	false
0x00452fd0	CUnitAI__Unk_00452fd0	7	<no_function>,CFEPMultiplayerStart,CFrontEnd	<no_function>:4;CFEPMultiplayerStart:2;CFrontEnd:1	false
0x00453140	CUnitAI__Unk_00453140	23	<no_function>,CFEPDirectory,CFEPLevelSelect,CFEPLoadGame,CFEPMultiplayerStart,CFEPOptions,CFEPSaveGame,CFEPScreenPos,CFEPVirtualKeyboard	<no_function>:9;CFEPMultiplayerStart:4;CFEPDirectory:2;CFEPScreenPos:2;CFEPLevelSelect:2;CFEPLoadGame:1;CFEPSaveGame:1;CFEPOptions:1	false
0x004659a0	CUnitAI__Unk_004659a0	43	CDXEngine,CFrontEnd,CMenuItem,CMenuItemDropdown,CMessageLog,FrontendUpdate_CheatChecks	FrontendUpdate_CheatChecks:15;CDXEngine:15;CMessageLog:4;CFrontEnd:3;CMenuItemDropdown:3;CMenuItem:3	false
0x00465a20	CUnitAI__Unk_00465a20	10	<no_function>,CDXEngine,CExplosionInitThing,CFEPLanguageTest,CUnitAI,CVBufTexture,FrontendUpdate_CheatChecks	<no_function>:3;CFEPLanguageTest:2;CVBufTexture:1;FrontendUpdate_CheatChecks:1;CExplosionInitThing:1;CDXEngine:1;CUnitAI:1	false
0x004691c0	CUnitAI__Unk_004691c0	1	<no_function>	<no_function>:1	false
0x00469390	CUnitAI__Unk_00469390	7	<no_function>,CFEPCredits,CUnitAI	<no_function>:5;CUnitAI:1;CFEPCredits:1	false
0x004693d0	CUnitAI__Unk_004693d0	8	<no_function>,CFEPDirectory,CFEPLevelSelect,CFEPMain,CMenuItem,CMenuItemDropdown,CUnitAI	CFEPMain:2;CMenuItem:1;CMenuItemDropdown:1;CUnitAI:1;CFEPDirectory:1;<no_function>:1;CFEPLevelSelect:1	false
0x00469550	CUnitAI__Unk_00469550	4	<no_function>,CFEPLevelSelect,CFEPMultiplayerStart	<no_function>:2;CFEPMultiplayerStart:1;CFEPLevelSelect:1	false
0x00469c20	CUnitAI__Unk_00469c20	2	CFEPLevelSelect,CFEPMultiplayerStart	CFEPMultiplayerStart:1;CFEPLevelSelect:1	false
0x00469cf0	CUnitAI__Unk_00469cf0	2	CDXEngine,CUnitAI	CDXEngine:1;CUnitAI:1	false
0x0046a1f0	CUnitAI__Unk_0046a1f0	1	<no_function>	<no_function>:1	false
0x0046a210	CUnitAI__Unk_0046a210	1	<no_function>	<no_function>:1	false
0x0046a220	CUnitAI__Unk_0046a220	1	<no_function>	<no_function>:1	false
0x0046a2a0	CUnitAI__Unk_0046a2a0	88	<no_function>,CFEPDemoMain,CFEPDevelopment,CFEPDirectory,CFEPLevelSelect,CFEPLoadGame,CFEPMain,CFEPMultiplayerStart,CFEPSaveGame,CFEPVirtualKeyboard,CFrontEnd,CVBufTexture	<no_function>:28;CFEPSaveGame:19;CFEPMain:9;CFrontEnd:7;CFEPDirectory:6;CFEPLoadGame:5;CVBufTexture:3;CFEPDevelopment:3	false
0x0046b1e0	CUnitAI__Unk_0046b1e0	9	CUnitAI	CUnitAI:9	false
0x00472ad0	CUnitAI__Unk_00472ad0	1	<no_function>	<no_function>:1	false
0x00478160	CUnitAI__Unk_00478160	2	CMapWho,CPolyBucket	CMapWho:1;CPolyBucket:1	false
0x00478c20	CUnitAI__Unk_00478c20	1	<no_function>	<no_function>:1	false
0x00479d10	CUnitAI__Unk_00479d10	1	<no_function>	<no_function>:1	false
0x00479f30	CUnitAI__Unk_00479f30	1	<no_function>	<no_function>:1	false
0x0047a0b0	CUnitAI__Unk_0047a0b0	1	<no_function>	<no_function>:1	false
0x0047bf60	CUnitAI__Unk_0047bf60	4	<no_function>	<no_function>:4	false
0x0047c040	CUnitAI__Unk_0047c040	1	<no_function>	<no_function>:1	false
0x0047c970	CUnitAI__Unk_0047c970	10	<no_function>,CCannon,CExplosionInitThing,CSentinel,CVBufTexture	<no_function>:5;CCannon:2;CExplosionInitThing:1;CSentinel:1;CVBufTexture:1	false
0x0047ce80	CUnitAI__Unk_0047ce80	8	<no_function>,CCannon,VTable_005e1c4c	<no_function>:6;CCannon:1;VTable_005e1c4c:1	true	CCannon
0x0047cea0	CUnitAI__Unk_0047cea0	1	<no_function>	<no_function>:1	false
0x0047d420	CUnitAI__Unk_0047d420	1	<no_function>	<no_function>:1	false
0x0047d670	CUnitAI__Unk_0047d670	5	Unwind@005d2c53,Unwind@005d2ed3,Unwind@005d2f08,Unwind@005d34c3,Unwind@005d34f8	Unwind@005d2c53:1;Unwind@005d2ed3:1;Unwind@005d2f08:1;Unwind@005d34c3:1;Unwind@005d34f8:1	false
0x0047e870	CUnitAI__Unk_0047e870	1	CUnitAI	CUnitAI:1	false
0x0047e8a0	CUnitAI__Unk_0047e8a0	2	CUnitAI	CUnitAI:2	false
0x0047fb00	CUnitAI__Unk_0047fb00	1	<no_function>	<no_function>:1	false
0x00480c90	CUnitAI__Unk_00480c90	2	CHLCollisionDetector,CUnitAI	CHLCollisionDetector:1;CUnitAI:1	false
0x00480db0	CUnitAI__Unk_00480db0	1	CUnitAI	CUnitAI:1	false
0x00480e10	CUnitAI__Unk_00480e10	12	CCollisionSeekingRound,CUnitAI	CUnitAI:8;CCollisionSeekingRound:4	false
0x00481060	CUnitAI__Unk_00481060	1	<no_function>	<no_function>:1	false
0x00482090	CUnitAI__Unk_00482090	15	CDXCompass,CDXEngine,CExplosionInitThing,CMessageLog	CExplosionInitThing:8;CDXEngine:4;CMessageLog:2;CDXCompass:1	false
0x004885e0	CUnitAI__Unk_004885e0	5	CDXLandscape,CVBufTexture	CVBufTexture:4;CDXLandscape:1	false
0x00489040	CUnitAI__Unk_00489040	1	<no_function>	<no_function>:1	false
0x00489de0	CUnitAI__Unk_00489de0	1	<no_function>	<no_function>:1	false
0x00489ef0	CUnitAI__Unk_00489ef0	1	<no_function>	<no_function>:1	false
0x0048f210	CUnitAI__Unk_0048f210	2	CDXLandscape,CLandscapeVB	CDXLandscape:1;CLandscapeVB:1	false
0x004901e0	CUnitAI__Unk_004901e0	16	<no_function>,CDXEngine,CDXFrontEnd,CFEPMultiplayerStart	<no_function>:8;CDXFrontEnd:3;CFEPMultiplayerStart:3;CDXEngine:2	false
0x00490900	CUnitAI__Unk_00490900	3	<no_function>	<no_function>:3	false
0x00490a40	CUnitAI__Unk_00490a40	15	<no_function>,CLine,CRound,CStaticShadows,CTree,CUnitAI,CWorld	CStaticShadows:8;<no_function>:2;CWorld:1;CUnitAI:1;CLine:1;CRound:1;CTree:1	false
0x00490e10	CUnitAI__Unk_00490e10	1	<no_function>	<no_function>:1	false
0x00490e20	CUnitAI__Unk_0047e8a0	1	<no_function>	<no_function>:1	false
0x00490f40	CUnitAI__Unk_00490f40	1	<no_function>	<no_function>:1	false
0x00497140	CUnitAI__Unk_00497140	1	<no_function>	<no_function>:1	false
0x0049bbb0	CUnitAI__Unk_0049bbb0	9	<no_function>,CDXEngine,CMCMech,CMCTentacle,CMesh,CStaticShadows	CMesh:2;<no_function>:2;CMCTentacle:2;CDXEngine:1;CMCMech:1;CStaticShadows:1	false
0x0049bc10	CUnitAI__Unk_0049bc10	7	<no_function>,CMCMech,CMCTentacle,CStaticShadows	CMCMech:2;<no_function>:2;CMCTentacle:2;CStaticShadows:1	false
0x0049bc40	CUnitAI__Unk_0049bc40	13	<no_function>,CDXEngine,CMCMech,CMCTentacle,CMesh,CMeshPart,CStaticShadows	CMesh:2;CMeshPart:2;CDXEngine:2;CMCMech:2;<no_function>:2;CMCTentacle:2;CStaticShadows:1	false
0x0049bc80	CUnitAI__Unk_0049bc80	13	<no_function>,CDXEngine,CMCMech,CMCTentacle,CMesh,CMeshPart,CStaticShadows	CMesh:2;CMeshPart:2;CDXEngine:2;CMCMech:2;<no_function>:2;CMCTentacle:2;CStaticShadows:1	false
0x0049bd50	CUnitAI__Unk_0049bd50	3	CMCMech,CUnitAI	CMCMech:2;CUnitAI:1	false
0x0049c2d0	CUnitAI__Unk_0049c2d0	9	CMesh,CMeshPart	CMeshPart:6;CMesh:3	false
0x004b7300	CUnitAI__Unk_004b7300	1	<none>	<none>:1	false
0x004b7b70	CUnitAI__Unk_004b7b70	1	<no_function>	<no_function>:1	false
0x004b7b80	CUnitAI__Unk_004b7b80	3	<no_function>,CFrontEndPage,CUnitAI	CUnitAI:1;CFrontEndPage:1;<no_function>:1	false
0x004b7ca0	CUnitAI__Unk_004b7ca0	7	CUnit,IScript	IScript:5;CUnit:2	false
0x004b7ea0	CUnitAI__Unk_004b7ea0	1	<no_function>	<no_function>:1	false
0x004b8020	CUnitAI__Unk_004b8020	3	<no_function>,CUnitAI	CUnitAI:2;<no_function>:1	false
0x004b8800	CUnitAI__Unk_004b8800	4	CDXEngine,CGame,CSoundManager,CUnitAI	CSoundManager:1;CDXEngine:1;CGame:1;CUnitAI:1	false
0x004c0150	CUnitAI__Unk_004c0150	1	<no_function>	<no_function>:1	false
0x004c0450	CUnitAI__Unk_004c0450	4	<no_function>,CExplosionInitThing,CParticleDescriptor	CParticleDescriptor:2;CExplosionInitThing:1;<no_function>:1	false
0x004c7d90	CUnitAI__Unk_004c7d90	9	CDXEngine,CPDSimpleSprite	CDXEngine:5;CPDSimpleSprite:4	false
0x004cab30	CUnitAI__Unk_004cab30	1	<no_function>	<no_function>:1	false
0x004cac40	CUnitAI__Unk_004cac40	1	<no_function>	<no_function>:1	false
0x004cbff0	CUnitAI__Unk_004cbff0	2	<no_function>,CUnitAI	CUnitAI:1;<no_function>:1	false
0x004d1f10	CUnitAI__Unk_004d1f10	1	<no_function>	<no_function>:1	false
0x004d1fd0	CUnitAI__Unk_004d1fd0	1	<no_function>	<no_function>:1	false
