retail_va	demo_va	current_name	mapping_basis	body_normalized_equal	body_bytes	instruction_count	raw_equal	raw_diff_bytes	retail_normalized_sha256
0x00401000	0x00401000	CGenericActiveReader__SetReader	UNIQUE_MASKED_WINDOW_MATCH	true	52	24	false	2	4e4b52014d5236fb2624fb4990d5540952fa42fe24d41148fa88d57af3429d6c
0x00401040	0x00401040	CMonitor__AddDeletionEvent	UNIQUE_MASKED_WINDOW_MATCH	true	126	39	false	10	91f94af69d45d4348ac2dc457fb6670bf1e795adff9a795f8b8672ff302582e4
0x004010c0	0x004010d0	HYP__ZeroDwords3_00660060	UNIQUE_ORDER_CONSTRAINED_MATCH	true	31	4	false	6	6dc5fd2d5ba0f07e273628e3c451d85565835b00d485a1e481735614b96ab582
0x004011b0	0x004011c0	vector_constructor_iterator_nothrow	UNIQUE_MASKED_WINDOW_MATCH	true	42	21	true	0	a6b4b7ede766f3c011d67d9ec941bae535ca0b88d6e1c8a715d5690001719af9
0x004011e0	0x004011f0	HYP__CActor__Init	RTTI_VTABLE_ANCHOR	true	485	148	false	11	f6e0af867bdaa1ae3035b583812f0aa4de0e8de735df453229cd7dbccfa0321d
0x004013d0	0x004013e0	HYP__CActor__dtor_base	BRACKETED_CONSTANT_DELTA	true	18	3	false	3	aa739a366a748112b27e86676e4f60a5c8c71dee99d8fb4e0e072fac2fedffd9
0x004013f0	0x00401400	SharedVFunc__ReturnColorFF000080_004013f0	RTTI_VTABLE_ANCHOR	true	6	2	true	0	fc9727eae305b45d1df8a58191610014e9104fa57b472dca0dbbded60cb84d82
0x00401400	0x00401410	CThing__ForwardField28Slot18OrFallbackFloat_00401400	RTTI_VTABLE_ANCHOR	true	19	7	false	1	d5bc2bca29322836b94b69b56a51eee450827803d3291a4e69acf2b76324686b
0x00401420	0x00401470	CThing__GetCueFactorFromRenderThing	RTTI_VTABLE_ANCHOR	true	18	7	false	1	aa05f673ebfe9f602ad01039d16ba4bec487d712e139be007a783908a7158e12
0x00401440	0x00401490	CThing__GetRenderRadiusFromRenderThing	RTTI_VTABLE_ANCHOR	true	19	7	false	1	d5bc2bca29322836b94b69b56a51eee450827803d3291a4e69acf2b76324686b
0x00401460	0x004014b0	CThing__MakeVisible	RTTI_VTABLE_ANCHOR	true	5	2	true	0	09e902376d47351773b9d81db54416a5e05438132ae867664a2835ba984f2260
0x00401470	0x004014c0	CThing__MakeInvisible	RTTI_VTABLE_ANCHOR	true	5	2	true	0	25ded32f38735e4d7f74401b4a4f4c7f81c8de1ea15711050ea67e01e5e4a2e6
0x00401480	0x004014d0	SharedVFunc__ReturnTrue_00401480	RTTI_VTABLE_ANCHOR	true	3	2	true	0	2be0801e0a27d7de42f85c1f98c2092dc59e1dce0e7f367e558f7c6089ea3c73
0x00401490	0x004014e0	CThing__Damage_NoOp	RTTI_VTABLE_ANCHOR	true	3	1	true	0	b6cbececf1b07e74f37d57710c68c31f0b92cb08d51093252b321b07542e177b
0x004014a0	0x00405f40	SharedVFunc__Return1_004014a0	RTTI_VTABLE_ANCHOR	true	6	2	true	0	fc9727eae305b45d1df8a58191610014e9104fa57b472dca0dbbded60cb84d82
0x004014b0	0x00405fa0	CThing__GravityDefault	RTTI_VTABLE_ANCHOR	true	7	2	false	1	ee43de7e2764d551eda94e7adc8b24c27ea34c74f7bd1334213299e3490ded98
0x004014c0	0x00405930	SharedVFunc__NoOpOneArg_004014c0	RTTI_VTABLE_ANCHOR	true	3	1	true	0	b6cbececf1b07e74f37d57710c68c31f0b92cb08d51093252b321b07542e177b
0x004014d0	0x004014f0	CComplexThing__ReturnField64Offset10OrMinusOne_004014d0	RTTI_VTABLE_ANCHOR	true	15	7	true	0	de8cf7e8cfb92540f758c82a0a16c073f03b6bdab7b188929d6378155606cdf4
0x004014e0	0x00401500	CComplexThing__IsObjectiveFlagSet	RTTI_VTABLE_ANCHOR	true	11	4	true	0	1b75125f827abcc16420cea510c1374b128d21deb82e56c4d071bd3a4ad0123f
0x004014f0	0x00401510	SharedVFunc__ReturnField68_004014f0	RTTI_VTABLE_ANCHOR	true	4	2	true	0	79e62eeb1eb32686799a36992be3328791e2402aed417b8f37d87e577ff834e6
0x00401500	0x00401520	CComplexThing__ReturnField64Offset14OrZero_00401500	RTTI_VTABLE_ANCHOR	true	14	7	true	0	6f07a712d41b3c56f01fd5f097b5b2fc38ee01b1f75b1ca3a89a6f6ded149107
0x00401510	0x00401530	CComplexThing__ReturnField78_00401510	RTTI_VTABLE_ANCHOR	true	4	2	true	0	79e62eeb1eb32686799a36992be3328791e2402aed417b8f37d87e577ff834e6
0x00401520	0x00401540	CComplexThing__NoOpFiveArgs_00401520	RTTI_VTABLE_ANCHOR	true	3	1	true	0	b6cbececf1b07e74f37d57710c68c31f0b92cb08d51093252b321b07542e177b
0x00401530	0x00401550	CActor__VFunc_7_00401530	RTTI_VTABLE_ANCHOR	true	6	2	false	1	fc9727eae305b45d1df8a58191610014e9104fa57b472dca0dbbded60cb84d82
0x00401540	0x00401560	CActor__VFunc_38_00401540	RTTI_VTABLE_ANCHOR	true	15	4	true	0	8e0f895375b6bf52900dfa41e128c41bd8bbc0f7be86f74e793686eac73b54c1
0x00401550	0x00401570	HYP__CActor__GetLocalLastFrameMovement	RTTI_VTABLE_ANCHOR	true	42	11	true	0	1606a86fca8a1517f58e8d871cac5f2738beb34c3bf2e941ad89d982a7e493dd
0x00401580	0x004015a0	CActor__VFunc_64_00401580	RTTI_VTABLE_ANCHOR	true	61	15	true	0	0959c419cf1547c5bab943ccb08391816cebdb6ea0620d3ec75d6bbb4adcb0ff
0x004015c0	0x004015e0	HYP__CActor__scalar_deleting_dtor	RTTI_VTABLE_ANCHOR	true	32	11	false	6	a4284d7048388722363491cd93758810e80dc90a4580bc1797fd018f371e738e
0x004015e0	0x00401600	HYP__CActor__Move	RTTI_VTABLE_ANCHOR	true	794	242	false	30	93b164ebb169a98f8c2712dfaf7990441edfb2f717a13c56337262d12cc54fc7
0x00401900	0x00401920	HYP__CActor__MoveTo	RTTI_VTABLE_ANCHOR	true	13	4	false	2	6e7f7c8aa921cdfb0e13d9443267c1ba4b9c5d86f9cca00b1afefe69385f65c4
0x00401910	0x00401930	HYP__CActor__Teleport	RTTI_VTABLE_ANCHOR	true	145	55	false	3	a7d347266c2807d210d4ec384df976e06ac2ad9cbd72714fab96cb79fa859afd
0x004019b0	0x004019d0	HYP__CActor__TeleportOrientation	RTTI_VTABLE_ANCHOR	true	36	14	false	1	c7cf422257e8044940cc0839a2ffd7ecccea1c940d6fe0f1a82a7d00549d8f52
0x004019e0	0x00401a00	HYP__CActor__HandleEvent	RTTI_VTABLE_ANCHOR	true	367	117	false	11	ba5eaa123fb68909f9687bb50e423cf05368261b26a18d6de9b6e8d3f2f37b54
0x00401b50	0x00401b70	HYP__CActor__GetFractionTime	BRACKETED_CONSTANT_DELTA	true	130	44	false	13	0adaf7589db253ebd89d44a40753d795c10e0b423453bd96cefb5249a83656fe
0x00401be0	0x00401c00	HYP__CActor__GetRenderPos	RTTI_VTABLE_ANCHOR	true	108	27	false	2	399f872cb35e80edc8654385a595e3f46fc649c18ea195d00bdbd73c7e93d821
0x00401c50	0x00401c70	HYP__CActor__GetRenderOrientation	RTTI_VTABLE_ANCHOR	true	618	183	false	13	3fcc2eb711502b931d3ef98ccc0678e2251650659c7fc41179d4d7b3f8cca89f
0x00401ec0	0x00401ee0	Vec3__SetXYZ	BRACKETED_CONSTANT_DELTA	true	25	8	true	0	f429027c659b8277fcd25e71e926bd6835d8278417e503f15e7ac1bfb8ea24e7
0x00401ee0	0x00401f00	Vec3__Add	BRACKETED_CONSTANT_DELTA	true	35	12	true	0	85ade4fe695527476ea29c644db89791c81837a7769fe97ea57aabb5eac28e76
0x00401f10	0x00401f30	Mat34__SetRows	BRACKETED_CONSTANT_DELTA	true	93	34	true	0	2b0de0c81602b87a779a6bcbf09ce12f0610e08c7912d1e089ab7654a54343df
0x00401f70	0x00401f90	HYP__CActor__IsOnGround	RTTI_VTABLE_ANCHOR	true	34	10	false	3	62fe97c0e1062d4bbc15cad1752cd31cfd0d6d6eb706c1b2343a3122606c4dea
0x00401fa0	0x00401fc0	ElapsedTime__BelowThreshold_D0	BRACKETED_CONSTANT_DELTA	true	34	10	false	3	62fe97c0e1062d4bbc15cad1752cd31cfd0d6d6eb706c1b2343a3122606c4dea
0x00401fd0	0x00401ff0	ElapsedTime__BelowThreshold_D4	BRACKETED_CONSTANT_DELTA	true	34	10	false	3	62fe97c0e1062d4bbc15cad1752cd31cfd0d6d6eb706c1b2343a3122606c4dea
0x00402000	0x00402020	HYP__CActor__DeclareOnGround	RTTI_VTABLE_ANCHOR	true	12	3	false	2	31d76914953924a7557d3b187bd2a38cc84bb7c59aa3289813c2020c28dfc06a
0x00402010	0x00402030	HYP__CActor__DeclareInWater	RTTI_VTABLE_ANCHOR	true	12	3	false	2	31d76914953924a7557d3b187bd2a38cc84bb7c59aa3289813c2020c28dfc06a
0x00402020	0x00402040	HYP__CActor__DeclareOnObject	RTTI_VTABLE_ANCHOR	true	14	3	false	2	28ac7c3f909a119e1d30c170fa5bcea78de212f514a742409e3ed82a495ef585
0x00402030	0x00402050	HYP__CActor__StickToGround	RTTI_VTABLE_ANCHOR	true	41	15	false	1	5393ae80ee79eeaa9e24d505f68be50a0f4b0bb14b7bad679435b49c7bfaa6f1
0x00402060	0x00402080	HYP__ZeroDwords3_006600a0	BRACKETED_CONSTANT_DELTA	true	31	4	false	6	6dc5fd2d5ba0f07e273628e3c451d85565835b00d485a1e481735614b96ab582
0x00402080	0x004020a0	HYP__InitIdentityMat_00660070	BRACKETED_CONSTANT_DELTA	true	195	36	false	24	65f64a200746babbe5e95dab9f71b7c42a5302106bb4ac606ea420f72eb14b17
0x00402150	0x00402170	CAirGuide__ctor	BRACKETED_CONSTANT_DELTA	true	171	46	false	12	dca3038f426297c3baf8e0103dc8328287aeb04e3163cf0618ac3a8e6d4476fd
0x00402200	0x00402220	CAirGuide__scalar_deleting_dtor	RTTI_VTABLE_ANCHOR	true	32	11	false	4	a4284d7048388722363491cd93758810e80dc90a4580bc1797fd018f371e738e
0x00402220	0x00402240	CAirGuide__ShutdownAndUnlink	BRACKETED_CONSTANT_DELTA	true	93	28	false	5	6d5e38afca56d44f13c7f3236a8b3d53bd1e91b994c932514511408d8fa7c2bc
0x00402280	0x004022a0	CAirGuide__VFunc_3_00402280	RTTI_VTABLE_ANCHOR	true	1059	307	false	37	5e6dfce7f0475f1f05b58942b0ac847b63b5ecace8f7a06b9e626480c08ea06d
0x004026b0	0x004026d0	Vec3__Magnitude	BRACKETED_CONSTANT_DELTA	true	33	16	true	0	c6ad02eceac4b3bbbf22def8a3839ed020bc82b635a618ecef45dd1977b69fae
0x004026e0	0x00402700	CAirGuide__HandleEvent	RTTI_VTABLE_ANCHOR	true	210	62	false	23	8a2c246dcdfd4a7c3b091f3b1369dc26a50148ee4b8eb298160a8ef014aa4d5b
0x004027c0	0x004027e0	CAirGuide__AcquireNearestTargetReader	BRACKETED_CONSTANT_DELTA	true	276	97	false	13	57c6750d6761fa365f562d929e296f1069ffed6404c25a7d2c3d44c4255df799
0x004028e0	0x00402900	CAirGuide__UpdateGroundClearanceCache	BRACKETED_CONSTANT_DELTA	true	254	86	false	8	c4a9c78681d0f751859726149165ccc1183ef4a681f9690c5198869d77500aa6
0x004029e0	0x00402a00	HYP__ZeroDwords3_006600e0	BRACKETED_CONSTANT_DELTA	true	31	4	false	6	6dc5fd2d5ba0f07e273628e3c451d85565835b00d485a1e481735614b96ab582
0x00402a00	0x00402a20	HYP__InitIdentityMat_006600b0	BRACKETED_CONSTANT_DELTA	true	195	36	false	24	65f64a200746babbe5e95dab9f71b7c42a5302106bb4ac606ea420f72eb14b17
0x00402ad0	0x00402af0	CAirUnit__Init	RTTI_VTABLE_ANCHOR	true	590	165	false	37	b4e7b00f3b29d6aea63bff175bf2835a0e605430f2a10bda984b81d3485edccc
0x00402d20	0x00402d40	SharedVFunc__ReturnThis_00402d20	RTTI_VTABLE_ANCHOR	true	3	2	true	0	58367ffa2a0179375018fa0f5c26da24391e42ebe0ed8fdda35a21fc7bdc396f
0x00402d30	0x00402d50	CAirUnit__dtor_base	RTTI_VTABLE_ANCHOR	true	156	56	false	27	0a21ebcb4038693144bba223d35edef1453c24c319c73908f38d5f9fabc67015
0x00402dd0	0x00402df0	SharedShadowVFunc__AnyBoundsCornerAboveSampledHeight_00402dd0	BRACKETED_CONSTANT_DELTA	true	457	152	false	9	251666a5e600ef1308b8c8d4a8508722c3bb5a5856a53087cadca1a6fc803e84
0x00402fa0	0x00402fc0	CAirUnit__UpdateMotionAndTrailEffects	RTTI_VTABLE_ANCHOR	true	1708	483	false	49	2e3b366280492c610e0ffd2160878d2b61117de55f8fb4363369f74be19cbd17
0x00403650	0x00403670	CMeshRenderer__CopyBasisAndRefreshTime	BRACKETED_CONSTANT_DELTA	true	58	18	false	2	022286eb3b7e39e0ba3248f59d13788cd6adf84bd6687669e68bf0257d65a0eb
0x00403690	0x004036b0	CAirUnit__ReleaseAllAttachedParticleNodes	RTTI_VTABLE_ANCHOR	true	148	56	false	23	9d44a6d52f82c9543ef896bd53f57d6244e958edcb187cb86a8c3ae74100b0dd
0x00403730	0x00403750	CAirUnit__VFunc_68_TimestampAndCrashIfNoAirSupport	RTTI_VTABLE_ANCHOR	true	46	16	false	2	c9c90123bf530c4394da522726ff736884c2929f17aec641cae128540364fcb8
0x00403760	0x00403780	CAirUnit__VFunc_69_ResetD0AndCrashIfNoSupportModes	RTTI_VTABLE_ANCHOR	true	56	19	false	2	81bffe822afb3fb3239c3d23b3dd747a852d290a6b3f4eaa40c3d53a725ab453
0x004037a0	0x004037c0	CAirUnit__ApplyDamageAndResolveSlot19Vector_004037a0	RTTI_VTABLE_ANCHOR	true	688	203	false	29	dff3dc1aaf9ce0a48fd3aa4404ba2c39e168360526750fc8acd9e4789625e990
0x00403a50	0x00403a70	CAirUnit__VFunc_117_HasPositionDeltaWhileFlag4Clear	RTTI_VTABLE_ANCHOR	true	63	21	true	0	8469c70485d5e497725256e9e566118424027cf8f70363ab632de9dc072b400b
0x00403a90	0x00403ab0	CAirUnit__ForwardVectorToField208WithHeightAdjustedLimit_00403a90	RTTI_VTABLE_ANCHOR	true	194	57	false	8	b5357abad5d26265b45be17d42538ea154155532fd645720f66234afb14109ba
0x00403b60	0x00403b80	CAirUnit__ReturnFlag2cScaledSlot40Float_00403b60	RTTI_VTABLE_ANCHOR	true	52	15	false	5	cdc02bc20657642da80bec8c12cf5be2195eb42f0d6919ea87bfb80a4534114b
0x00403ba0	0x00403bc0	CThing__Hit_TriggerDieOnUnitOrTypeMask02100000	RTTI_VTABLE_ANCHOR	true	76	28	false	2	fff14a1e4127bcbbc2f7776c67e000f2d4238ab43c0059bc9f97266e8dbdff6a
0x00403bf0	0x00403c10	CBigAirUnit__Hit_TriggerDieOnTypeMask00100000	RTTI_VTABLE_ANCHOR	true	71	25	false	3	22ea692773ef1be93ee5f11636f04881b8f86b0d62d24f28f308055c13b7e1d1
0x00403c40	0x00403c60	HYP__ZeroDwords3_00660120	BRACKETED_CONSTANT_DELTA	true	31	4	false	6	6dc5fd2d5ba0f07e273628e3c451d85565835b00d485a1e481735614b96ab582
0x00403c60	0x00403c80	HYP__InitIdentityMat_006600f0	BRACKETED_CONSTANT_DELTA	true	195	36	false	24	65f64a200746babbe5e95dab9f71b7c42a5302106bb4ac606ea420f72eb14b17
0x00403d30	0x00403d50	CAnimal__Init	RTTI_VTABLE_ANCHOR	true	526	149	false	32	48e941dccf39a55541b9c6ca2406fe0617f28880289e17de9e5630d33654ec7f
0x00403f40	0x00403f60	CResourceDescriptor__ctor	BRACKETED_CONSTANT_DELTA	true	55	12	true	0	81bda68211f93fd8cf4933d977bd3e1d41fbd8be8742b810bc2f6546d0ed997b
0x00403f80	0x00403fa0	CResourceDescriptor__dtor	BRACKETED_CONSTANT_DELTA	true	98	30	false	8	77ce3a9d131267f5a9931f9b0b82af647b92fbafcb13aaa4409433538799673e
0x00403ff0	0x00404010	CResourceDescriptorTable__DestroyEmbeddedDescriptor_Thunk	BRACKETED_CONSTANT_DELTA	true	22	7	false	3	e489cb1e78afe661c48dcf55d07ba7c29dff82c710c13828323bbd2a84c46ea2
0x00404010	0x00404030	CAnimal__dtor_base	BRACKETED_CONSTANT_DELTA	true	131	35	false	11	f7a8f16720af73a11dd35cdd1714736736bf5b16c873288eb3891a3a2f873bea
0x004040a0	0x004040c0	CThing__CopyVector14ToOut_004040a0	RTTI_VTABLE_ANCHOR	true	36	14	true	0	87523170bad0cf8d1f67073e30fd2739b37276b75c2dbc5d3d9d426e47e0f57f
0x004040d0	0x004040f0	CComplexThing__CopyBlock34ToOut_004040d0	RTTI_VTABLE_ANCHOR	true	23	10	true	0	bfa3a9557a4435a67e1d04de24bdff205925607111aed61791accc2e24cf6ff0
0x004040f0	0x00404120	CAnimal__GetClassNameString	RTTI_VTABLE_ANCHOR	true	6	2	false	1	fc9727eae305b45d1df8a58191610014e9104fa57b472dca0dbbded60cb84d82
0x00404100	0x00404130	CAnimal__GetTypeId1D	RTTI_VTABLE_ANCHOR	true	6	2	true	0	fc9727eae305b45d1df8a58191610014e9104fa57b472dca0dbbded60cb84d82
0x00404110	0x00404140	CAnimal__SetThingTypeMask80000001	RTTI_VTABLE_ANCHOR	true	15	4	true	0	8e0f895375b6bf52900dfa41e128c41bd8bbc0f7be86f74e793686eac73b54c1
0x00404120	0x00404150	CAnimal__CopyVector7CToOut	RTTI_VTABLE_ANCHOR	true	36	14	true	0	87523170bad0cf8d1f67073e30fd2739b37276b75c2dbc5d3d9d426e47e0f57f
0x00404150	0x00404180	CAnimal__SetVector7CFromInput	RTTI_VTABLE_ANCHOR	true	32	11	true	0	c3ea1d29a0845dc211d86d2751b052fd37fe1346b6ca29f064c96de57f83c044
0x00404170	0x004041a0	CAnimal__AddVectorTo7C	RTTI_VTABLE_ANCHOR	true	45	11	true	0	a68f4b6e4a4683f28c6a3e4d88447f7d0f010817528345304950d4607bd41311
0x004041a0	0x004041d0	CAnimal__CopyVector8CToOut	RTTI_VTABLE_ANCHOR	true	39	14	true	0	22f306a076b6cea88428919ce5e06458448804c4af5b3dfb9ccfe4df2095749f
0x004041d0	0x00404200	CAnimal__CopyMatrix9CToOut	RTTI_VTABLE_ANCHOR	true	26	10	true	0	777289b6a05026e80992f29f8dc1484d4fbce49f17361e1e3dabbc0e297f7c2f
0x004041f0	0x00404220	CAnimal__scalar_deleting_dtor	RTTI_VTABLE_ANCHOR	true	32	11	false	5	a4284d7048388722363491cd93758810e80dc90a4580bc1797fd018f371e738e
0x00404210	0x00404240	CAnimal__Process	RTTI_VTABLE_ANCHOR	true	953	281	false	38	b015f01e51601aa253e6c2e832f15005f22ee46fdbdc7490c9fda8629dc62129
0x004045d0	0x00404600	CAnimal__RenderViaCThingRender	RTTI_VTABLE_ANCHOR	true	13	4	false	2	6e7f7c8aa921cdfb0e13d9443267c1ba4b9c5d86f9cca00b1afefe69385f65c4
0x004045e0	0x00404610	HYP__ZeroDwords3_00660168	BRACKETED_CONSTANT_DELTA	true	31	4	false	6	6dc5fd2d5ba0f07e273628e3c451d85565835b00d485a1e481735614b96ab582
0x00404600	0x00404630	HYP__InitIdentityMat_00660138	BRACKETED_CONSTANT_DELTA	true	195	36	false	24	65f64a200746babbe5e95dab9f71b7c42a5302106bb4ac606ea420f72eb14b17
0x004046d0	0x00404700	CAnimation__ctor	BRACKETED_CONSTANT_DELTA	true	125	37	false	5	c1c8785389c9dab025ea046e717f983352ef6e5d8d0a63d294a5e23c397ef22a
0x00404750	0x00404780	CAnimation__VFunc_0_00404750	RTTI_VTABLE_ANCHOR	true	52	18	false	4	55fc19f7c49db50c05f4cfb77fb77e7d9344d13b949dd58ae1f45f17861111f4
0x00404790	0x004047c0	CAnimation__Process	BRACKETED_CONSTANT_DELTA	true	206	62	false	6	1293f5e3876874f252dd8f833667544886d15a2393772b963fe38bc1c792e619
0x00404860	0x00404890	CAnimation__SetAnimMode	BRACKETED_CONSTANT_DELTA	true	90	32	false	3	999e866bb11132405582f929333bc6c9ee2a31af2238b10d4b26731fe73fb631
0x004048c0	0x004048f0	CAnimation__GetRenderFrame	BRACKETED_CONSTANT_DELTA	true	33	12	false	2	86c593d61f3b42c61a8af933ae891e63fbe01530fb3175eba2f1977e66d8a08c
0x004048f0	0x00404920	CMesh__IsValidProfileIndex_1to10	BRACKETED_CONSTANT_DELTA	true	22	9	true	0	d32fa9bfccde8b3ef103f50b93ad715ffc1e53aef98bdac8015fd147d9817584
0x00404910	0x00404940	HYP__SharedRet_00404910	BRACKETED_CONSTANT_DELTA	true	1	1	true	0	ae3f4619b0413d70d3004b9131c3752153074e45725be13b9a148978895e359e
0x00404920	0x00404950	CAtmospheric__Link	BRACKETED_CONSTANT_DELTA	true	54	21	false	5	a79f85b95136cbb2cf2d3418f10e440f4e614410b5b955ca3610838b4fa7fb34
0x00404960	0x00404990	CAtmospheric__Unlink	BRACKETED_CONSTANT_DELTA	true	49	17	false	5	44ba79a1bd55d8ff1aafb809100b3ca9743a4a0fd0c8fd8345b8d2e843c7b520
0x004049a0	0x004049d0	HYP__StrRef_00622dc0	BRACKETED_CONSTANT_DELTA	true	81	25	false	14	00765e1f8c650aa9e5064628353832c942f83556ce0be65e40e227bc048c43a4
0x00404a00	0x00404a30	Atmospherics__Init	BRACKETED_CONSTANT_DELTA	true	386	89	false	67	cb5c2fe3ca34d36962f6316ad2e097b6f99819baf55c48e208e34ca3d54e65b3
0x00404b90	0x00404bc0	Atmospherics__ResetAndUpdate	BRACKETED_CONSTANT_DELTA	true	57	15	false	8	90444ce6874c042a155c565f5e15b85b3a663ebf7fcef15227e3eacb8ffbbefd
0x00404bd0	0x00404c00	Atmospherics__UpdateAll	BRACKETED_CONSTANT_DELTA	true	27	12	false	2	7ceaa3e7831821e0aac0b38ce7697e939fcd37c02988b27267b83a1705e64f3d
0x00404bf0	0x00404c20	Atmospherics__RenderAll	BRACKETED_CONSTANT_DELTA	true	27	12	false	2	7ceaa3e7831821e0aac0b38ce7697e939fcd37c02988b27267b83a1705e64f3d
0x00404c10	0x00404c40	Atmospherics__Shutdown	BRACKETED_CONSTANT_DELTA	true	121	42	false	17	3ccfc2f2ef5ca961ad7d612df8860afa96944facb40e14887005ba1a5658d1a8
0x00404c90	0x00404cc0	Atmospherics__NotifyAll	BRACKETED_CONSTANT_DELTA	true	34	16	false	2	c7d7ef1a7b05412c5bd6d51b2b4bfe180c5423f672897b37122483cf5a812654
0x00404cc0	0x00404cf0	HYP__ZeroDwords3_00660178	BRACKETED_CONSTANT_DELTA	true	31	4	false	6	6dc5fd2d5ba0f07e273628e3c451d85565835b00d485a1e481735614b96ab582
0x00404ce0	0x00404d10	HYP__ZeroDwords3_006601e8	BRACKETED_CONSTANT_DELTA	true	31	4	false	6	6dc5fd2d5ba0f07e273628e3c451d85565835b00d485a1e481735614b96ab582
0x00404d00	0x00404d30	HYP__InitIdentityMat_006601b8	BRACKETED_CONSTANT_DELTA	true	195	36	false	24	65f64a200746babbe5e95dab9f71b7c42a5302106bb4ac606ea420f72eb14b17
0x00404dd0	0x00404e00	HYP__CBattleEngine__Init	RTTI_VTABLE_ANCHOR	true	2858	710	false	224	a295ce3c4433bb77d3605cb9bfc653c12beee6e3ab86957b3e4dc3bd9982e838
0x00405900	0x00405940	CCockpit__VFunc_3_00405900	RTTI_VTABLE_ANCHOR	true	6	2	true	0	fc9727eae305b45d1df8a58191610014e9104fa57b472dca0dbbded60cb84d82
0x00405910	0x00405960	SharedVFunc__ReturnMinusOne_00405910	RTTI_VTABLE_ANCHOR	true	4	2	true	0	9d9c0c332a3547e7cb7cc456539138a55b451a13fea884a033a962060458baf4
0x00405920	0x004059a0	SharedVFunc__ReturnOneRet4_00405920	RTTI_VTABLE_ANCHOR	true	8	2	true	0	fdcf77bfac765f62315fede257f5c70afcdbfed24aa13880a5e3ff8ee0cd1752
0x00405930	0x00405950	SharedVFunc__ReturnZero_00405930	RTTI_VTABLE_ANCHOR	true	3	2	true	0	4bc724f3b1d0caf4fe369c18cba3102e6c4ea057f63fe1587e3973134a7f755e
0x00405940	0x004059c0	SharedVFunc__ReturnZeroRet4_00405940	RTTI_VTABLE_ANCHOR	true	5	2	true	0	8fe3c0ea73931b9ac9d2af3acc08c01e8e2b01b11475cf4fdee12055be5e0de4
0x00405950	0x004059d0	CCockpit__VFunc_22_00405950	RTTI_VTABLE_ANCHOR	true	7	2	true	0	b07842547456467eaab12b4a2969946832a238a8cf340803030e15894bb562f3
0x00405960	0x004059e0	HYP__SharedCockpitIface__GetField110	RTTI_VTABLE_ANCHOR	true	7	2	true	0	b07842547456467eaab12b4a2969946832a238a8cf340803030e15894bb562f3
0x00405970	0x004059f0	CDXCockpit__scalar_deleting_dtor	RTTI_VTABLE_ANCHOR	true	32	11	false	4	a4284d7048388722363491cd93758810e80dc90a4580bc1797fd018f371e738e
0x00405990	0x00405a10	CDXCockpit__dtor_base_thunk	BRACKETED_CONSTANT_DELTA	true	5	1	false	1	e8ebd827d1f36d7cfa5e5220610aa6370284d1589989363f48ac40166362d449
0x004059a0	0x00405a20	CCylinder__VFunc_01_004059a0	RTTI_VTABLE_ANCHOR	true	32	14	true	0	960387ff28b5244e2d126214dbb8a9d77b9fa08069c5100bcd7003d07a5d3a62
0x004059c0	0x00405a40	SharedVFunc__Return2_004059c0	RTTI_VTABLE_ANCHOR	true	6	2	true	0	fc9727eae305b45d1df8a58191610014e9104fa57b472dca0dbbded60cb84d82
0x004059d0	0x00405a50	CGeneralVolume__VFunc_0_004059d0	RTTI_VTABLE_ANCHOR	true	34	12	false	5	a94d49bdb8b064e57564e82fb6ec0e3b6096d7c6f4b5189db42db85c1b6c4844
0x00405a00	0x00405a80	CMCMech__VFunc_13_00405a00	RTTI_VTABLE_ANCHOR	true	6	2	true	0	fc9727eae305b45d1df8a58191610014e9104fa57b472dca0dbbded60cb84d82
0x00405a10	0x00479a10	CMCMech__dtor_base_thunk	CORRESPONDING_DIRECT_TRANSFER	true	5	1	false	3	e8ebd827d1f36d7cfa5e5220610aa6370284d1589989363f48ac40166362d449
0x00405a20	0x00405a90	CRadarWarningReceiver__scalar_deleting_dtor	RTTI_VTABLE_ANCHOR	true	32	11	false	6	a4284d7048388722363491cd93758810e80dc90a4580bc1797fd018f371e738e
0x00405a40	0x00405ab0	HYP__CBattleEngine__dtor_base	BRACKETED_CONSTANT_DELTA	true	822	253	false	64	15d8c24eb14c4316d120216012e18d527c12ca403f879cf08e9dfbd8697c85f1
0x00405d80	0x00405df0	CParticleManager__RemoveOwnerLinkFromGlobalList_Thunk	BRACKETED_CONSTANT_DELTA	true	5	1	false	2	e8ebd827d1f36d7cfa5e5220610aa6370284d1589989363f48ac40166362d449
0x00405d90	0x00405e00	CUnit__ReturnField130PackedConst_00405d90	RTTI_VTABLE_ANCHOR	true	32	11	true	0	ae53369b5ae5018ff8fdf4b5314883c1c5c0d5f234f989eeef635c9bd6a27afa
0x00405db0	0x00405e20	SharedVFunc__NoOpRet8_00405db0	RTTI_VTABLE_ANCHOR	true	3	1	true	0	b6cbececf1b07e74f37d57710c68c31f0b92cb08d51093252b321b07542e177b
0x00405dc0	0x00405e30	CUnit__ReturnFloat005d858c_00405dc0	RTTI_VTABLE_ANCHOR	true	7	2	false	1	ee43de7e2764d551eda94e7adc8b24c27ea34c74f7bd1334213299e3490ded98
