sourcePath	sourceLine	functionVa	functionName	pushLineAt	pushPathAt	pairingMode	interveningInstructions	consumerAt	consumerVa	consumerName
C:\dev\ONSLAUGHT2\CPhysicsScriptStatements.h	1563	0x00431170	CPhysicsComponentValueList__LoadFromMemBuffer	0x004311E6	0x004311EB	ADJACENT	0	0x004311F9	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\CPhysicsScriptStatements.h	1713	0x004314A0	CFeatureStatement__LoadFromMemBuffer	0x0043155C	0x00431561	ADJACENT	0	0x0043156F	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\CPhysicsScriptStatements.h	1713	0x004315C0	CPhysicsFeatureValueList__LoadFromMemBuffer	0x00431636	0x0043163B	ADJACENT	0	0x00431649	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\CPhysicsScriptStatements.h	1859	0x004318F0	CHazardStatement__LoadFromMemBuffer	0x004319AC	0x004319B1	ADJACENT	0	0x004319BF	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\CPhysicsScriptStatements.h	1859	0x00431A10	CPhysicsHazardValueList__LoadFromMemBuffer	0x00431A86	0x00431A8B	ADJACENT	0	0x00431A99	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\CPhysicsScriptStatements.h	1989	0x0042F2B0	CUnitStatement__LoadFromMemBuffer	0x0042F2D1	0x0042F2D6	ADJACENT	0	0x0042F2E4	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\CPhysicsScriptStatements.h	2110	0x0042F780	CWeaponStatement__LoadFromMemBuffer	0x0042F7A1	0x0042F7A6	ADJACENT	0	0x0042F7B4	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\CPhysicsScriptStatements.h	2231	0x0042FCA0	CWeaponModeStatement__LoadFromMemBuffer	0x0042FCC1	0x0042FCC6	ADJACENT	0	0x0042FCD4	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\CPhysicsScriptStatements.h	2352	0x00430210	CRoundStatement__LoadFromMemBuffer	0x00430231	0x00430236	ADJACENT	0	0x00430244	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\CPhysicsScriptStatements.h	2473	0x004306E0	CSpawnerStatement__LoadFromMemBuffer	0x00430701	0x00430706	ADJACENT	0	0x00430714	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\CPhysicsScriptStatements.h	2593	0x00430B60	CExplosionStatement__LoadFromMemBuffer	0x00430B81	0x00430B86	ADJACENT	0	0x00430B94	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\CPhysicsScriptStatements.h	2714	0x00431050	CComponentStatement__LoadFromMemBuffer	0x00431071	0x00431076	ADJACENT	0	0x00431084	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\CPhysicsScriptStatements.h	2836	0x004314A0	CFeatureStatement__LoadFromMemBuffer	0x004314C1	0x004314C6	ADJACENT	0	0x004314D4	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\CPhysicsScriptStatements.h	2958	0x004318F0	CHazardStatement__LoadFromMemBuffer	0x00431911	0x00431916	ADJACENT	0	0x00431924	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Cutscene.cpp	203	0x0043ED80	CCutscene__Load	0x0043EDF8	0x0043EE00	STACK_STABLE_GAP	1	0x0043EE14	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Cutscene.cpp	203	0x005D1FF0	Unwind@005d1ff0	0x005D1FF0	0x005D1FF5	ADJACENT	0	0x005D2003	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\Cutscene.cpp	307	0x0043F210	CCutscene__AddAnimation	0x0043F214	0x0043F21B	STACK_STABLE_GAP	1	0x0043F22C	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Cutscene.cpp	491	0x0043F510	CCutscene__InitAnimations	0x0043F5B4	0x0043F5BC	STACK_STABLE_GAP	1	0x0043F5C9	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Cutscene.cpp	501	0x0043F510	CCutscene__InitAnimations	0x0043F5F1	0x0043F5F6	ADJACENT	0	0x0043F607	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Cutscene.cpp	549	0x0043F690	CCutscene__Update	0x0043F714	0x0043F719	ADJACENT	0	0x0043F72A	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Cutscene.cpp	549	0x005D2020	Unwind@005d2020	0x005D2020	0x005D2025	ADJACENT	0	0x005D2033	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\damage.cpp	22	0x00440B90	CDamage__Init	0x00440B9E	0x00440BA0	ADJACENT	0	0x00440BAE	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\damage.cpp	78	0x00440C70	CDamage__LoadDamageTexture	0x00440D09	0x00440D0B	ADJACENT	0	0x00440D22	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\damage.cpp	117	0x00441000	CDamage__CreateTextureBuffer	0x00441045	0x00441047	ADJACENT	0	0x0044105E	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\damage.cpp	198	0x00441000	CDamage__CreateTextureBuffer	0x00441004	0x0044100B	STACK_STABLE_GAP	1	0x00441019	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DestructableSegmentsController.cpp	388	0x00444660	CDestructableSegmentsController__Init	0x004446BA	0x004446BF	ADJACENT	0	0x004446DD	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DestructableSegmentsController.cpp	424	0x00444660	CDestructableSegmentsController__Init	0x004447AA	0x004447AF	ADJACENT	0	0x004447BD	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DestructableSegmentsController.cpp	424	0x005D2170	Unwind@005d2170	0x005D2170	0x005D2175	ADJACENT	0	0x005D2180	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DestructableSegmentsController.cpp	483	0x004449C0	CDestructableSegmentsController__CreateSegment	0x004449F1	0x004449F7	STACK_STABLE_GAP	1	0x00444A08	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DestructableSegmentsController.cpp	483	0x005D21E0	Unwind@005d21e0	0x005D21E0	0x005D21E5	ADJACENT	0	0x005D21F0	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DestructableSegmentsController.cpp	488	0x004449C0	CDestructableSegmentsController__CreateSegment	0x00444A56	0x00444A5B	ADJACENT	0	0x00444A69	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DestructableSegmentsController.cpp	488	0x005D21F9	Unwind@005d21f9	0x005D21F9	0x005D21FE	ADJACENT	0	0x005D2209	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DestructableSegmentsController.cpp	493	0x004449C0	CDestructableSegmentsController__CreateSegment	0x00444ACD	0x00444AD2	ADJACENT	0	0x00444AE0	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DestructableSegmentsController.cpp	493	0x005D2212	Unwind@005d2212	0x005D2212	0x005D2217	ADJACENT	0	0x005D2222	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DestructableSegmentsController.cpp	498	0x004449C0	CDestructableSegmentsController__CreateSegment	0x00444B3B	0x00444B40	ADJACENT	0	0x00444B4E	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DestructableSegmentsController.cpp	498	0x005D222B	Unwind@005d222b	0x005D222B	0x005D2230	ADJACENT	0	0x005D223B	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DiveBomber.cpp	18	0x00445250	CDiveBomber__VFunc_9_00445250	0x00445275	0x00445277	ADJACENT	0	0x00445285	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DiveBomber.cpp	18	0x005D2250	Unwind@005d2250	0x005D2250	0x005D2252	ADJACENT	0	0x005D225D	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DiveBomber.cpp	19	0x00445250	CDiveBomber__VFunc_9_00445250	0x004452B9	0x004452BB	ADJACENT	0	0x004452D7	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DiveBomber.cpp	19	0x005D2266	Unwind@005d2266	0x005D2266	0x005D2268	ADJACENT	0	0x005D2273	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\Dropship.cpp	44	0x00446D70	CDropship__Init	0x00446E6B	0x00446E6D	ADJACENT	0	0x00446E7B	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Dropship.cpp	44	0x005D22E0	Unwind@005d22e0	0x005D22E0	0x005D22E2	ADJACENT	0	0x005D22ED	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\Dropship.cpp	45	0x00446D70	CDropship__Init	0x00446EAB	0x00446EAD	ADJACENT	0	0x00446EC6	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Dropship.cpp	45	0x005D22F6	Unwind@005d22f6	0x005D22F6	0x005D22F8	ADJACENT	0	0x005D2303	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\Dropship.cpp	46	0x00446D70	CDropship__Init	0x00446EEF	0x00446EF1	ADJACENT	0	0x00446F0D	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Dropship.cpp	46	0x005D230C	Unwind@005d230c	0x005D230C	0x005D230E	ADJACENT	0	0x005D2319	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\Dropship.cpp	55	0x00446D70	CDropship__Init	0x00446FAA	0x00446FAC	ADJACENT	0	0x00446FBA	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Dropship.cpp	55	0x005D2322	Unwind@005d2322	0x005D2322	0x005D2324	ADJACENT	0	0x005D232F	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXBattleLine.cpp	112	0x0053A050	CDXBattleLine__Constructor	0x0053A06D	0x0053A073	STACK_STABLE_GAP	1	0x0053A08A	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXBattleLine.cpp	112	0x005D7630	Unwind@005d7630	0x005D7630	0x005D7632	ADJACENT	0	0x005D763D	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXBattleLine.cpp	132	0x0053A150	CDXBattleLine__LoadTextures	0x0053A188	0x0053A18D	ADJACENT	0	0x0053A196	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXBattleLine.cpp	132	0x005D7650	Unwind@005d7650	0x005D7650	0x005D7655	ADJACENT	0	0x005D7660	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXBattleLine.cpp	151	0x0053A150	CDXBattleLine__LoadTextures	0x0053A20E	0x0053A213	ADJACENT	0	0x0053A21F	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXBattleLine.cpp	151	0x005D7669	Unwind@005d7669	0x005D7669	0x005D766E	ADJACENT	0	0x005D7679	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXBattleLine.cpp	325	0x0053A5E0	CDXBattleLine__BuildMesh	0x0053A690	0x0053A695	ADJACENT	0	0x0053A6D8	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXBattleLine.cpp	325	0x005D7690	Unwind@005d7690	0x005D7690	0x005D7695	ADJACENT	0	0x005D76A3	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXBattleLine.cpp	353	0x0053A5E0	CDXBattleLine__BuildMesh	0x0053A7DA	0x0053A7DF	ADJACENT	0	0x0053A7ED	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXBattleLine.cpp	353	0x005D76AC	Unwind@005d76ac	0x005D76AC	0x005D76B1	ADJACENT	0	0x005D76BC	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXBattleLine.cpp	357	0x0053A5E0	CDXBattleLine__BuildMesh	0x0053A829	0x0053A82E	ADJACENT	0	0x0053A845	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXBattleLine.cpp	368	0x0053A5E0	CDXBattleLine__BuildMesh	0x0053A878	0x0053A87D	ADJACENT	0	0x0053A88B	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXBattleLine.cpp	368	0x005D76C5	Unwind@005d76c5	0x005D76C5	0x005D76CA	ADJACENT	0	0x005D76D5	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXClouds.cpp	31	0x0053B900	CClouds__Constructor	0x0053B951	0x0053B953	ADJACENT	0	0x0053B95C	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXClouds.cpp	31	0x005D76F8	Unwind@005d76f8	0x005D76F8	0x005D76FA	ADJACENT	0	0x005D7705	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXCompass.cpp	67	0x0053BE40	CDXCompass__Init	0x0053BE5B	0x0053BE5F	STACK_STABLE_GAP	1	0x0053BE71	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXCompass.cpp	67	0x005D7720	Unwind@005d7720	0x005D7720	0x005D7722	ADJACENT	0	0x005D772D	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXCompass.cpp	91	0x0053BE40	CDXCompass__Init	0x0053BF77	0x0053BF79	ADJACENT	0	0x0053BF8A	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXCompass.cpp	91	0x005D7736	Unwind@005d7736	0x005D7736	0x005D7738	ADJACENT	0	0x005D7743	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXCompass.cpp	92	0x0053BE40	CDXCompass__Init	0x0053BFAA	0x0053BFAC	ADJACENT	0	0x0053BFCB	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXCompass.cpp	92	0x005D774C	Unwind@005d774c	0x005D774C	0x005D774E	ADJACENT	0	0x005D7759	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXCompass.cpp	98	0x0053BE40	CDXCompass__Init	0x0053C067	0x0053C069	ADJACENT	0	0x0053C077	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXCompass.cpp	98	0x005D7762	Unwind@005d7762	0x005D7762	0x005D7764	ADJACENT	0	0x005D776F	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXCompass.cpp	104	0x0053BE40	CDXCompass__Init	0x0053C103	0x0053C105	ADJACENT	0	0x0053C113	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXCompass.cpp	104	0x005D7778	Unwind@005d7778	0x005D7778	0x005D777A	ADJACENT	0	0x005D7785	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXFMV.CPP	53	0x0053F190	CDXFMV__VFunc_11_0053f190	0x0053F217	0x0053F219	ADJACENT	0	0x0053F22A	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXFMV.CPP	53	0x005D7800	Unwind@005d7800	0x005D7800	0x005D7802	ADJACENT	0	0x005D7810	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXFont.cpp	264	0x0053FB00	CDXFont__CreateGDIFont	0x0053FBA9	0x0053FBAE	ADJACENT	0	0x0053FBBF	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXFont.cpp	264	0x005D7830	Unwind@005d7830	0x005D7830	0x005D7835	ADJACENT	0	0x005D7843	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXFrontEndVideo.cpp	256	0x00541430	CDXFrontEndVideo__InitVideo	0x005414E8	0x005414ED	ADJACENT	0	0x005414FB	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXFrontEndVideo.cpp	256	0x005D78B0	Unwind@005d78b0	0x005D78B0	0x005D78B5	ADJACENT	0	0x005D78C0	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXImposter.cpp	1857	0x00543D90	CDXImposter__Deserialize	0x00543E4C	0x00543E51	ADJACENT	0	0x00543E5F	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXImposter.cpp	1857	0x005D78E0	Unwind@005d78e0	0x005D78E0	0x005D78E5	ADJACENT	0	0x005D78F0	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXImposter.cpp	1858	0x00543D90	CDXImposter__Deserialize	0x00543E82	0x00543E87	ADJACENT	0	0x00543EA1	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXImposter.cpp	1858	0x005D78F9	Unwind@005d78f9	0x005D78F9	0x005D78FE	ADJACENT	0	0x005D7909	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXImposter.cpp	2019	0x00543F50	CDXImposter__Create	0x00543F54	0x00543F59	ADJACENT	0	0x00543F67	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXImposter.cpp	2055	0x00543F50	CDXImposter__Create	0x00543FF4	0x00543FF9	ADJACENT	0	0x00544004	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXKempyCube.cpp	82	0x005440A0	CDXEngine__InitKempyCubeTexturesAndVertexBuffer	0x00544109	0x0054410B	ADJACENT	0	0x00544119	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXKempyCube.cpp	82	0x005D7920	Unwind@005d7920	0x005D7920	0x005D7922	ADJACENT	0	0x005D792D	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXLandscape.cpp	95	0x005447E0	CDXLandscape__CreateMipLevels	0x00544800	0x00544802	ADJACENT	0	0x00544820	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXLandscape.cpp	95	0x005D7940	Unwind@005d7940	0x005D7940	0x005D7942	ADJACENT	0	0x005D794D	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXLandscape.cpp	109	0x005447E0	CDXLandscape__CreateMipLevels	0x00544893	0x00544895	ADJACENT	0	0x005448AC	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXLandscape.cpp	109	0x005D7956	Unwind@005d7956	0x005D7956	0x005D7958	ADJACENT	0	0x005D7963	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXLandscape.cpp	115	0x005447E0	CDXLandscape__CreateMipLevels	0x0054493F	0x00544941	ADJACENT	0	0x00544952	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXLandscape.cpp	169	0x00544AF0	CDXLandscape__Init	0x00544B6A	0x00544B6F	ADJACENT	0	0x00544B7D	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXLandscape.cpp	169	0x005D79C0	Unwind@005d79c0	0x005D79C0	0x005D79C5	ADJACENT	0	0x005D79D0	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXLandscape.cpp	174	0x00544AF0	CDXLandscape__Init	0x00544BB3	0x00544BB8	ADJACENT	0	0x00544BC6	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXLandscape.cpp	174	0x005D79D9	Unwind@005d79d9	0x005D79D9	0x005D79DE	ADJACENT	0	0x005D79E9	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXLandscape.cpp	179	0x00544AF0	CDXLandscape__Init	0x00544C04	0x00544C09	ADJACENT	0	0x00544C17	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXLandscape.cpp	179	0x005D79F2	Unwind@005d79f2	0x005D79F2	0x005D79F7	ADJACENT	0	0x005D7A02	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXLandscape.cpp	434	0x00545070	CDXLandscape__Reset	0x005450D0	0x005450D5	ADJACENT	0	0x005450E3	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXLandscape.cpp	434	0x005D7A20	Unwind@005d7a20	0x005D7A20	0x005D7A25	ADJACENT	0	0x005D7A30	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXLandscape.cpp	443	0x00545070	CDXLandscape__Reset	0x00545146	0x0054514B	ADJACENT	0	0x00545159	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXLandscape.cpp	443	0x005D7A39	Unwind@005d7a39	0x005D7A39	0x005D7A3E	ADJACENT	0	0x005D7A49	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXLandscape.h	170	0x005447E0	CDXLandscape__CreateMipLevels	0x00544908	0x0054490D	ADJACENT	0	0x0054491F	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXMemBuffer.cpp	227	0x00547DC0	CDXMemBuffer__OpenWrite	0x00547DD0	0x00547DD7	STACK_STABLE_GAP	1	0x00547DE7	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXMemBuffer.cpp	287	0x00547EC0	CDXMemBuffer__InitFromFile	0x00547EF6	0x00547EFB	ADJACENT	0	0x00547F02	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXMeshVB.cpp	81	0x0054C0A0	CDXMeshVB__BuildStaticVB	0x0054C0E3	0x0054C0E5	ADJACENT	0	0x0054C0F9	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXMeshVB.cpp	82	0x0054C0A0	CDXMeshVB__BuildStaticVB	0x0054C112	0x0054C114	ADJACENT	0	0x0054C128	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXMeshVB.cpp	132	0x0054C0A0	CDXMeshVB__BuildStaticVB	0x0054C233	0x0054C238	ADJACENT	0	0x0054C246	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXMeshVB.cpp	186	0x0054C0A0	CDXMeshVB__BuildStaticVB	0x0054C3CD	0x0054C3D2	ADJACENT	0	0x0054C3DF	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXMeshVB.cpp	425	0x0054C920	CDXMeshVB__BuildSkeletalVB	0x0054C949	0x0054C94E	ADJACENT	0	0x0054C97A	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXMeshVB.cpp	426	0x0054C920	CDXMeshVB__BuildSkeletalVB	0x0054C991	0x0054C996	ADJACENT	0	0x0054C9AA	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXMeshVB.cpp	427	0x0054C920	CDXMeshVB__BuildSkeletalVB	0x0054C9B3	0x0054C9B8	ADJACENT	0	0x0054C9C8	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXMeshVB.cpp	472	0x0054C920	CDXMeshVB__BuildSkeletalVB	0x0054CABE	0x0054CAC3	ADJACENT	0	0x0054CAD1	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXMeshVB.cpp	534	0x0054C920	CDXMeshVB__BuildSkeletalVB	0x0054CC7F	0x0054CC84	ADJACENT	0	0x0054CC91	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXMeshVB.cpp	1742	0x0054E160	CDXMeshVB__Load	0x0054E21C	0x0054E221	ADJACENT	0	0x0054E230	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXMeshVB.cpp	1756	0x0054E160	CDXMeshVB__Load	0x0054E273	0x0054E278	ADJACENT	0	0x0054E286	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXPalletizer.cpp	22	0x0054E500	DXPalletizer__InsertColor	0x0054E595	0x0054E597	ADJACENT	0	0x0054E5AC	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXPalletizer.cpp	238	0x0054E9D0	DXPalletizer__Palletize	0x0054E9DA	0x0054E9E1	STACK_STABLE_GAP	1	0x0054E9F3	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXPalletizer.cpp	244	0x0054E9D0	DXPalletizer__Palletize	0x0054EA54	0x0054EA59	ADJACENT	0	0x0054EA6D	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXPalletizer.cpp	310	0x0054E9D0	DXPalletizer__Palletize	0x0054EBDA	0x0054EBDF	ADJACENT	0	0x0054EBEC	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXPalletizer.cpp	327	0x0054E9D0	DXPalletizer__Palletize	0x0054EC18	0x0054EC23	STACK_STABLE_GAP	2	0x0054EC30	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXParticleTexture.cpp	81	0x0054FBC0	DXParticleTexture__GetOrCreate	0x0054FC06	0x0054FC08	ADJACENT	0	0x0054FC19	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXPatchManager.cpp	17	0x00550430	CDXPatchManager__Init	0x00550477	0x00550479	ADJACENT	0	0x00550495	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXPatchManager.cpp	17	0x00550430	CDXPatchManager__Init	0x005504F2	0x005504F4	ADJACENT	0	0x00550510	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXPatchManager.cpp	17	0x00550430	CDXPatchManager__Init	0x00550575	0x0055057D	STACK_STABLE_GAP	2	0x00550593	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXPatchManager.cpp	17	0x005D7B80	Unwind@005d7b80	0x005D7B80	0x005D7B82	ADJACENT	0	0x005D7B8D	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXPatchManager.cpp	17	0x005D7B96	Unwind@005d7b96	0x005D7B96	0x005D7B98	ADJACENT	0	0x005D7BA3	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXPatchManager.cpp	17	0x005D7BAC	Unwind@005d7bac	0x005D7BAC	0x005D7BAE	ADJACENT	0	0x005D7BB9	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\DXPatchManager.cpp	84	0x00550430	CDXPatchManager__Init	0x00550449	0x0055044D	STACK_STABLE_GAP	1	0x0055045B	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXPatchManager.cpp	91	0x00550430	CDXPatchManager__Init	0x005505EF	0x005505F1	ADJACENT	0	0x00550602	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\DXPatchManager.cpp	91	0x005D7BC2	Unwind@005d7bc2	0x005D7BC2	0x005D7BC4	ADJACENT	0	0x005D7BCF	0x00449D40	OID__FreeObject_Callback
