retail_va	demo_va	current_name	body_bytes	ghidra_instruction_rows	fresh_instructions_per_build	folded_wait_rows	raw_diff_instructions	raw_diff_bytes	normalized_diff_instructions	retail_raw_sha256	demo_raw_sha256	normalized_sha256	x87_instruction_count	x87_mnemonic_sha256	inbound_corresponding_transfers	cross_build_result
0x0055dccd	0x0055e36d	CRT__Acos	174	48	49	1	6	12	0	e463f0c1d4c485c396e47d94068839003b64d4841186aca1157de756198d5047	9b1756e874c2ff36b41cbd89391febdc741fb9c5bb233edf7b80dabf1fb6ee7c	58e6fbedfeb2f308022fe4bcc855dce5facd390b5f3133b6b0fe1ce947426124	14	845a557f8934e46e7065ffa86135f82dadf229cd8ed7c743eca88328c4e19e6b	1	NORMALIZED_IDENTICAL_GAPLESS_WAIT_AWARE
0x0055e128	0x0055e7c8	__ftol	39	15	16	1	0	0	0	d0a2aca68648a0ae9d5cbfae1b276d4a64d4f797fc0c60f28b64096cdfa3148c	d0a2aca68648a0ae9d5cbfae1b276d4a64d4f797fc0c60f28b64096cdfa3148c	ab41ad888338e039c876c76958eca77e1a92c8c5a1666627fc4ab74d96289bb3	6	9b6a7be12fd32a2b7558a0ebfdeeedb6c900e02f86fa42ebfbf1eeb443efd891	11	NORMALIZED_IDENTICAL_GAPLESS_WAIT_AWARE
0x0055f39d	0x0055fa3d	CRT__AcosCoreWithFpuGuards	174	50	51	1	5	10	0	83ba1c96e2bcd7a2c017bae3a998b12c317bcf6ec0870300a2c3134671d34d1b	27ab5002d6b16d0506641a898bde08c8d4f869c0cc48e01d1e9f3f88d3f8a9fc	ed74685d940b497f1ca3c91911ac2620492f3e532aa4d30d1dfb00805c26507f	15	6cf24422ffad9c453698ea24b8cf6345d66514649f2e2bf78151108419d0a8d3	1	NORMALIZED_IDENTICAL_GAPLESS_WAIT_AWARE
0x0055fa62	0x00560102	CRT__PowCoreWithFpuGuards	467	125	127	2	7	14	0	13facd86b315632afca3f3f5690f33b64f7aee7e861c4827aa41190101ec348f	186ae2e45c1538fb03eba2f44418937a2290cb3205e7c81907ee51f7454714ec	56060bc302dc576428379358c80e8bd37f38038cfd7bbf0f7beb0cf405bb82e2	25	6d39a77800f0da2f55504d33acb8fe2301ce4f64f8e25b7cc4a630780c9a43f7	1	NORMALIZED_IDENTICAL_GAPLESS_WAIT_AWARE
0x00562c59	0x005632ec	CRT__FpuStatusWordToInt_00562c59	14	7	8	1	0	0	0	ec1ff5a2a5c9e9472dafb0f5a1cb5f92b04e34be30aff6826b9fac202c50f0ba	ec1ff5a2a5c9e9472dafb0f5a1cb5f92b04e34be30aff6826b9fac202c50f0ba	547aebc6afb4eaba398272276e5f83a0dcb283f5007979b254e158212c436e19	2	45eee16c0329f059015553b288542f97dba287d6c627fa7e195a04237ee99ac5	1	NORMALIZED_IDENTICAL_GAPLESS_WAIT_AWARE
0x00562c76	0x00563309	CRT__GetFpuControlWord	35	15	16	1	0	0	0	84749c64e12c57ce2a4dec7bdb50573ab3dd9f851b65e73be2fba62d0cfec3b2	84749c64e12c57ce2a4dec7bdb50573ab3dd9f851b65e73be2fba62d0cfec3b2	6b3bda4dbfcc2fbc6686408feb7d007104c1ac8e1d7c23648cf5423815656efc	3	ddab85dc0aeeb94678a934807b523d7b957f1e3352eb5b5d7c48547d463f5a17	11	NORMALIZED_IDENTICAL_GAPLESS_WAIT_AWARE
0x00562c99	0x0056332c	CRT__ReturnVoid	86	36	38	2	3	6	0	73a6bd30d9a07dbfa266683094ce0025ebf553a7651defc79d8a96656261ebc9	735df921eec84358375ed5fceecbfb6371ffe473017ee4a67f3fec1d610dcc2a	be0019406e73d3ace97d5a90981f089ef5537c6157ee2feb1c5c1b5c142fa41f	21	03f0ce534228fde2a6107eb4660d209cc7d8de0f3a228b623938ab4966ea86c5	5	NORMALIZED_IDENTICAL_GAPLESS_WAIT_AWARE
0x00563a10	0x00564520	__cintrindisp2	62	19	20	1	2	4	0	31d3983c7b2f3e3ef263239e7da91fb8e14419c98833e0a99337342870fc3c08	3130dd19ba9a6052bb4c0f4ffa9caa7f8adb71b9f2969b8ef757d6e23c7750ca	8473d7e96ba637f719d365f20894b656b63b5d97be54a4458873d7739f0a57ad	7	ff6163e56f844f228f48e9a01b782402d18679e37386837c8d683e91256ec513	1	NORMALIZED_IDENTICAL_GAPLESS_WAIT_AWARE
0x00569449	0x00569b19	CRT__ControlFp	53	24	25	1	0	0	0	2a0b18660fd0afee522ea1b3514e12d3c8c86309534c43ad0f32821e23cd0174	2a0b18660fd0afee522ea1b3514e12d3c8c86309534c43ad0f32821e23cd0174	58c0cd0d0b8bee97bd71b3ca04fcf1b5cacc670b2a3376bee4362b92b8c84d2b	3	ddab85dc0aeeb94678a934807b523d7b957f1e3352eb5b5d7c48547d463f5a17	1	NORMALIZED_IDENTICAL_GAPLESS_WAIT_AWARE
