retail_va	demo_va	current_name	round	corresponding_transfer_count	caller_retail_vas	caller_transfer_offsets	body_normalized_equal	body_bytes	body_ranges	ghidra_instruction_rows	fresh_instructions_per_build	folded_wait_rows	raw_diff_bytes	normalized_sha256	comparison_note
0x0055fc35	0x005602d5	CRT__IsFloat10Integral_0055fc35	1	2	0x0055fa62|0x0055fa62	0x156|0x1b0	true	40	1	19	21	2	2	c534832e052803ac1fbd29cf4cac82011b591748df533829c09dbe5d4cee203c	NORMALIZED_IDENTICAL_GAPLESS_GHIDRA_UNION
0x005613c7	0x00561a67	__trandisp2	1	1	0x00563a10	0x1b	true	140	1	43	45	2	2	d287f42ecf1f9c0261ee5adb01feafe28c0967c0974cc98a1304f266e0dbacf2	NORMALIZED_IDENTICAL_GAPLESS_GHIDRA_UNION
0x0056163b	0x00561cdb	__math_exit	1	2	0x0055dccd|0x0055f39d	0x41|0x43	true	42	1	15	16	1	0	65fd33ee15f2e89d4aaa70e9dfa3d047f139f74edd51de4bd99e43b35853a1ce	NORMALIZED_IDENTICAL_GAPLESS_GHIDRA_UNION
0x00561679	0x00561d19	CRT__HandleFpuExceptionForMathOp	1	1	0x0055fa62	0x73	true	163	1	54	57	3	6	14f4d9c7aeddd8c1915279d3d58f507284a0d1c7028885c5d7d016ec5196f0dd	NORMALIZED_IDENTICAL_GAPLESS_GHIDRA_UNION
0x00563ada	0x005645ea	CRT__FpuIntDispatch2_Handle	1	1	0x00563a10	0x27	true	305	1	91	94	3	10	19d0611afdb82789e364b8117687622541a506fb86a1befbc283785b40d471f9	NORMALIZED_IDENTICAL_GAPLESS_GHIDRA_UNION
0x0056e8aa	0x005667a7	CRT__StrNLen	1	3	0x00565ee0|0x0056e62d|0x0056e62d	0x81|0x7e|0x95	true	43	1	20	20	0	0	be69309727609da8743f5a87a1cafc2d5ba2a8eee690e1fd5a11a3174ef705ba	NORMALIZED_IDENTICAL_GAPLESS_GHIDRA_UNION
