retail_va	demo_va	current_name	name_source	semantic_owner	semantic_owner_basis	owner_classes	placement_count	retail_body_min	retail_body_max	retail_body_ranges	retail_body_bytes	retail_instruction_bytes	retail_noninstruction_body_bytes	retail_instruction_count	demo_compared_window_bytes	demo_decoded_instruction_bytes	demo_instruction_count	full_demo_decode	shape_difference_count	normalized_diff_instruction_count	normalized_diff_byte_count	raw_diff_instruction_count	raw_diff_byte_count	exact_zero_normalized	retail_instruction_stream_raw_sha256	demo_instruction_stream_raw_sha256	retail_instruction_stream_normalized_sha256	demo_instruction_stream_normalized_sha256	retail_body_digest_ghidra
0x00427d50	0x00427d40	CComponent__CreateSubComponent2	USER_DEFINED	CComponent	validated-name-prefix	CComponent|CGillMHead	2	0x00427d50	0x00427dca	1	123	123	0	39	123	123	39	true	0	0	0	6	10	true	aef00e5c8f39a6a84f86e9ea6e9cd6734ceec8cfb069fe5d0fed72d630af454f	be512df3007328445da1828065178fd3abf34344b955408089fd10095a8e63eb	f407d4226354e60ec7459546ffc264831145e2a2bc294f029aef1dfcd7030d53	f407d4226354e60ec7459546ffc264831145e2a2bc294f029aef1dfcd7030d53	99e32a09045086010d820ec9b7150ab7857752ba91267321bc285ed3ca541100
0x00427dd0	0x00427dc0	CComponent__CreateWeaponComponent	USER_DEFINED	CComponent	validated-name-prefix	CComponent	1	0x00427dd0	0x00427f86	1	439	439	0	126	439	439	126	true	0	0	0	26	48	true	3ef798aff4ad9d986c7d5b424637c557f0487d0c5620f88b1675cf904d9c0b08	f85537e95cb91fb72bb8468dc5806d733269ab2b36e22b9a89c151ab8570d26c	477760fc12c56fda353c410ce3dc63ccaa2826d5a54b8ade722adb9d32363f25	477760fc12c56fda353c410ce3dc63ccaa2826d5a54b8ade722adb9d32363f25	4c59e7cef21da6ed5b4a46730b27154f3e3b03e0b382d3a95ca293b8e7f8ff4b
0x00427f90	0x00427f80	CComponentBomberAI__scalar_deleting_dtor	USER_DEFINED	CComponentBomberAI	validated-name-prefix	CComponentBomberAI	1	0x00427f90	0x00427faf	1	32	32	0	11	32	32	11	true	0	0	0	2	4	true	ced6812055f5a50adb6ddf9aee3c556b45b8759aacf3903aa3e911b6b7d83422	a7276677b1991f9abb160de6c09e7af86a49a35fe836201c201b4ab8d951371a	a4284d7048388722363491cd93758810e80dc90a4580bc1797fd018f371e738e	a4284d7048388722363491cd93758810e80dc90a4580bc1797fd018f371e738e	cba70a1874654e691c41eeb946cdb3fdf23a6db877d607a24ee8d7cdf8604e94
0x00428050	0x00428040	CFenrirMainGunAI__scalar_deleting_dtor	USER_DEFINED	CFenrirMainGunAI	validated-name-prefix	CFenrirMainGunAI	1	0x00428050	0x0042806f	1	32	32	0	11	32	32	11	true	0	0	0	2	4	true	b7148a78ea4c0ea668cc9fb550a43b68bc220d353730466d10cd86ec09a48f23	8fdf7f6b1242b1006440764cacb1cdc4a64460674bbccefc3c35c506901dc1da	a4284d7048388722363491cd93758810e80dc90a4580bc1797fd018f371e738e	a4284d7048388722363491cd93758810e80dc90a4580bc1797fd018f371e738e	641a69abc04a315f9a12511d99f7c0a5538708e10ff791a0b22e33d2410cbe15
0x00428110	0x00428100	CComponent__UpdateActivationStateAndSpawnPickup	USER_DEFINED	CComponent	validated-name-prefix	CComponent|CGillMHead	2	0x00428110	0x004284eb	1	988	988	0	291	988	988	291	true	0	0	0	32	52	true	de1e34330d228ea2e9a718d5af05d519975f736886a338e6c4a574fb71a1225e	d2bd2873990d7120433e84433805f65194134814a6bf96aa95094c4afb43786c	812218cd7dbda354029ed5ba7b7080bc6d621967273dd6458e9242e57d3f70e7	812218cd7dbda354029ed5ba7b7080bc6d621967273dd6458e9242e57d3f70e7	fb2ced4f193cb7f003a670faf544331ae2131c8f4fae88070f65147bbe725cc1
0x004284f0	0x004284e0	CComponent__ReturnNegativeAtanField40Field50	USER_DEFINED	CComponent	validated-name-prefix	CComponent|CGillMHead|CTentacle	3	0x004284f0	0x004284fa	1	11	11	0	5	11	11	5	true	0	0	0	0	0	true	2ce30bc15ea6a14892a4dbd3aefa0d42e46c6200a2fe6056be5dcc2df6d439a2	2ce30bc15ea6a14892a4dbd3aefa0d42e46c6200a2fe6056be5dcc2df6d439a2	0304c88c04d1b7a9e98b699dc251c61b0bd0b7dc72bd93ad5ba40d37946bd541	0304c88c04d1b7a9e98b699dc251c61b0bd0b7dc72bd93ad5ba40d37946bd541	1dded83265e4f451f605805a09172f43c25dd621018f22547526eba3f601ba9d
0x00428710	0x00428700	CComponent__GetRenderPosFromActorOrCache	USER_DEFINED	CComponent	validated-name-prefix	CComponent|CGillMHead|CTentacle	3	0x00428710	0x00428767	1	88	88	0	32	88	88	32	true	0	0	0	1	1	true	320af17682af20a5b521daac919127815f26b849cedddecb3ec6f1ee8c535b5b	7103e7ec2c335cc2e5828b1e3d33986f7d9ce77c169c37015f8a5ca7db1190a1	fc69b9fe3968309d13424ad28bb1b71bb79e372da642af892f9e4caa478a58f6	fc69b9fe3968309d13424ad28bb1b71bb79e372da642af892f9e4caa478a58f6	6fb51c7972af6487bc6435eab4c9361f0ca1cb4ad9390178005df34680b22530
0x00428770	0x00428760	CComponent__GetRenderOrientationFromActorOrCache	USER_DEFINED	CComponent	validated-name-prefix	CComponent|CGillMHead|CTentacle	3	0x00428770	0x004287b9	1	74	74	0	27	74	74	27	true	0	0	0	1	1	true	7a2c1e7535597c770b446b12d25662612f5021037ea1f20f39fa66a4c2090ff7	e1f6bacb8a102bab8adb7e07121670dec44b347d93315744c9fd7695182de2ab	91bc75759f67af08861c14efe9334b97b8fa7c637eb7dc2f86dd4695897c0f56	91bc75759f67af08861c14efe9334b97b8fa7c637eb7dc2f86dd4695897c0f56	be5dfa1f6833fd1394f63cece7cc02e21d5d7a84ef4f6bb093e8e8f3c8bd2982
0x004287c0	0x004287b0	CComponent__CopyField26cSlot6cOrField7cVector	USER_DEFINED	CComponent	validated-name-prefix	CComponent|CGillMHead|CTentacle	3	0x004287c0	0x004287ff	1	64	64	0	25	64	64	25	true	0	0	0	0	0	true	dd66cccfb5b52a0df8a90bae4a142843727d6739face4759cfb00fbfbcdc8941	dd66cccfb5b52a0df8a90bae4a142843727d6739face4759cfb00fbfbcdc8941	7c46d853d4f8d7a53cbbe86e7a6f614d7663c70d814971a7e23891da4bd1ee4f	7c46d853d4f8d7a53cbbe86e7a6f614d7663c70d814971a7e23891da4bd1ee4f	f20d2257c83371bc818abfc1b50669864e283de99daa4d670c14d176487fc61f
0x00428800	0x004287f0	CComponent__HandleTriggerEventAndMoveToOffset	USER_DEFINED	CComponent	validated-name-prefix	CComponent|CGillMHead	2	0x00428800	0x004289a5	1	422	422	0	125	422	422	125	true	0	0	0	16	21	true	0e2f7950513b98d3c8f02bb3c4ba428ef15718b7527cced1e0c35090923df309	3b3823efb3734f2b377a879a6cae1bacc911470ade5866862e2d8995fe6ce3d2	b300c7069a0200682b4a613bfb42862258a599709949461a4134e62d6d335e59	b300c7069a0200682b4a613bfb42862258a599709949461a4134e62d6d335e59	cf974f8a53c14d4ef03480ee6e2224e6d5b366eb9dab928573bde2f2a04e0214
0x004289b0	0x004289a0	CComponent__AdvanceActivationAnimationState	USER_DEFINED	CComponent	validated-name-prefix	CComponent|CTentacle	2	0x004289b0	0x00428b44	1	405	405	0	146	405	405	146	true	0	0	0	22	41	true	4fc444a5a2d80fdb0b27ba1d6b79e84303a1aaeca81025384c4d51e47ebec909	81cae148d24a07098a60f29cee26f31395f157cdcc9e2638c19d0f8641fdc032	829fbe0e1c4b3175d2dadd317dd252cbe9a8678d3d1f5ecdcf5dacf6d3362499	829fbe0e1c4b3175d2dadd317dd252cbe9a8678d3d1f5ecdcf5dacf6d3362499	7b735020ca298112614a1e911645b351c2abbc95c9775c347b429997b675d98c
0x00428be0	0x00428bd0	CComponent__MaybeSmoothVectorTowardTarget	USER_DEFINED	CComponent	validated-name-prefix	CComponent|CGillMHead|CTentacle	3	0x00428be0	0x00428c29	1	74	74	0	30	74	74	30	true	0	0	0	1	2	true	59ce5c6ee36a95849e796b22ba8858c88a1d72938f203bd613bf5d09459dba3d	62567e783663a98bd2ee08ea065f81d74b0c56acff2e45945121825de2fbec46	b97764054ce4ce1d310293be9dc5b9056827277202a063d99fb13f75a3897599	b97764054ce4ce1d310293be9dc5b9056827277202a063d99fb13f75a3897599	1324d121cd0978710b1ce30d854e2b5cb18561ffce2499ba2b293b043640c7cb
0x00428c30	0x00428c20	CComponent__ReturnFloat005d9434	USER_DEFINED	CComponent	validated-name-prefix	CComponent|CGillMHead|CTentacle	3	0x00428c30	0x00428c36	1	7	7	0	2	7	7	2	true	0	0	0	1	1	true	1df7cb2a42af090abb275dffb06bee28412a113343377ac74569b706090574df	a398317d71c6e3f2ceabaf7ed4c31cbec63b757f8cdd848ffaa0c2a7ec140994	ee43de7e2764d551eda94e7adc8b24c27ea34c74f7bd1334213299e3490ded98	ee43de7e2764d551eda94e7adc8b24c27ea34c74f7bd1334213299e3490ded98	caf0a8349e2310b9b5ee388a374d2973099548ee4760b73cbff3e61c30b379ca
0x00428c40	0x00428c30	CComponent__ReturnFloat005d8cb0	USER_DEFINED	CComponent	validated-name-prefix	CComponent|CGillMHead|CTentacle	3	0x00428c40	0x00428c46	1	7	7	0	2	7	7	2	true	0	0	0	1	1	true	841ea82075df08460e02d83ca9ffffa7eb8924488833a8b8f4a740ec2abe2ac5	477dba287117f446bf5cd97611c7b92382021edb1354c600c6c7e885abf86c1c	ee43de7e2764d551eda94e7adc8b24c27ea34c74f7bd1334213299e3490ded98	ee43de7e2764d551eda94e7adc8b24c27ea34c74f7bd1334213299e3490ded98	8e609b703c5813c09828465fb3a0581eb513b33b84c840cfe626920a3af2952a
0x00428c50	0x00428c40	CComponent__ReturnField164_198Present	USER_DEFINED	CComponent	validated-name-prefix	CComponent|CGillMHead|CTentacle	3	0x00428c50	0x00428c65	1	22	22	0	7	22	22	7	true	0	0	0	0	0	true	c9fdb3fcd5355b6b2bed58dd5d01ff7565e050451175e120b93cf2f3ced1410f	c9fdb3fcd5355b6b2bed58dd5d01ff7565e050451175e120b93cf2f3ced1410f	9df90b3c51a694d1d255c6b60f1e0f247380a523609b92b8592acb135956497c	9df90b3c51a694d1d255c6b60f1e0f247380a523609b92b8592acb135956497c	3eccc9851c065012fe479038a59e953297866509e8252ca0b01d65226cb61d85
0x00428c70	0x00428c60	CComponent__RunSharedStepAndMaybeTriggerFlag4Action	USER_DEFINED	CComponent	validated-name-prefix	CComponent|CGillMHead|CTentacle	3	0x00428c70	0x00428c86	1	23	23	0	10	23	23	10	true	0	0	0	1	1	true	5982bb5b9bae5f7f4dd2ab19b5ad55a104944d79e0da3641346fc9ea32a0fdd3	94ef0c51dcd14ba859a8f7fa025efae9097b86227a43c4f4637e0779d031393e	9e4a48b23ae12ab8f40ff26220084383fff093cd97e65841944aac111a40e82e	9e4a48b23ae12ab8f40ff26220084383fff093cd97e65841944aac111a40e82e	1c81a40a32e96c27ae5c34eeff1de06259b933820589aaecb767c0de5c9e5e99
0x00428c90	0x00428c80	CComponent__CanDeployWhenField264Null	USER_DEFINED	CComponent	validated-name-prefix	CComponent|CGillMHead|CTentacle	3	0x00428c90	0x00428ca1	1	18	18	0	6	18	18	6	true	0	0	0	1	2	true	e5ae9236df5dbce45aa471cf996384ff9a41caeab48d72abd4f0c2d2d49f7efa	5b1c985de2dc328b76e6b6a4b615dfd6720ccf7877e4e14603f26673c9c9fa91	ed3804a7aefe2529e41ebdaa552f2db467d7b786d121d81d2e1be567c983ec4d	ed3804a7aefe2529e41ebdaa552f2db467d7b786d121d81d2e1be567c983ec4d	a299d06b183fd921270718fc63b7bf09fdbe62ba1797c5f2d58b6139fcab148f
0x00428cf0	0x00428ce0	CComponent__ForwardCommandToActiveReaderThenAccumulateScore	USER_DEFINED	CComponent	validated-name-prefix	CComponent|CGillMHead|CTentacle	3	0x00428cf0	0x00428d27	1	56	56	0	20	56	56	20	true	0	0	0	1	1	true	ef6407ad8a57116323c6bced16098eaa177e31d905bfe69efd79ae853dc04e5c	eb5a11d3ae0e77f134f72458679fa647caa060621e84866c9424306a61d3976c	7626dd4073c75d997a36adb41c87206ff661882eb9a6b974513dc929532686b8	7626dd4073c75d997a36adb41c87206ff661882eb9a6b974513dc929532686b8	a1793ac46d0b5ab02668f50a193c2aad59e39f93fd3339d7e8a510b09be1430d
0x00428d30	0x00428d20	CComponent__CopyVector1cToOut	USER_DEFINED	CComponent	validated-name-prefix	CComponent|CGillMHead	2	0x00428d30	0x00428d4f	1	32	32	0	11	32	32	11	true	0	0	0	0	0	true	5614173e17cf0579aad6e326ed0395ad3371af7858e1ebe1e297ea349052f71b	5614173e17cf0579aad6e326ed0395ad3371af7858e1ebe1e297ea349052f71b	dd0de38cac0a835ce0f47be39f6242c6d72285ab725a5c44f2d597953e9375ad	dd0de38cac0a835ce0f47be39f6242c6d72285ab725a5c44f2d597953e9375ad	ffb0ae404ee10e9156a49e1d46db63a642ef93010c627f8696fbf3ce5148c746
0x00428d50	0x00428d40	CComponent__PlayActivateAnimationOrFinalizeActivated	USER_DEFINED	CComponent	validated-name-prefix	CComponent|CGillMHead	2	0x00428d50	0x00428d8f	1	64	64	0	23	64	64	23	true	0	0	0	3	4	true	61397fefa12858c63e8626595e65c88a34ba050cca796d827be077c61ba90cb1	228e71ea4f6b0da54681ebe6d4d464ba37cf89ef2d3c1517294b97fa4f453cf5	2be3d010b3ccc372364d332e19c33a4582f2b931a166f6f04985933b107cbb30	2be3d010b3ccc372364d332e19c33a4582f2b931a166f6f04985933b107cbb30	737fbd2478df9b693f564e9682efb60a644ef7bd88583018cf24cbf6a7459396
0x00428e80	0x00428e70	CComponentAI__ClearReaderIfTargetDestroyedThenForward	USER_DEFINED	shared:CComponentBomberAI|CFenrirMainGunAI	placement-class-set	CComponentBomberAI|CFenrirMainGunAI	2	0x00428e80	0x00428ea2	1	35	35	0	15	35	35	15	true	0	0	0	1	1	true	8400867c4985f478cd4b8bda8aabe28ba895a985506a39c9a997de17cad0d8ac	09de87af83cf0193b5bed5014f0e7d72f603398d8a22e2997d5f358c6c2de18e	2cbd232e6c5ad9c073e805d06091e088b1740b0e8c0d7617ad56ae7b49283370	2cbd232e6c5ad9c073e805d06091e088b1740b0e8c0d7617ad56ae7b49283370	0a6254af234a52c0ef32fe090e08fa7fe6323fac7af716a9dd83a46d5d355381
0x00428eb0	0x00428ea0	CComponentBomberAI__VFunc_11_00428eb0	USER_DEFINED	CComponentBomberAI	validated-name-prefix	CComponentBomberAI	1	0x00428eb0	0x0042917f	1	720	720	0	228	720	720	228	true	0	0	0	16	25	true	1774b4b4f5abc9392f2d14081daa2277ad300f419dd917d091e523aaf9283f6d	8b5678958f3ca9e3d2a6c2d6daeaed763b6aaa155761f956876ed665d1367e83	c1096b0bc43226cdd54324ef3240fff8e1a59ae8fdd28878c917686f84f67e3a	c1096b0bc43226cdd54324ef3240fff8e1a59ae8fdd28878c917686f84f67e3a	2ac20f09b30ae5acd26359f183837217ed49f669e21cdc6799ff5821fc243af1
0x00429270	0x00429260	CComponentGuide__UpdateHeadingTowardTargetClamped	USER_DEFINED	CComponentGuide	validated-name-prefix	CComponentGuide	1	0x00429270	0x004294a6	1	567	567	0	165	567	567	165	true	0	0	0	18	19	true	f49e4a5e1ba61f984975243085cdaa2523f2ada933283e5b8d2529264fa1759b	b3041675196c7919a4b215206ee7739351b36950fbfd2f1797d3cfdad3902591	b342c90bb405b0281876c5948564637021a281dff20b76cc4c718846f5424830	b342c90bb405b0281876c5948564637021a281dff20b76cc4c718846f5424830	6ddd24f0cb54a851495fc519f8178578e21aa5de5b547719831d5c47b3bd1ce0
0x00429e30	0x00429e20	CConsoleRootMenu__GetName	USER_DEFINED	CConsoleRootMenu	validated-name-prefix	CConsoleRootMenu	1	0x00429e30	0x00429e5a	1	43	43	0	19	43	43	19	true	0	0	0	1	2	true	4281312e13eeba63477d7c49cec379879839e31390b1fdb8279dfee0fb78c4c6	7b93928eaa48bc4bf8ffc6f4add6e15706e98e91cae795f7f3f900e06dd9400b	2ddeff1ba5c857fe9f3f481c9fddd7106969fc8ea8cb7df4a6bc65813e532af1	2ddeff1ba5c857fe9f3f481c9fddd7106969fc8ea8cb7df4a6bc65813e532af1	cac5544cdddb1d958a8c80488013d724f51e171ddca427067334bcb224009dc5
0x00429e60	0x00429e50	CConsoleRootMenu__GetEntry	USER_DEFINED	CConsoleRootMenu	validated-name-prefix	CConsoleRootMenu	1	0x00429e60	0x00429e8a	1	43	43	0	19	43	43	19	true	0	0	0	1	2	true	440223bced72b651f0246f775317b819ac941c8bb6b21676c75777cef540817f	1dbe3d40a176cd13815b745889150c66b65e87fb9be55c7d4a1750e9a9771884	2ddeff1ba5c857fe9f3f481c9fddd7106969fc8ea8cb7df4a6bc65813e532af1	2ddeff1ba5c857fe9f3f481c9fddd7106969fc8ea8cb7df4a6bc65813e532af1	648d3bd93df079b068f99d613a29f3d850ac27472ca0246b0719a8c42a474e56
0x00429e90	0x00429e80	CConsoleCommandMenu__GetName	USER_DEFINED	CConsoleCommandMenu	validated-name-prefix	CConsoleCommandMenu	1	0x00429e90	0x00429eba	1	43	43	0	19	43	43	19	true	0	0	0	1	2	true	7ee1396d5836bca856d45ea14b91824ffe5c3209aac975cfd9e22d04c21af271	ad2158f0d68ffaeab9d47e45aa8f5fccab2f8b04bbae6d965728ddea4aa9d9e6	2ddeff1ba5c857fe9f3f481c9fddd7106969fc8ea8cb7df4a6bc65813e532af1	2ddeff1ba5c857fe9f3f481c9fddd7106969fc8ea8cb7df4a6bc65813e532af1	d8cb3ac990ee9b09127ec959d247efab1008d7b0c8687298b455eea2c03b0e04
0x00429ec0	0x00429eb0	CConsoleVariableMenu__VFunc_0_00429ec0	USER_DEFINED	CConsoleVariableMenu	validated-name-prefix	CConsoleVariableMenu	1	0x00429ec0	0x00429eea	1	43	43	0	19	43	43	19	true	0	0	0	1	2	true	f8a6ae646662cbd1c5e2f7dfe039a8d2a613325bd39bb06471b429a775ca81c8	e7f2de0a552b3b93b0fafff74898dc72eb180596e4adfe5347fec5d2e61b9259	2ddeff1ba5c857fe9f3f481c9fddd7106969fc8ea8cb7df4a6bc65813e532af1	2ddeff1ba5c857fe9f3f481c9fddd7106969fc8ea8cb7df4a6bc65813e532af1	4ba764b3f8b4d1c00f241c256cc02fffcaba778802e3a565ac68584f6cc35b43
0x0042c440	0x0042c430	CConsoleMenu__LinkChildAtHead	USER_DEFINED	CConsoleMenu	validated-name-prefix	CConsoleCommandMenu|CConsoleMenu|CConsoleRootMenu|CConsoleVariableMenu|CMusicMenu|CSoundManagerDebugMenu|CVertexShaderMenu	7	0x0042c440	0x0042c455	1	22	22	0	7	22	22	7	true	0	0	0	0	0	true	c962c50c160998f0f76d1a48c921c44df78249b167687836092d110d13a211bb	c962c50c160998f0f76d1a48c921c44df78249b167687836092d110d13a211bb	290aad3143fa7f69fec726ed7c5c3b654f15750dfe8412eddf96277d7ed9b148	290aad3143fa7f69fec726ed7c5c3b654f15750dfe8412eddf96277d7ed9b148	0f9ea357ce12c3c1a2d9c4a2efc422e3d5e5c84d7c444e3aaa18aefc3f75d8db
0x0042c460	0x0042c450	CConsoleMenu__UnlinkChild	USER_DEFINED	CConsoleMenu	validated-name-prefix	CConsoleCommandMenu|CConsoleMenu|CConsoleRootMenu|CConsoleVariableMenu|CMusicMenu|CSoundManagerDebugMenu|CVertexShaderMenu	7	0x0042c460	0x0042c4a5	1	70	70	0	24	70	70	24	true	0	0	0	4	8	true	3cfefd734b5516243aaab1d84d1ef2973b0352d98a41c66e9dda0bbeafb2343a	8e9f96db23ed9bdb1fdcf7711c70c25b48e20711285bf4d53a09a773fcabd766	fbd1ee094ea96411685ce1123a54e4cbb6dbf85d6c6a00267227dae4a1364ab4	fbd1ee094ea96411685ce1123a54e4cbb6dbf85d6c6a00267227dae4a1364ab4	b5af370a97e8d3b2c812200d9e761f2465c5222efd4d34bea1538d6c8d828be1
0x0042c4b0	0x0042c4a0	CConsoleCommandMenu__GetNumEntries	USER_DEFINED	CConsoleCommandMenu	validated-name-prefix	CConsoleCommandMenu	1	0x0042c4b0	0x0042c4c7	1	24	24	0	9	24	24	9	true	0	0	0	1	2	true	552b1f27085b1faf48bdd36fff206ae8a2f8e995fb1f4b7c07100343f6a55a89	d6181e6598c715b6816a6c81025dd79f1b9af63255144dff4a5af05c4cd15a67	fff4fd999f638c645489a54f9a1896a07373a630ee5c38025cbeb13f21e07a5e	fff4fd999f638c645489a54f9a1896a07373a630ee5c38025cbeb13f21e07a5e	d5ed2d43b2fbc594091acad4e52ad5a90e3dd623fec51661236a7a58ee6abd85
0x0042c4d0	0x0042c4c0	CConsoleCommandMenu__GetEntry	USER_DEFINED	CConsoleCommandMenu	validated-name-prefix	CConsoleCommandMenu	1	0x0042c4d0	0x0042c520	1	81	81	0	28	81	81	28	true	0	0	0	5	10	true	4b583193bbccd8f578a3ee119f197a4703cea5b3d152faccf05adae7f156e6f0	5df7dad48ceca7a883946da0c89d0929aa8f2a35098282ca822d79083d6971c4	c7e6cb98f7a12612ba3e8a23176e23262981f57726c8b97bce4f77808ea1e835	c7e6cb98f7a12612ba3e8a23176e23262981f57726c8b97bce4f77808ea1e835	7f389d889bae8fa90a86b6a5233d817827e012e5acb9bbc61d944f895d6117c4
0x0042c530	0x0042c520	CConsoleCommandMenu__OnClick	USER_DEFINED	CConsoleCommandMenu	validated-name-prefix	CConsoleCommandMenu	1	0x0042c530	0x0042c5d9	1	170	170	0	53	170	170	53	true	0	0	0	12	22	true	6df88b73354cfb9e95304740d9c8bd26e13be28caf46973b572ffdf975814d3f	4557552d39bdc8aa6af125016933f6ea2a4cfa5952924c18a4be5e7b415db9f7	f536dd2d3b7d5facb339fab61dd02ec1222fa270d75ad4da8d4821d6d7ee3abb	f536dd2d3b7d5facb339fab61dd02ec1222fa270d75ad4da8d4821d6d7ee3abb	fed747d134e61503fd00298e0f8396ed88e585d0f91b26044aac09eb798d03ff
0x0042c5e0	0x0042c5d0	CConsoleVariableMenu__GetNumEntries	USER_DEFINED	CConsoleVariableMenu	validated-name-prefix	CConsoleVariableMenu	1	0x0042c5e0	0x0042c5f7	1	24	24	0	9	24	24	9	true	0	0	0	1	2	true	6264c3587d1faaa9a6b9efec599af45eafb7d671bca3492f1714576a237fd828	14a1cf4c57da9acbfed82e38d59dc726f9926aebec780688ba119dc83dbe59d6	fff4fd999f638c645489a54f9a1896a07373a630ee5c38025cbeb13f21e07a5e	fff4fd999f638c645489a54f9a1896a07373a630ee5c38025cbeb13f21e07a5e	a1a9834f5cc62c12f1a1600bcf7f5695347084b910db6db44069247fb1b722c0
0x0042c600	0x0042c5f0	CConsoleVariableMenu__GetEntry	USER_DEFINED	CConsoleVariableMenu	validated-name-prefix	CConsoleVariableMenu	1	0x0042c600	0x0042c69f	1	160	160	0	48	160	160	48	true	0	0	0	7	14	true	8298ce12f7f258228101cb9d0e1e21e72e2769e5791ec6ba5410f35655054402	f28478d250b6ec5ffa5e2efd19b76619a73411d2a173f84631dab4098ee2629e	04326b1f1325c42ee60eb2d0933b487f3b878780573f8eed58758a00ad6585d6	04326b1f1325c42ee60eb2d0933b487f3b878780573f8eed58758a00ad6585d6	4935ef9388f391603d9bf75b19cff23aaf98e6c50440b0a46f10a90828c55022
0x0042c6a0	0x0042c690	CConsoleVariableMenu__OnClick	USER_DEFINED	CConsoleVariableMenu	validated-name-prefix	CConsoleVariableMenu	1	0x0042c6a0	0x0042c749	1	170	170	0	53	170	170	53	true	0	0	0	12	23	true	f843d7c16ec99b31be8576bc3dee7f81cdf5d11297a66c898e143e682cbe45fe	3daab0d66cc99bb83687c164eaffd09139071371c0a79fe1277e4b9d918f1837	f536dd2d3b7d5facb339fab61dd02ec1222fa270d75ad4da8d4821d6d7ee3abb	f536dd2d3b7d5facb339fab61dd02ec1222fa270d75ad4da8d4821d6d7ee3abb	bb18e801fe909286e1e48e904c27b296fa35c73c25e334d68ecef09e37b14f8b
0x0042d780	0x0042d770	HYP__CController__scalar_deleting_dtor	USER_DEFINED	CController	validated-name-prefix	CController	1	0x0042d780	0x0042d79f	1	32	32	0	11	32	32	11	true	0	0	0	2	4	true	5531ec157625e5a35c0a6936d4947636b156adf636ee17fcd8e876d5c23486e8	cd8d8b93291e64868b40d343e0d3ec9ced6e914eb2eeb18331ecde085a4c0e62	a4284d7048388722363491cd93758810e80dc90a4580bc1797fd018f371e738e	a4284d7048388722363491cd93758810e80dc90a4580bc1797fd018f371e738e	6c0c68c612b6a01e0e3a6d93ba4586d9006ef779e80fc03bc2521a4882a371c6
0x0042d9d0	0x0042d9c0	HYP__CController__Flush	USER_DEFINED	CController	validated-name-prefix	CController|CPCController	2	0x0042d9d0	0x0042d9f1	1	34	34	0	12	34	34	12	true	0	0	0	0	0	true	42d297b653c0498310647fcb2c61ff5e9fc83d88b449f2f7213638bda9bb2d4c	42d297b653c0498310647fcb2c61ff5e9fc83d88b449f2f7213638bda9bb2d4c	df7adf5a0a3ad7897edba523c2404036d464e5f2ad6da84bd90f3a3116973c1a	df7adf5a0a3ad7897edba523c2404036d464e5f2ad6da84bd90f3a3116973c1a	29f23eeb78488dbc682dcaa106dd5d8e49635ee82b9f3054a452cb4955fc60a9
0x0042db40	0x0042db30	HYP__CController__DoMappings	USER_DEFINED	CController	validated-name-prefix	CController|CPCController	2	0x0042db40	0x0042e33d	1	2046	2046	0	601	2046	2046	601	true	0	0	0	65	111	true	8cfb80c5ac0296f0e0943bce60a2532c2fef4eb3cef966b4eaefd11467cb4e0f	fa7f0fdf5bfdff6ded13e0ea9ed50a7182a604eded1d4582815637b310c8538e	118f8f2d8f1098adffe0e9aeb4ee16af907f86e088be7277cccb378814c6d1ec	118f8f2d8f1098adffe0e9aeb4ee16af907f86e088be7277cccb378814c6d1ec	b42656a73efbd6884fb9124ec6f9f277ceed85204e974cb6f00072b9b1a5ea50
0x0042ede0	0x0042edd0	CUnitStatement__CreateUnitAndRecurse	USER_DEFINED	CUnitStatement	validated-name-prefix	CUnitStatement	1	0x0042ede0	0x0042ee8b	1	172	172	0	74	172	172	74	true	0	0	0	3	6	true	5638da15a1b338e0a1664aef3b1dd22b7ea7f8a2f56490552459b1ab4bcbc478	6e330729f360d0bb4ccd317eeb1767c740c0c04d0dfc759969600a8097df4b06	69b88df536c8bc6113039ce9481fa9f7063495bc8849c47967c0743451eda504	69b88df536c8bc6113039ce9481fa9f7063495bc8849c47967c0743451eda504	a55d0f55be2c164933041b9920fbbe01740bf4af290283e7f7368578f3222e9b
0x0042f230	0x0042f210	CUnitStatement__GetSerializedSize	USER_DEFINED	CUnitStatement	validated-name-prefix	CUnitStatement	1	0x0042f230	0x0042f27b	1	76	76	0	32	76	76	32	true	0	0	0	0	0	true	2e8b03faa9f9b8f8e0e9a5cde130f4477f2a7a511c4db5d29cf36eced373d175	2e8b03faa9f9b8f8e0e9a5cde130f4477f2a7a511c4db5d29cf36eced373d175	a464bf49dd1daecdfb80ae7f3a6e00bb64681ec268fd3dac34c3db46225461d8	a464bf49dd1daecdfb80ae7f3a6e00bb64681ec268fd3dac34c3db46225461d8	c0090ff93de2bb14b8e0d2ad985cfb6770d0e6d450ce04ee96593a80fab4bded
