# Ghidra function-name table -- address -> current saved symbol
# Purpose : the resolution authority for tools/re_function_doc_names_check.py.
#           It is a name index, not a database and not a disassembly.
# Derived : live maintainer Ghidra project (C:\Users\david\Ghidra\Projects), exported headless by
#           tools/ExportFullFunctionInventory.java on 2026-07-27 17:49 local, after
#           the 580-creation / AIF / DPI mutation waves, the 533-name vtable naming
#           wave, and both destructor demotions (0x0048c300, 0x005386d0).
# Specimen: BEA.exe MD5 3b456964020070efe696d2cc09464a55,
#           SHA-256 74154bfae14ddc8ecb87a0766f5bc381c7b7f1ab334ed7a753040eda1e1e7750
# Source  : local-lab/re-ledger/naming-wave-2026-07-27/inv-LIVE2-functions.tsv
#           sha256 2f9d352eaec3005d1827660f86403d25e45b67158eeba1b98363565a30811228
#           (gitignored; this file is the promoted 4-column projection of it)
# Reproduced: an independent export of the same database (inv-LIVE1-functions.tsv)
#           agrees with it on all 7555 names, 0 differences.
# DATED PROJECTION: reverse-engineering/ghidra/ was promoted from the 8,125-function
#           live project on 2026-08-09. This 7,555-row table remains the historical
#           2026-07-27 name index used by its owning documentation check; it is no
#           longer a current database projection.
# Columns : address, name, bodyMin, bodyMax (hex). 67 functions have
#           non-contiguous bodies, so bodyMin..bodyMax over-covers for those;
#           6 of the 7555 spans overlap their predecessor.
# text_range: 0x00401000-0x005d7fff
address	name	bodyMin	bodyMax
0x0042f510	CUnitStatement__dtor	0x0042f510	0x0042f560
0x0042f570	CPhysicsScriptStatement__dtor	0x0042f570	0x0042f576
0x0042f580	CPhysicsScriptStatement__scalar_deleting_dtor	0x0042f580	0x0042f5a1
0x0042f5b0	CWeaponStatement__CreateWeaponAndRecurse	0x0042f5b0	0x0042f5e2
0x0042f5f0	WeaponDefinition__CreateAndRegisterByName	0x0042f5f0	0x0042f6f0
0x0042f700	CWeaponStatement__GetSerializedSize	0x0042f700	0x0042f74b
0x0042f750	CPhysicsWeaponValueList__GetSerializedSize	0x0042f750	0x0042f77c
0x0042f780	CWeaponStatement__LoadFromMemBuffer	0x0042f780	0x0042f89c
0x0042f8a0	CPhysicsWeaponValueList__LoadFromMemBuffer	0x0042f8a0	0x0042f97c
0x0042f980	CPhysicsWeaponValueList__scalar_deleting_dtor	0x0042f980	0x0042f9ba
0x0042f9c0	CWeaponStatement__scalar_deleting_dtor	0x0042f9c0	0x0042f9df
0x0042f9e0	CWeaponStatement__dtor	0x0042f9e0	0x0042fa30
0x0042fa40	CWeaponModeStatement__CreateWeaponModeAndRecurse	0x0042fa40	0x0042fa72
0x0042fa80	CWeaponModeStatement__Create	0x0042fa80	0x0042fc1f
0x0042fc20	CWeaponModeStatement__GetSerializedSize	0x0042fc20	0x0042fc6b
0x0042fc70	CPhysicsWeaponModeValueList__GetSerializedSize	0x0042fc70	0x0042fc9c
0x0042fca0	CWeaponModeStatement__LoadFromMemBuffer	0x0042fca0	0x0042fdbc
0x0042fdc0	CPhysicsWeaponModeValueList__LoadFromMemBuffer	0x0042fdc0	0x0042fe9c
0x0042fea0	CPhysicsWeaponModeValueList__scalar_deleting_dtor	0x0042fea0	0x0042feda
0x0042fee0	CWeaponModeStatement__scalar_deleting_dtor	0x0042fee0	0x0042feff
0x0042ff00	CWeaponModeStatement__dtor	0x0042ff00	0x0042ff50
0x0042ff60	CRoundStatement__CreateRoundAndRecurse	0x0042ff60	0x0042ff92
0x0042ffa0	CRoundData__CreateAndRegisterByName	0x0042ffa0	0x00430184
0x00430190	CRoundStatement__GetSerializedSize	0x00430190	0x004301da
0x004301e0	CPhysicsRoundValueList__GetSerializedSize	0x004301e0	0x0043020b
0x00430210	CRoundStatement__LoadFromMemBuffer	0x00430210	0x0043032c
0x00430330	CPhysicsRoundValueList__LoadFromMemBuffer	0x00430330	0x0043040c
0x00430410	CPhysicsRoundValueList__scalar_deleting_dtor	0x00430410	0x0043044a
0x00430450	CRoundStatement__scalar_deleting_dtor	0x00430450	0x0043046f
0x00430470	CRoundStatement__dtor	0x00430470	0x004304c0
0x004304d0	CSpawnerStatement__CreateSpawnerAndRecurse	0x004304d0	0x00430502
0x00430510	CSpawnerData__CreateAndRegisterByName	0x00430510	0x00430602
0x00430610	CSpawnerData__scalar_deleting_dtor	0x00430610	0x0043065b
0x00430660	CSpawnerStatement__GetSerializedSize	0x00430660	0x004306aa
0x004306b0	CPhysicsSpawnerValueList__GetSerializedSize	0x004306b0	0x004306db
0x004306e0	CSpawnerStatement__LoadFromMemBuffer	0x004306e0	0x004307fc
0x00430800	CPhysicsSpawnerValueList__LoadFromMemBuffer	0x00430800	0x004308dc
0x004308e0	CPhysicsSpawnerValueList__scalar_deleting_dtor	0x004308e0	0x0043091a
0x00430920	CSpawnerStatement__scalar_deleting_dtor	0x00430920	0x0043093f
0x00430940	CSpawnerStatement__dtor	0x00430940	0x00430990
0x004309a0	CExplosionStatement__CreateExplosionAndRecurse	0x004309a0	0x004309d2
0x004309e0	ExplosionDefinition__CreateAndRegisterByName	0x004309e0	0x00430add
0x00430ae0	CExplosionStatement__GetSerializedSize	0x00430ae0	0x00430b2a
0x00430b30	CPhysicsExplosionValueList__GetSerializedSize	0x00430b30	0x00430b5b
0x00430b60	CExplosionStatement__LoadFromMemBuffer	0x00430b60	0x00430c7c
0x00430c80	CPhysicsExplosionValueList__LoadFromMemBuffer	0x00430c80	0x00430d5c
0x00430d60	CPhysicsExplosionValueList__scalar_deleting_dtor	0x00430d60	0x00430d9a
0x00430da0	CExplosionStatement__scalar_deleting_dtor	0x00430da0	0x00430dbf
0x00430dc0	CExplosionStatement__dtor	0x00430dc0	0x00430e10
0x00430e20	CComponentStatement__CreateComponentAndRecurse	0x00430e20	0x00430e52
0x00430e60	CComponent__CreateAndRegisterByName	0x00430e60	0x00430f90
0x00430fa0	CStatementChain__InvokeVFunc04OnNodes	0x00430fa0	0x00430fc4
0x00430fd0	CComponentStatement__GetSerializedSize	0x00430fd0	0x0043101a
0x00431020	CPhysicsComponentValueList__GetSerializedSize	0x00431020	0x0043104b
0x00431050	CComponentStatement__LoadFromMemBuffer	0x00431050	0x0043116c
0x00431170	CPhysicsComponentValueList__LoadFromMemBuffer	0x00431170	0x0043124c
0x00431250	CPhysicsComponentValueList__scalar_deleting_dtor	0x00431250	0x0043128a
0x00431290	CComponentStatement__scalar_deleting_dtor	0x00431290	0x004312af
0x004312b0	CComponentStatement__dtor	0x004312b0	0x00431300
0x00431310	CFeatureStatement__CreateFeatureAndRecurse	0x00431310	0x00431342
0x00431350	CFeatureStatement__CreateAndRegisterByName	0x00431350	0x0043141f
0x00431420	CFeatureStatement__GetSerializedSize	0x00431420	0x0043146a
0x00431470	CPhysicsFeatureValueList__GetSerializedSize	0x00431470	0x0043149b
0x004314a0	CFeatureStatement__LoadFromMemBuffer	0x004314a0	0x004315bc
0x004315c0	CPhysicsFeatureValueList__LoadFromMemBuffer	0x004315c0	0x0043169c
0x004316a0	CPhysicsFeatureValueList__scalar_deleting_dtor	0x004316a0	0x004316da
0x004316e0	CFeatureStatement__scalar_deleting_dtor	0x004316e0	0x004316ff
0x00431700	CFeatureStatement__dtor	0x00431700	0x00431750
0x00431760	CHazardStatement__CreateHazardAndRecurse	0x00431760	0x00431792
0x004317a0	CHazardStatement__CreateAndRegisterByName	0x004317a0	0x0043186b
0x00431870	CHazardStatement__GetSerializedSize	0x00431870	0x004318ba
0x004318c0	CPhysicsHazardValueList__GetSerializedSize	0x004318c0	0x004318eb
0x004318f0	CHazardStatement__LoadFromMemBuffer	0x004318f0	0x00431a0c
0x00431a10	CPhysicsHazardValueList__LoadFromMemBuffer	0x00431a10	0x00431aec
0x00431af0	CPhysicsHazardValueList__scalar_deleting_dtor	0x00431af0	0x00431b2a
0x00431b30	CHazardStatement__scalar_deleting_dtor	0x00431b30	0x00431b4f
0x00431b50	CHazardStatement__dtor	0x00431b50	0x00431ba0
0x00431bb0	CPhysicsScriptStatements__CreateStatementType2	0x00431bb0	0x00432905
0x00432a20	CUnitAlligence__LoadFromMemBuffer	0x00432a20	0x00432a46
0x00432a50	CUnitAlligence__scalar_deleting_dtor	0x00432a50	0x00432a6f
0x00432a70	CUnitAlligence__dtor	0x00432a70	0x00432abd
0x00432ac0	CPhysicsUnitValue__base_vtable_scalar_deleting_dtor	0x00432ac0	0x00432ae1
0x00432af0	FUN_00432af0	0x00432af0	0x00432aff
0x00432b00	FUN_00432b00	0x00432b00	0x00432b0f
0x00432b10	CUnitTurretTurnRate__VFunc_1_00432b10	0x00432b10	0x00432b1f
0x00432b20	CUnitLife__VFunc_1_00432b20	0x00432b20	0x00432b2f
0x00432b30	CUnitIcon__VFunc_1_00432b30	0x00432b30	0x00432b3f
0x00432b40	CUnitAirShields__VFunc_1_00432b40	0x00432b40	0x00432b4f
0x00432b50	CUnitGroundShields__VFunc_1_00432b50	0x00432b50	0x00432b5f
0x00432b60	CUnitAirShieldRegeneration__VFunc_1_00432b60	0x00432b60	0x00432b6f
0x00432b70	CUnitGroundShieldRegeneration__VFunc_1_00432b70	0x00432b70	0x00432b7f
0x00432b80	CUnitHover__VFunc_1_00432b80	0x00432b80	0x00432bb7
0x00432bc0	CUnitThreat__VFunc_1_00432bc0	0x00432bc0	0x00432bcf
0x00432bd0	CUnitImportance__ApplyToUnitData	0x00432bd0	0x00432bdf
0x00432be0	CUnitMinAltitude__VFunc_1_00432be0	0x00432be0	0x00432bef
0x00432bf0	CUnitMaxTargetRange__VFunc_1_00432bf0	0x00432bf0	0x00432bff
0x00432c00	CUnitSoundMaterial__ApplyToUnitData	0x00432c00	0x00432c1d
0x00432c20	CUnitStealth__VFunc_1_00432c20	0x00432c20	0x00432c2f
0x00432c30	CUnitBodyMotion__VFunc_1_00432c30	0x00432c30	0x00432c3f
0x00432c40	CUnitLegSpeed__VFunc_1_00432c40	0x00432c40	0x00432c4f
0x00432c50	CUnitLegPlacementArea__VFunc_1_00432c50	0x00432c50	0x00432c5f
0x00432c60	CUnitStandingLegPlacementArea__ApplyToUnitData	0x00432c60	0x00432c6f
0x00432c70	CUnitMaxLegsLifted__ApplyToUnitData	0x00432c70	0x00432c8d
0x00432c90	CUnitAttackPriority__VFunc_1_00432c90	0x00432c90	0x00432ca3
0x00432cb0	CUnitBounceFactor__VFunc_1_00432cb0	0x00432cb0	0x00432cbf
0x00432cc0	CPhysicsUnitValue__dtor_base	0x00432cc0	0x00432cc6
0x00432cd0	CUnitParachute__VFunc_1_00432cd0	0x00432cd0	0x00432cdf
0x00432ce0	CUnitKnockTrees__VFunc_1_00432ce0	0x00432ce0	0x00432cef
0x00432cf0	CUnitDeploy__VFunc_1_00432cf0	0x00432cf0	0x00432d18
0x00432d20	CUnitDeployDamageMultiplier__VFunc_1_00432d20	0x00432d20	0x00432d2f
0x00432d30	CUnitRetreat__VFunc_1_00432d30	0x00432d30	0x00432d58
0x00432d60	CUnitBig__VFunc_1_00432d60	0x00432d60	0x00432d88
0x00432d90	CUnitIndiscriminate__VFunc_1_00432d90	0x00432d90	0x00432db8
0x00432dc0	CUnitShatter__VFunc_1_00432dc0	0x00432dc0	0x00432de8
0x00432df0	CUnitLockable__VFunc_1_00432df0	0x00432df0	0x00432e18
0x00432e20	CUnitSweeping__VFunc_1_00432e20	0x00432e20	0x00432e48
0x00432e50	CUnitIgnoreThreats__VFunc_1_00432e50	0x00432e50	0x00432e78
0x00432e80	CUnitAnimatedCollision__VFunc_1_00432e80	0x00432e80	0x00432ea8
0x00432eb0	CUnitWingman__VFunc_1_00432eb0	0x00432eb0	0x00432ed8
0x00432ee0	CUnitMultipleSpawn__VFunc_1_00432ee0	0x00432ee0	0x00432f08
0x00432f10	CUnitStrafeChange__ApplyToUnitData	0x00432f10	0x00432f1f
0x00432f20	CUnitMinThrusterHeight__VFunc_1_00432f20	0x00432f20	0x00432f2f
0x00432f30	CUnitMaxThrusterHeight__VFunc_1_00432f30	0x00432f30	0x00432f3f
0x00432f40	CUnitDetonationDelay__VFunc_1_00432f40	0x00432f40	0x00432f4f
0x00432f50	CUnitNavMap__ApplyToUnitData	0x00432f50	0x00432f68
0x00432f70	CUnitNavMap__LoadFromMemBuffer	0x00432f70	0x00432f96
0x00432fa0	CUnitNavMap__scalar_deleting_dtor	0x00432fa0	0x00432fbf
0x00432fc0	CUnitNavMap__dtor	0x00432fc0	0x0043300d
0x00433010	CUnitBehaviour__ApplyToUnitData	0x00433010	0x0043307a
0x004330b0	CUnitBehaviour__LoadFromMemBuffer	0x004330b0	0x004330d6
0x004330e0	CUnitBehaviour__scalar_deleting_dtor	0x004330e0	0x004330ff
0x00433100	CUnitBehaviour__dtor	0x00433100	0x0043314d
0x00433150	CUnitUse__ApplyToUnitData	0x00433150	0x0043316d
0x00433170	CComponentValue02__LoadFromMemBuffer	0x00433170	0x004331b7
0x004331c0	CUnitUseSpawner__VFunc_1_004331c0	0x004331c0	0x004331dd
0x004331e0	CComponentValue13__GetSerializedSize	0x004331e0	0x00433212
0x00433220	CComponentValue13__LoadFromMemBuffer	0x00433220	0x00433267
0x00433270	CUnitComponent__VFunc_1_00433270	0x00433270	0x00433283
0x00433290	CUnitComponent__VFunc_2_00433290	0x00433290	0x004332a9
0x004332b0	CUnitComponent__VFunc_3_004332b0	0x004332b0	0x004332de
0x004332e0	CUnitBasedOn__VFunc_1_004332e0	0x004332e0	0x00433383
0x00433390	CComponentBasedOn__CopyFrom	0x00433390	0x00433cd3
0x00433ce0	CUnitMesh__VFunc_1_00433ce0	0x00433ce0	0x00433d47
0x00433d50	CUnitExplosion__VFunc_1_00433d50	0x00433d50	0x00433d5f
0x00433d60	CUnitSmallExplosion__VFunc_1_00433d60	0x00433d60	0x00433d6f
0x00433d70	CUnitStompExplosion__VFunc_1_00433d70	0x00433d70	0x00433d7f
0x00433d80	CUnitActivationEffect__VFunc_1_00433d80	0x00433d80	0x00433ded
0x00433df0	CUnitNoise__VFunc_1_00433df0	0x00433df0	0x00433e5d
0x00433e60	CUnitSpawnNoise__VFunc_1_00433e60	0x00433e60	0x00433ecd
0x00433ed0	CUnitTrails__VFunc_1_00433ed0	0x00433ed0	0x00433f3d
0x00433f40	CUnitThrusters__VFunc_1_00433f40	0x00433f40	0x00433fad
0x00433fb0	CUnitSmoke__VFunc_1_00433fb0	0x00433fb0	0x0043401d
0x00434020	CUnitWaterWake__VFunc_1_00434020	0x00434020	0x0043408d
0x00434090	CUnitGroundWake__VFunc_1_00434090	0x00434090	0x004340fd
0x00434100	CPhysicsUnitValue__scalar_deleting_dtor	0x00434100	0x0043411f
0x00434120	FUN_00434120	0x00434120	0x0043418d
0x00434190	CUnitVent__VFunc_1_00434190	0x00434190	0x004341fd
0x00434200	CUnitAfterburner__VFunc_1_00434200	0x00434200	0x0043426d
0x00434270	CUnitShieldEffect__VFunc_1_00434270	0x00434270	0x004342d7
0x004342e0	CUnitBuildingNumber__VFunc_1_004342e0	0x004342e0	0x004342ef
0x004342f0	CUnitBuildingMeshType__VFunc_1_004342f0	0x004342f0	0x004342ff
0x00434300	CPhysicsScriptStatements__CreateStatementType3	0x00434300	0x004345d7
0x00434610	CWeaponChargeLevel__VFunc_1_00434610	0x00434610	0x0043474d
0x00434750	CWeaponChargeLevel__VFunc_2_00434750	0x00434750	0x00434768
0x00434770	CWeaponChargeLevel__LoadFromMemBuffer	0x00434770	0x0043479f
0x004347a0	CPhysicsWeaponValue__dtor_base	0x004347a0	0x004347a6
0x004347b0	CPhysicsWeaponValue__base_vtable_scalar_deleting_dtor	0x004347b0	0x004347d1
0x004347e0	CWeaponChargeRate__VFunc_1_004347e0	0x004347e0	0x0043486e
0x00434870	CWeaponAmmoStore__VFunc_1_00434870	0x00434870	0x0043492d
0x00434930	CWeaponConsumption__ApplyToWeaponByName	0x00434930	0x004349be
0x004349c0	CWeaponAdjustAim__VFunc_1_004349c0	0x004349c0	0x00434a75
0x00434a80	CPhysicsWeaponValue__scalar_deleting_dtor	0x00434a80	0x00434a9f
0x00434aa0	CWeaponSmart__VFunc_1_00434aa0	0x00434aa0	0x00434b55
0x00434b60	CPhysicsScriptValue__LoadScalarAt08FromMemBuffer	0x00434b60	0x00434b71
0x00434b80	CWeaponZoomMode__VFunc_1_00434b80	0x00434b80	0x00434c16
0x00434c20	CWeaponPlacement__VFunc_1_00434c20	0x00434c20	0x00434cb6
0x00434cc0	CWeaponVersusInfantry__VFunc_1_00434cc0	0x00434cc0	0x00434d4e
0x00434d50	CWeaponVersusTanks__VFunc_1_00434d50	0x00434d50	0x00434dde
0x00434de0	CWeaponVersusAir__ApplyToWeaponByName	0x00434de0	0x00434e6e
0x00434e70	CWeaponAllowMovement__VFunc_1_00434e70	0x00434e70	0x00434f18
0x00434f20	CWeaponIconName__ApplyToWeaponByName	0x00434f20	0x0043500f
0x00435010	CPhysicsScriptStatements__CreateStatementType4	0x00435010	0x0043579b
0x00435840	CWeaponBasedOn__ApplyToWeaponByName	0x00435840	0x004359b9
0x004359c0	CPhysicsWeaponModeValue__dtor_base	0x004359c0	0x004359c6
0x004359d0	CPhysicsWeaponModeValue__VFunc_0_004359d0	0x004359d0	0x004359f1
0x00435a00	CWeaponLaunchSequence__VFunc_1_00435a00	0x00435a00	0x00435b1f
0x00435b20	CPhysicsWeaponModeValue__LoadTwoScalarsFromMemBuffer	0x00435b20	0x00435b46
0x00435b50	CWeaponLaunchAngle__VFunc_1_00435b50	0x00435b50	0x00435c88
0x00435c90	CWeaponLaunchAngle__LoadFromMemBuffer	0x00435c90	0x00435cc3
0x00435cd0	CWeaponInaccuracy__VFunc_1_00435cd0	0x00435cd0	0x00435d5f
0x00435d60	CWeaponPower__VFunc_1_00435d60	0x00435d60	0x00435def
0x00435df0	CWeaponMuzzleLight__VFunc_1_00435df0	0x00435df0	0x00435e86
0x00435e90	CWeaponMuzzleLightRadius__VFunc_1_00435e90	0x00435e90	0x00435f26
0x00435f30	CWeaponPredictive__VFunc_1_00435f30	0x00435f30	0x00435fec
0x00435ff0	CWeaponBurstSize__VFunc_1_00435ff0	0x00435ff0	0x00436094
0x004360a0	CWeaponBurstDelay__VFunc_1_004360a0	0x004360a0	0x0043612f
0x00436130	CWeaponVolleySize__ApplyToWeaponModeByName	0x00436130	0x004361d4
0x004361e0	CWeaponPreFireDelay__VFunc_1_004361e0	0x004361e0	0x00436276
0x00436280	CWeaponPostFireDelay__VFunc_1_00436280	0x00436280	0x00436316
0x00436320	CWeaponPreFireEffect__ApplyToWeaponModeByName	0x00436320	0x0043640c
0x00436410	CWeaponMuzzleEffect__ApplyToWeaponModeByName	0x00436410	0x004364fc
0x00436500	CWeaponClip__ApplyToWeaponModeByName	0x00436500	0x004365ec
0x004365f0	CWeaponReloadTime__VFunc_1_004365f0	0x004365f0	0x0043667f
0x00436680	CWeaponTrack__VFunc_1_00436680	0x00436680	0x0043673b
0x00436740	CWeaponSoundPerBurst__VFunc_1_00436740	0x00436740	0x004367fb
0x00436800	CWeaponMinRange__VFunc_1_00436800	0x00436800	0x0043688f
0x00436890	CWeaponMaxRange__VFunc_1_00436890	0x00436890	0x0043691f
0x00436920	CWeaponMinDeflection__VFunc_1_00436920	0x00436920	0x004369af
0x004369b0	CWeaponMaxDeflection__VFunc_1_004369b0	0x004369b0	0x00436a46
0x00436a50	CWeaponMinTargetHeight__VFunc_1_00436a50	0x00436a50	0x00436adf
0x00436ae0	CWeaponMaxTargetHeight__VFunc_1_00436ae0	0x00436ae0	0x00436b6f
0x00436b70	CWeaponYawTolerance__VFunc_1_00436b70	0x00436b70	0x00436c06
0x00436c10	CWeaponLockTime__VFunc_1_00436c10	0x00436c10	0x00436ca6
0x00436cb0	CWeaponLockDeflection__VFunc_1_00436cb0	0x00436cb0	0x00436d46
0x00436d50	CWeaponLockMode__VFunc_1_00436d50	0x00436d50	0x00436de6
0x00436df0	CWeaponLockUnit__VFunc_1_00436df0	0x00436df0	0x00436e86
0x00436e90	CWeaponLockRange__VFunc_1_00436e90	0x00436e90	0x00436f26
0x00436f30	CWeaponLockRadius__VFunc_1_00436f30	0x00436f30	0x00436fc6
0x00436fd0	CWeaponMaxLocks__VFunc_1_00436fd0	0x00436fd0	0x00437077
0x00437080	CPhysicsWeaponModeValue__scalar_deleting_dtor	0x00437080	0x0043709f
0x004370a0	CWeaponRound__ApplyToWeaponModeByName	0x004370a0	0x004371bd
0x004371c0	CWeaponLaunchSound__ApplyToWeaponModeByName	0x004371c0	0x004372ac
0x004372b0	CWeaponPreFireSound__ApplyToWeaponModeByName	0x004372b0	0x0043739c
0x004373a0	CWeaponPostFireSound__ApplyToWeaponModeByName	0x004373a0	0x0043748c
0x00437490	CPhysicsScriptStatements__CreateStatementType5	0x00437490	0x00437c64
0x00437d00	CRoundBasedOn__VFunc_1_00437d00	0x00437d00	0x00437fdb
0x00437fe0	CPhysicsRoundValue__SetOwnedAuxStringAt0C	0x00437fe0	0x00438049
0x00438050	CPhysicsRoundValue__SetOwnedValueStringAt08	0x00438050	0x004380b6
0x004380c0	CPhysicsRoundValue__dtor_base	0x004380c0	0x004380c6
0x004380d0	CPhysicsRoundValue__scalar_deleting_dtor	0x004380d0	0x004380f1
0x00438100	CRoundSoundMaterial__VFunc_1_00438100	0x00438100	0x004381a7
0x004381b0	CRoundDamage__VFunc_1_004381b0	0x004381b0	0x0043823f
0x00438240	CRoundRearm__VFunc_1_00438240	0x00438240	0x004382d9
0x004382e0	CRoundLifeSpan__VFunc_1_004382e0	0x004382e0	0x0043836f
0x00438370	CRoundVelocity__VFunc_1_00438370	0x00438370	0x004383ff
0x00438400	CPhysicsRoundValueLeaf__shared_scalar_deleting_dtor	0x00438400	0x0043841f
0x00438420	CRoundTurnRate__VFunc_1_00438420	0x00438420	0x004384af
0x004384b0	CRoundGravity__VFunc_1_004384b0	0x004384b0	0x00438549
0x00438550	CRoundBounce__VFunc_1_00438550	0x00438550	0x004385df
0x004385e0	CRoundRadius__VFunc_1_004385e0	0x004385e0	0x00438676
0x00438680	CRoundWiggle__VFunc_1_00438680	0x00438680	0x0043870f
0x00438710	CRoundFlak__VFunc_1_00438710	0x00438710	0x004387a8
0x004387b0	CRoundFlakInaccuracy__VFunc_1_004387b0	0x004387b0	0x00438849
0x00438850	CRoundBeam__VFunc_1_00438850	0x00438850	0x004388e8
0x004388f0	CRoundSeekDelay__VFunc_1_004388f0	0x004388f0	0x0043897f
0x00438980	CRoundProximity__VFunc_1_00438980	0x00438980	0x00438a16
0x00438a20	CRoundSeekAngle__VFunc_1_00438a20	0x00438a20	0x00438aaf
0x00438ab0	CRoundSeekTerminationTime__VFunc_1_00438ab0	0x00438ab0	0x00438b3f
0x00438b40	CRoundGridOfFear__ApplyToRoundByName	0x00438b40	0x00438be4
0x00438bf0	CRoundUnderWater__VFunc_1_00438bf0	0x00438bf0	0x00438c94
0x00438ca0	CRoundGroundHugging__VFunc_1_00438ca0	0x00438ca0	0x00438d44
0x00438d50	CRoundTorpedo__VFunc_1_00438d50	0x00438d50	0x00438e06
0x00438e10	CRoundMissile__VFunc_1_00438e10	0x00438e10	0x00438ec6
0x00438ed0	CRoundFire__VFunc_1_00438ed0	0x00438ed0	0x00438f86
0x00438f90	CRoundSmart__VFunc_1_00438f90	0x00438f90	0x00439046
0x00439050	CRoundPassiveCollision__VFunc_1_00439050	0x00439050	0x004390f4
0x00439100	CRoundJumps__VFunc_1_00439100	0x00439100	0x004391a7
0x004391b0	CRoundJumpRange__VFunc_1_004391b0	0x004391b0	0x00439246
0x00439250	CRoundJumpDelay__VFunc_1_00439250	0x00439250	0x004392e6
0x004392f0	CRoundLength__VFunc_1_004392f0	0x004392f0	0x00439386
0x00439390	CRoundExplode__VFunc_1_00439390	0x00439390	0x00439439
0x00439440	CRoundWeirdoSeek__VFunc_1_00439440	0x00439440	0x004394d8
0x004394e0	CRoundSeek__ApplyToRoundByName	0x004394e0	0x00439578
0x00439580	CRoundSeek__LoadFromMemBuffer	0x00439580	0x004395a6
0x004395b0	CRoundSeek__scalar_deleting_dtor	0x004395b0	0x004395cf
0x004395d0	CRoundSeek__dtor_base	0x004395d0	0x0043961d
0x00439620	CRoundMesh__ApplyToRoundByName	0x00439620	0x0043970f
0x00439710	CRoundEffect__ApplyToRoundByName	0x00439710	0x004397fc
0x00439800	CRoundWaterEffect__ApplyToRoundByName	0x00439800	0x004398ec
0x004398f0	CPhysicsScriptValue__GetOwnedStringAt08SerializedSize	0x004398f0	0x00439908
0x00439910	CRoundExplosion__ApplyToRoundByName	0x00439910	0x004399fc
0x00439a00	CRoundTreeCollision__ApplyToRoundByName	0x00439a00	0x00439a9b
0x00439aa0	CRoundTreeCollision__LoadFromMemBuffer	0x00439aa0	0x00439ac6
0x00439ad0	CRoundTreeCollision__scalar_deleting_dtor	0x00439ad0	0x00439aef
0x00439af0	CRoundTreeCollision__dtor_base	0x00439af0	0x00439b3d
0x00439b40	CPhysicsScriptStatements__CreateStatementType6	0x00439b40	0x00439e2a
0x00439e70	CSpawnerBasedOn__ApplyToSpawnerByName	0x00439e70	0x0043a03f
0x0043a040	CPhysicsSpawnerValue__dtor_base	0x0043a040	0x0043a046
0x0043a050	CPhysicsSpawnerValue__scalar_deleting_dtor	0x0043a050	0x0043a071
0x0043a080	CSpawnerUnit__ApplyToSpawnerByName	0x0043a080	0x0043a16f
0x0043a170	CSpawnerDelay__ApplyToSpawnerByName	0x0043a170	0x0043a1ff
0x0043a200	CSpawnerAmount__ApplyToSpawnerByName	0x0043a200	0x0043a28f
0x0043a290	CSpawnerConditions__ApplyToSpawnerByName	0x0043a290	0x0043a31f
0x0043a320	CSpawnerSquadSize__ApplyToSpawnerByName	0x0043a320	0x0043a3af
0x0043a3b0	CSpawnerSquadDelay__ApplyToSpawnerByName	0x0043a3b0	0x0043a43f
0x0043a440	CSpawnerSeekDelay__ApplyToSpawnerByName	0x0043a440	0x0043a4cf
0x0043a4d0	CSpawnerRecall__ApplyToSpawnerByName	0x0043a4d0	0x0043a568
0x0043a570	CSpawnerMinRange__ApplyToSpawnerByName	0x0043a570	0x0043a5ff
0x0043a600	CSpawnerMaxRange__ApplyToSpawnerByName	0x0043a600	0x0043a68f
0x0043a690	CSpawnerPreSpawnDelay__ApplyToSpawnerByName	0x0043a690	0x0043a71f
0x0043a720	CSpawnerPostSpawnDelay__ApplyToSpawnerByName	0x0043a720	0x0043a7af
0x0043a7b0	CSpawnerInfinite__ApplyToSpawnerByName	0x0043a7b0	0x0043a83f
0x0043a840	CPhysicsSpawnerValueLeaf__shared_scalar_deleting_dtor	0x0043a840	0x0043a85f
0x0043a860	CPhysicsScriptStatements__CreateStatementType7	0x0043a860	0x0043ab86
0x0043abd0	CExplosionBasedOn__ApplyToExplosionByName	0x0043abd0	0x0043ae95
0x0043aea0	CExplosionBasedOn__CopySoundString28	0x0043aea0	0x0043af06
0x0043af10	CExplosionBasedOn__CopyWaterSoundString2C	0x0043af10	0x0043af76
0x0043af80	CPhysicsExplosionValue__dtor_base	0x0043af80	0x0043af86
0x0043af90	CPhysicsExplosionValue__scalar_deleting_dtor	0x0043af90	0x0043afb1
0x0043afc0	CExplosionAirEffect__ApplyToExplosionByName	0x0043afc0	0x0043b0ac
0x0043b0b0	CExplosionGroundEffect__ApplyToExplosionByName	0x0043b0b0	0x0043b19c
0x0043b1a0	CPhysicsScriptValue__LoadOwnedStringAt08FromMemBuffer	0x0043b1a0	0x0043b1bd
0x0043b1c0	CExplosionWaterEffect__ApplyToExplosionByName	0x0043b1c0	0x0043b2ac
0x0043b2b0	CExplosionUnitEffect__ApplyToExplosionByName	0x0043b2b0	0x0043b39c
0x0043b3a0	CExplosionRadius__ApplyToExplosionByName	0x0043b3a0	0x0043b42f
0x0043b430	CExplosionDamage__ApplyToExplosionByName	0x0043b430	0x0043b4bf
