# Ghidra function-name table -- address -> current saved symbol
# Purpose : the resolution authority for tools/re_function_doc_names_check.py.
#           It is a name index, not a database and not a disassembly.
# Derived : live maintainer Ghidra project (C:\Users\david\Ghidra\Projects), exported headless by
#           tools/ExportFullFunctionInventory.java on 2026-07-27 17:49 local, after
#           the 580-creation / AIF / DPI mutation waves, the 533-name vtable naming
#           wave, and both destructor demotions (0x0048c300, 0x005386d0).
# Specimen: BEA.exe MD5 3b456964020070efe696d2cc09464a55,
#           SHA-256 74154bfae14ddc8ecb87a0766f5bc381c7b7f1ab334ed7a753040eda1e1e7750
# Source  : local-lab/re-ledger/naming-wave-2026-07-27/inv-LIVE2-functions.tsv
#           sha256 2f9d352eaec3005d1827660f86403d25e45b67158eeba1b98363565a30811228
#           (gitignored; this file is the promoted 4-column projection of it)
# Reproduced: an independent export of the same database (inv-LIVE1-functions.tsv)
#           agrees with it on all 7555 names, 0 differences.
# DATED PROJECTION: reverse-engineering/ghidra/ was promoted from the 8,125-function
#           live project on 2026-08-09. This 7,555-row table remains the historical
#           2026-07-27 name index used by its owning documentation check; it is no
#           longer a current database projection.
# Columns : address, name, bodyMin, bodyMax (hex). 67 functions have
#           non-contiguous bodies, so bodyMin..bodyMax over-covers for those;
#           6 of the 7555 spans overlap their predecessor.
# text_range: 0x00401000-0x005d7fff
address	name	bodyMin	bodyMax
0x00516990	CPCSoundManager__GetDeviceInfoPtr	0x00516990	0x005169a1
0x005169b0	CPCSoundManager__Init	0x005169b0	0x00516ec3
0x00516ed0	FUN_00516ed0	0x00516ed0	0x005171d5
0x005171e0	CPCSoundManager__DeviceShutdown	0x005171e0	0x0051725a
0x00517260	CPCSoundManager__DeviceReset	0x00517260	0x00517281
0x00517290	CPCSoundManager__LoadSampleFromBuffer_StubFail	0x00517290	0x00517294
0x005172a0	CPCSoundManager__CreateSampleFromFile	0x005172a0	0x0051743a
0x00517440	CPCSoundManager__CreateSoundBuffer	0x00517440	0x005175f8
0x00517600	CPCSoundManager__ConvertAudioFormat	0x00517600	0x005176c6
0x005176d0	CPCSoundManager__CreateSampleFromData	0x005176d0	0x00517787
0x00517790	CPCSoundManager__PlaySound	0x00517790	0x00517959
0x00517960	CPCSoundManager__UnPauseSound	0x00517960	0x0051798f
0x00517990	CPCSoundManager__PauseSound	0x00517990	0x005179aa
0x005179b0	CPCSoundManager__StopSound	0x005179b0	0x00517a14
0x00517a20	CPCSoundManager__UpdateGlobals	0x00517a20	0x00517ac9
0x00517ad0	CSoundManager__GetOutputEnabledFlag	0x00517ad0	0x00517ad5
0x00517ae0	CPCSoundManager__UpdateSound	0x00517ae0	0x00517c3d
0x00517c40	CPCSoundManager__UpdatesDone	0x00517c40	0x00517c57
0x00517c60	CPCSoundManager__GetSampleLength	0x00517c60	0x00517ca3
0x00517cb0	CPCSoundManager__FindFreeChannel	0x00517cb0	0x00517cfe
0x00517d00	CSoundManager__LoadCompressedSampleBank	0x00517d00	0x00517f0c
0x00517f10	CSoundManager__ReinitializeAfterDeviceLoss	0x00517f10	0x00517f9d
0x00517fa0	CPCSoundManager__DecodeADPCM	0x00517fa0	0x005180a8
0x005180b0	CCredits__ResolveTextId_Section2	0x005180b0	0x00518497
0x005185c0	CCredits__ResolveTextId_Section3	0x005185c0	0x00518a2f
0x00518bf0	CCredits__BuildDefaultEntries	0x00518bf0	0x00519fe4
0x00519ff0	CCredits__WriteEntry_TextId	0x00519ff0	0x0051a00f
0x0051a010	CCredits__WriteEntry_String	0x0051a010	0x0051a02f
0x0051a030	CCredits__RenderCredits	0x0051a030	0x0051a1e5
0x0051a1f0	FUN_0051a1f0	0x0051a1f0	0x0051a225
0x0051a270	CFastVB__Create	0x0051a270	0x0051a338
0x0051a340	CFastVB__Destroy	0x0051a340	0x0051a370
0x0051a380	CFastVB__LockAligned	0x0051a380	0x0051a428
0x0051a430	CFastVB__Lock	0x0051a430	0x0051a501
0x0051a510	CFastVB__Render	0x0051a510	0x0051a692
0x0051a6a0	CFastVB__RenderTriangleStripImmediate	0x0051a6a0	0x0051a6ff
0x0051a700	FUN_0051a700	0x0051a700	0x0051a71e
0x0051a7f0	CFEPCredits__ButtonPressed	0x0051a7f0	0x0051a81f
0x0051a820	CFEPCredits__Process	0x0051a820	0x0051a870
0x0051a880	CFEPCredits__RenderPreCommon	0x0051a880	0x0051a8ac
0x0051a8b0	CFEPCredits__Render	0x0051a8b0	0x0051a961
0x0051a970	CFEPCredits__TransitionNotification	0x0051a970	0x0051a99e
0x0051a9a0	FUN_0051a9a0	0x0051a9a0	0x0051a9be
0x0051aa90	CFEPDirectory__Init	0x0051aa90	0x0051aabd
0x0051aac0	CFEPDirectory__Shutdown	0x0051aac0	0x0051aae9
0x0051aaf0	CFEPDirectory__ButtonPressed	0x0051aaf0	0x0051ac29
0x0051ac40	CFEPDirectory__Process	0x0051ac40	0x0051ad21
0x0051ad30	CFEPDirectory__RefreshSaveFileList	0x0051ad30	0x0051ae4a
0x0051ae50	CFEPLanguageTest__RenderPreCommon	0x0051ae50	0x0051ae6b
0x0051ae70	CFEPDirectory__RenderSaveFileList	0x0051ae70	0x0051b457
0x0051b460	CFEPDirectory__Render	0x0051b460	0x0051b508
0x0051b510	FUN_0051b510	0x0051b510	0x0051b52e
0x0051b600	CFEPMultiplayerStart__SubObj4034__ctor	0x0051b600	0x0051b60f
0x0051b610	CFEPMultiplayerStart__SubObj4034__ResetFlags	0x0051b610	0x0051b633
0x0051b640	CFEPMultiplayerStart__SubObj4034__Init	0x0051b640	0x0051b658
0x0051b660	CFEPMultiplayerStart__SubObj4034__ButtonPressed	0x0051b660	0x0051b6ac
0x0051b6b0	CFEPMultiplayerStart__SubObj4034__Process	0x0051b6b0	0x0051b83e
0x0051b840	CFEPIntro__VFunc_5_0051b840	0x0051b840	0x0051be68
0x0051be70	CFEPMultiplayerStart__SubObj4034__InitRuntimeState	0x0051be70	0x0051beac
0x0051beb0	FUN_0051beb0	0x0051beb0	0x0051bece
0x0051bfa0	CFEPLanguageTest__Init	0x0051bfa0	0x0051bfb3
0x0051bfc0	CFEPLanguageTest__Shutdown	0x0051bfc0	0x0051bfdb
0x0051bfe0	CFEPLanguageTest__PlaySound	0x0051bfe0	0x0051c08b
0x0051c090	CFEPLanguageTest__ButtonPressed	0x0051c090	0x0051c22a
0x0051c280	CFEPLanguageTest__Render	0x0051c280	0x0051c974
0x0051c980	FUN_0051c980	0x0051c980	0x0051c99e
0x0051ca70	CFEPMultiplayer__VFunc_0_0051ca70	0x0051ca70	0x0051cb65
0x0051cbb0	CFEPMultiplayer__VFunc_1_0051cbb0	0x0051cbb0	0x0051cc6f
0x0051ccb0	CFEPMultiplayer__VFunc_3_0051ccb0	0x0051ccb0	0x0051cfb1
0x0051d020	CFEPMultiplayer__VFunc_2_0051d020	0x0051d020	0x0051d158
0x0051d160	CFEPMultiplayer__VFunc_5_0051d160	0x0051d160	0x0051da5a
0x0051da60	CFEPMultiplayer__InitSelection	0x0051da60	0x0051daa1
0x0051dab0	FUN_0051dab0	0x0051dab0	0x0051dace
0x0051dba0	CFEPMultiplayerStart__Init	0x0051dba0	0x0051dd86
0x0051dd90	CFEPMultiplayerStart__Shutdown	0x0051dd90	0x0051ddc8
0x0051ddd0	CFEPMultiplayerStart__HandleInput	0x0051ddd0	0x0051de59
0x0051de60	CFEPMultiplayerStart__ButtonPressed	0x0051de60	0x0051dec1
0x0051ded0	CFEPMultiplayerStart__Process	0x0051ded0	0x0051e117
0x0051e120	CFEPMultiplayerStart__RenderPreCommon	0x0051e120	0x0051e1a6
0x0051e1b0	CFEPMultiplayerStart__Render	0x0051e1b0	0x0051f349
0x0051f350	CFEPMultiplayerStart__TransitionNotification	0x0051f350	0x0051f36d
0x0051f370	CFEPOptions__GetState	0x0051f370	0x0051f374
0x0051f380	FUN_0051f380	0x0051f380	0x0051f39e
0x0051f470	CFEPOptions__GetKillCounterTopBytes_23F4_23F8	0x0051f470	0x0051f48d
0x0051f490	CFEPOptions__SetKillCounterTopBytes_23F4_23F8	0x0051f490	0x0051f4af
0x0051f4b0	CFEPOptions__Init	0x0051f4b0	0x0051f4bc
0x0051f4c0	CFEPOptions__Shutdown	0x0051f4c0	0x0051f4db
0x0051f4e0	CFEPOptions__ButtonPressed	0x0051f4e0	0x0051f4f9
0x0051f500	CFEPOptions__SaveDefaultOptions	0x0051f500	0x0051f5f4
0x0051f600	CFEPOptions__ProcessInput	0x0051f600	0x0051f665
0x0051f680	CFEPOptions__WriteDefaultOptionsFile	0x0051f680	0x0051f6c9
0x0051f6d0	CFEPOptions__RenderPreCommon	0x0051f6d0	0x0051f6fd
0x0051f700	CFEPOptions__Update	0x0051f700	0x0051f7da
0x0051f7e0	CFEPOptions__EnsureOptionsContext	0x0051f7e0	0x0051f8dc
0x0051f8e0	CFEPOptions__Cleanup	0x0051f8e0	0x0051f8fb
0x0051f900	FUN_0051f900	0x0051f900	0x0051f91e
0x0051f9f0	CFEPScreenPos__Init	0x0051f9f0	0x0051f9fd
0x0051fa00	CFEPScreenPos__ButtonPressed	0x0051fa00	0x0051fb29
0x0051fb60	CFEPScreenPos__RenderPreCommon	0x0051fb60	0x0051fb8c
0x0051fb90	CFEPScreenPos__Render	0x0051fb90	0x0051fd4e
0x0051fd50	CFEPScreenPos__TransitionNotification	0x0051fd50	0x0051fd80
0x0051fd90	FUN_0051fd90	0x0051fd90	0x0051fdae
0x0051ff90	CFEPVirtualKeyboard__Init	0x0051ff90	0x0051ffc7
0x0051ffd0	CFEPVirtualKeyboard__Shutdown	0x0051ffd0	0x0051ffe8
0x0051fff0	CFEPVirtualKeyboard__SeedUniqueDefaultSaveName	0x0051fff0	0x00520129
0x00520130	CFEPVirtualKeyboard__TransitionNotification	0x00520130	0x005202cd
0x005202d0	CFEPVirtualKeyboard__Process	0x005202d0	0x00520364
0x00520370	CFEPVirtualKeyboard__ButtonPressed	0x00520370	0x005204f7
0x00520530	CFEPVirtualKeyboard__InitKeyboardLayout	0x00520530	0x00520cba
0x00520cc0	CFEPVirtualKeyboard__HandleKeyToken	0x00520cc0	0x00520f1c
0x00520f70	CFEPVirtualKeyboard__MoveSelectionToRow	0x00520f70	0x005210fe
0x00521100	CFEPVirtualKeyboard__Render	0x00521100	0x00521256
0x00521260	CFEPVirtualKeyboard__DrawPanel	0x00521260	0x005214c4
0x005214d0	CFEPVirtualKeyboard__IsSpecialKeyBlocked	0x005214d0	0x00521555
0x00521560	FUN_00521560	0x00521560	0x0052157e
0x00521650	CFEPWingmen__GetWingmenCount	0x00521650	0x005216b3
0x005216c0	CFEPWingmen__Init	0x005216c0	0x005216de
0x00521a60	CFEPWingmen__Destroy	0x00521a60	0x00521adf
0x00521ae0	CFEPWingmen__Load	0x00521ae0	0x00521c7e
0x00521c80	CFEPWingmen__Update	0x00521c80	0x00521d15
0x00521d20	CFEPWingmen__ButtonPressed	0x00521d20	0x00522136
0x00522160	CFEPWingmen__RenderPreCommon	0x00522160	0x0052218e
0x00522190	CFEPWingmen__Render	0x00522190	0x005230bd
0x005230c0	CFEPWingmen__TransitionNotification	0x005230c0	0x005230da
0x005230e0	CFEPWingmen__FindCurrentLevelRecord	0x005230e0	0x0052311b
0x00523120	lookup_FMV	0x00523120	0x00523175
0x00523180	FUN_00523180	0x00523180	0x0052318a
0x00523190	CMixerMap__InitSlot	0x00523190	0x005231f9
0x00523210	CMixerMap__DestroySlot	0x00523210	0x0052322d
0x00523230	CMixerMap__Destroy	0x00523230	0x005232ad
0x005232b0	CMixerMap__Init	0x005232b0	0x005233bd
0x005233c0	FUN_005233c0	0x005233c0	0x005233de
0x005234d0	PlatformInput__SetGlobalInputState	0x005234d0	0x005234d9
0x005234e0	Input__HandleMouseWindowMessage	0x005234e0	0x00523a3d
0x00523a70	CDXEngine__RenderMouseCursorSprite	0x00523a70	0x00523b2c
0x00523b30	CVBufTexture__DestroyGlobalHudHandle89BD98	0x00523b30	0x00523b4b
0x00523b50	CDXEngine__GetCursorStateInRect	0x00523b50	0x00523bb3
0x00523bc0	Input__DispatchClickInRect	0x00523bc0	0x00523cbd
0x00523cc0	Input__GetClickStateInRect	0x00523cc0	0x00523d31
0x00523d40	Input__GetCursorStateInRectAndConsume	0x00523d40	0x00523dae
0x00523db0	Input__ResetMouseTransientState	0x00523db0	0x00523de1
0x00523df0	OggVorbisStream__InitDecoder	0x00523df0	0x00524177
0x00524180	OggVorbisStream__ReadPcmSamples	0x00524180	0x0052459c
0x005245a0	COggFileRead__ctor_base	0x005245a0	0x005245d2
0x005245e0	COggFileRead__scalar_deleting_dtor	0x005245e0	0x005245ff
0x00524600	COggFileRead__dtor_body	0x00524600	0x00524697
0x005246a0	COggFileRead__OpenFileAndPrimeDecoder	0x005246a0	0x00524707
0x00524710	COggFileRead__ReadDecodedPcm	0x00524710	0x00524762
0x00524770	COggFileRead__CloseAndReset	0x00524770	0x005247f9
0x00524800	COggFileRead__IsOpen	0x00524800	0x0052480d
0x00524810	COggFileRead__GetSampleRate	0x00524810	0x00524816
0x00524820	COggFileRead__GetChannelCount	0x00524820	0x00524826
0x00524830	Localization__GetStringById	0x00524830	0x00526097
0x00527960	CFEPMultiplayerStart__SetCurrentSelection	0x00527960	0x00527969
0x00527970	CReconnectInterface__VFunc_3_00527970	0x00527970	0x00527980
0x00527990	CGame__DrawLocalCoopControllerPrompt	0x00527990	0x00527c40
0x00527c50	CFrontEnd__AdvanceStateAndRelinquishControl	0x00527c50	0x00527c80
0x00527c90	CReconnectInterface__ctor	0x00527c90	0x00527cbc
0x00527cc0	CWaterRenderSystem__ValidateVBufferAndMarkReady	0x00527cc0	0x00527cf2
0x00527d00	CReconnectInterface__VFunc_07_00527d00	0x00527d00	0x00527d1e
0x00527d20	CDXLandscape__ValidateDeviceAndUpdateValidSoFar	0x00527d20	0x00527d98
0x00527da0	CVBufTexture__MarkAccepted	0x00527da0	0x00527dcc
0x00527dd0	CDXEngine__GetRenderQueueSortKeyAt0C	0x00527dd0	0x00527dd3
0x00527de0	CWaterRenderSystem__ResetAndMarkSourceFlag	0x00527de0	0x00527df4
0x00527e00	CWaterRenderSystem__CheckVBufValidAndHandleFailure	0x00527e00	0x00527e5b
0x00527e60	FUN_00527e60	0x00527e60	0x00527e7e
0x00527f50	PCPlatform__AsyncMusicStreamWorkerMain	0x00527f50	0x0052829d
0x005282b0	PCPlatform__InitAsyncMusicStream	0x005282b0	0x0052845a
0x00528460	PCPlatform__ShutdownAsyncMusicStream	0x00528460	0x00528537
0x00528540	PCPlatform__KickAsyncMusicStreamRead	0x00528540	0x005285ae
0x005285b0	PCPlatform__ResetAsyncMusicStream	0x005285b0	0x005285df
0x005285e0	PCPlatform__UpdateAsyncMusicStreamVolume	0x005285e0	0x00528680
0x00528690	CTweak__ctor_base	0x00528690	0x005286af
0x005286b0	CTweak__dtor_base	0x005286b0	0x005286d8
0x005286e0	CD3DApplication__LoadCardIdAndApplyVendorTweaks	0x005286e0	0x00528a9d
0x00528aa0	CVar__Init	0x00528aa0	0x00528acc
0x00528ad0	CTweakSLONG__SetValueRounded	0x00528ad0	0x00528ae7
0x00528af0	CDXTexture__IsResourceHandleValid	0x00528af0	0x00528afb
0x00528b00	CEngine__InvokeCallbackIfStateMinusOne	0x00528b00	0x00528b14
0x00528b20	CTweakInt_SetNumViewpoints__ctor	0x00528b20	0x00528b4c
0x00528b50	CTweakFLOAT__SetNumViewpoints	0x00528b50	0x00528b59
0x00528b60	CBinkOpenThread__WorkerMain	0x00528b60	0x00528bb1
0x00528bc0	CWaitingThread__ctor_base	0x00528bc0	0x00528bed
0x00528bf0	CWaitingThread__dtor_body	0x00528bf0	0x00528c6c
0x00528c70	CBinkOpenThread__Init	0x00528c70	0x00528d01
0x00528d10	CBinkOpenThread__WaitForThread	0x00528d10	0x00528d43
0x00528d50	CBinkOpenThread__StartAsync	0x00528d50	0x00528d6c
0x00528d70	CBinkOpenThread__RunSync	0x00528d70	0x00528d82
0x00528d90	CBinkOpenThread__IsRunning	0x00528d90	0x00528d94
0x00528da0	CBinkOpenThread__Lock	0x00528da0	0x00528db5
0x00528dc0	CBinkOpenThread__Unlock	0x00528dc0	0x00528dca
0x00528dd0	FUN_00528dd0	0x00528dd0	0x00528dee
0x00528f80	CD3DApplication__Init	0x00528f80	0x00529059
0x00529060	CD3DApplication__VFunc_1_00529060	0x00529060	0x00529064
0x005290a0	CD3DApplication__Create	0x005290a0	0x005292f3
0x00529350	CD3DApplication__BuildDeviceList	0x00529350	0x0052a6f1
0x0052a830	CD3DApplication__FindDepthStencilFormat	0x0052a830	0x0052aaed
0x0052aaf0	CD3DApplication__MsgProc	0x0052aaf0	0x0052ae4f
0x0052af00	CD3DApplication__Initialize3DEnvironment	0x0052af00	0x0052b753
0x0052b760	CD3DApplication__Resize3DEnvironment	0x0052b760	0x0052b834
0x0052b840	CD3DApplication__ToggleFullscreen	0x0052b840	0x0052ba4d
0x0052ba50	CD3DApplication__ForceWindowed	0x0052ba50	0x0052bb3c
0x0052bb40	CD3DApplication__VFunc_0_0052bb40	0x0052bb40	0x0052bb79
0x0052bb80	CD3DApplication__Reset3DEnvironment	0x0052bb80	0x0052bc79
0x0052bc80	CD3DApplication__SelectDeviceProc	0x0052bc80	0x0052c3b8
0x0052c3c0	CD3DApplication__VFunc_13_0052c3c0	0x0052c3c0	0x0052c42c
0x0052c430	CD3DApplication__Cleanup3DEnvironment	0x0052c430	0x0052c4ec
0x0052c4f0	CD3DApplication__DisplayErrorMsg	0x0052c4f0	0x0052c70f
0x0052c730	CD3DApplication__SetResolution	0x0052c730	0x0052c746
0x0052c780	ScreenShape_UpdateAspectScale	0x0052c780	0x0052c7dd
0x0052c7e0	FUN_0052c7e0	0x0052c7e0	0x0052c7fe
0x0052c8d0	CD3DApplication__SetDeviceCursorFromIcon	0x0052c8d0	0x0052cc28
0x0052cc30	FUN_0052cc30	0x0052cc30	0x0052cc4e
0x0052cd20	CD3DApplication__PerfTimerCommand	0x0052cd20	0x0052d03b
0x0052d040	CAsmInstruction__GetAttributeValue	0x0052d040	0x0052d09a
0x0052d0a0	CIntDataType__Add	0x0052d0a0	0x0052d10a
0x0052d110	CIntDataType__Subtract	0x0052d110	0x0052d17a
0x0052d180	CIntDataType__Multiply	0x0052d180	0x0052d1e9
0x0052d1f0	CIntDataType__Divide	0x0052d1f0	0x0052d25d
0x0052d260	CIntDataType__Equals	0x0052d260	0x0052d27b
0x0052d280	CIntDataType__NotEquals	0x0052d280	0x0052d29b
0x0052d2a0	CIntDataType__Assign	0x0052d2a0	0x0052d2b2
0x0052d2c0	CIntDataType__LessThan	0x0052d2c0	0x0052d2db
0x0052d2e0	CIntDataType__GreaterThan	0x0052d2e0	0x0052d2fb
0x0052d300	CIntDataType__LessOrEqual	0x0052d300	0x0052d31b
0x0052d320	CIntDataType__GreaterOrEqual	0x0052d320	0x0052d33b
0x0052d340	CIntDataType__VFunc_18_0052d340	0x0052d340	0x0052d36d
0x0052d370	CIntDataType__VFunc_13_0052d370	0x0052d370	0x0052d373
0x0052d380	CIntDataType__VFunc_15_0052d380	0x0052d380	0x0052d388
0x0052d390	CDataType__Destructor	0x0052d390	0x0052d396
0x0052d3a0	CDataType__VFunc_0_0052d3a0	0x0052d3a0	0x0052d3c1
0x0052d3d0	CAsmInstruction__SpawnFromOpcode	0x0052d3d0	0x0052d8e0
0x0052d950	FUN_0052d950	0x0052d950	0x0052d955
0x0052d960	CInstructionOP_CALL__VFunc_1_0052d960	0x0052d960	0x0052d98d
0x0052d990	FUN_0052d990	0x0052d990	0x0052d995
0x0052d9a0	CInstructionOP_CALLLOCAL__VFunc_1_0052d9a0	0x0052d9a0	0x0052d9cd
0x0052d9d0	CInstructionOP_RETURN__VFunc_1_0052d9d0	0x0052d9d0	0x0052d9fd
0x0052da00	FUN_0052da00	0x0052da00	0x0052da05
0x0052da10	CInstructionOP_POINTER__VFunc_1_0052da10	0x0052da10	0x0052da3d
0x0052da40	CInstructionOP_GETTOP__VFunc_1_0052da40	0x0052da40	0x0052da70
0x0052da80	CInstructionOP_JMP__VFunc_1_0052da80	0x0052da80	0x0052dab0
0x0052dac0	FUN_0052dac0	0x0052dac0	0x0052dac5
0x0052dad0	CInstructionOP_JMPFALSE__VFunc_1_0052dad0	0x0052dad0	0x0052db00
0x0052db10	FUN_0052db10	0x0052db10	0x0052db15
0x0052db20	CInstructionOP_JMPNE__VFunc_1_0052db20	0x0052db20	0x0052db50
0x0052db60	CWaypoint__GetTypeId12_0052db60	0x0052db60	0x0052db65
0x0052db70	CInstructionOP_CMPNEB__VFunc_1_0052db70	0x0052db70	0x0052dba0
0x0052dbb0	CInstructionOP_CMPB__VFunc_1_0052dbb0	0x0052dbb0	0x0052dbe0
0x0052dbf0	FUN_0052dbf0	0x0052dbf0	0x0052dbf5
0x0052dc00	CInstructionOP_CMP__VFunc_1_0052dc00	0x0052dc00	0x0052dc30
0x0052dc40	CInstructionOP_REMOVE_TOP__VFunc_1_0052dc40	0x0052dc40	0x0052dc70
0x0052dc80	FUN_0052dc80	0x0052dc80	0x0052dc85
0x0052dc90	CInstructionOP_LABEL__VFunc_1_0052dc90	0x0052dc90	0x0052dcc0
0x0052dcd0	FUN_0052dcd0	0x0052dcd0	0x0052dcd5
0x0052dce0	CInstructionOP_LESS_EQ_THAN__VFunc_1_0052dce0	0x0052dce0	0x0052dd10
0x0052dd20	FUN_0052dd20	0x0052dd20	0x0052dd25
0x0052dd30	CInstructionOP_GREAT_EQ_THAN__VFunc_1_0052dd30	0x0052dd30	0x0052dd60
0x0052dd70	CInstructionOP_LESS_THAN__VFunc_1_0052dd70	0x0052dd70	0x0052dda0
0x0052ddb0	SharedUnitVFunc__ReturnInt10_0052ddb0	0x0052ddb0	0x0052ddb5
0x0052ddc0	CInstructionOP_GREAT_THAN__VFunc_1_0052ddc0	0x0052ddc0	0x0052ddf0
0x0052de00	FUN_0052de00	0x0052de00	0x0052de05
0x0052de10	CInstructionOP_AND__VFunc_1_0052de10	0x0052de10	0x0052de40
0x0052de50	CInstructionOP_OR__VFunc_1_0052de50	0x0052de50	0x0052de80
0x0052de90	FUN_0052de90	0x0052de90	0x0052de95
0x0052dea0	CInstructionOP_POP__VFunc_1_0052dea0	0x0052dea0	0x0052ded0
0x0052dee0	CInstructionOP_PUSH__VFunc_1_0052dee0	0x0052dee0	0x0052df10
0x0052df20	CInstructionOP_MINUS__VFunc_1_0052df20	0x0052df20	0x0052df50
0x0052df60	CInstructionOP_PLUS__VFunc_1_0052df60	0x0052df60	0x0052df90
0x0052dfa0	CInstructionOP_MULTIPLY__VFunc_1_0052dfa0	0x0052dfa0	0x0052dfd0
0x0052dfe0	CInstructionOP_DIVIDE__VFunc_1_0052dfe0	0x0052dfe0	0x0052e010
0x0052e020	CInstructionOP_NOP__VFunc_1_0052e020	0x0052e020	0x0052e050
0x0052e060	CInstructionOP_PUSHPC__VFunc_1_0052e060	0x0052e060	0x0052e090
0x0052e0a0	CInstructionOP_PUSHPC__VFunc_0_0052e0a0	0x0052e0a0	0x0052e0e8
0x0052e0f0	CInstructionOP_RETURN__ExecutePop	0x0052e0f0	0x0052e174
0x0052e180	CInstructionOP_PLUS__VFunc_00_0052e180	0x0052e180	0x0052e1ca
0x0052e1d0	CInstructionOP_MINUS__VFunc_00_0052e1d0	0x0052e1d0	0x0052e21a
0x0052e220	CInstructionOP_MULTIPLY__VFunc_00_0052e220	0x0052e220	0x0052e26a
0x0052e270	CInstructionOP_DIVIDE__VFunc_00_0052e270	0x0052e270	0x0052e2ba
0x0052e2c0	CInstructionOP_PUSH__VFunc_00_0052e2c0	0x0052e2c0	0x0052e2e5
0x0052e2f0	CInstructionOP_POP__VFunc_0_0052e2f0	0x0052e2f0	0x0052e31c
0x0052e320	CInstructionOP_REMOVE_TOP__VFunc_0_0052e320	0x0052e320	0x0052e32b
0x0052e330	CInstructionOP_CMP__VFunc_00_0052e330	0x0052e330	0x0052e37b
0x0052e380	CInstructionOP_CMPB__ExecuteCompareEqual	0x0052e380	0x0052e41c
0x0052e420	CBoolDataType__Equals	0x0052e420	0x0052e43b
0x0052e440	CBoolDataType__NotEquals	0x0052e440	0x0052e45b
0x0052e460	CBoolDataType__Assign	0x0052e460	0x0052e472
0x0052e480	CBoolDataType__VFunc_15_0052e480	0x0052e480	0x0052e483
0x0052e490	CBoolDataType__VFunc_18_0052e490	0x0052e490	0x0052e4c0
0x0052e4d0	CInstructionOP_OR__ExecuteOr	0x0052e4d0	0x0052e576
0x0052e580	CInstructionOP_AND__ExecuteAnd	0x0052e580	0x0052e626
0x0052e630	CInstructionOP_GREAT_THAN__ExecuteGreaterThan	0x0052e630	0x0052e6cc
0x0052e6d0	CInstructionOP_LESS_THAN__ExecuteLessThan	0x0052e6d0	0x0052e76c
0x0052e770	CInstructionOP_GREAT_EQ_THAN__ExecuteGreaterOrEqual	0x0052e770	0x0052e80c
0x0052e810	CInstructionOP_LESS_EQ_THAN__ExecuteLessOrEqual	0x0052e810	0x0052e8ac
0x0052e8b0	CInstructionOP_CMPNEB__ExecuteCompareNotEqual	0x0052e8b0	0x0052e94c
0x0052e950	CInstructionOP_JMPFALSE__VFunc_00_0052e950	0x0052e950	0x0052e987
0x0052e990	CInstructionOP_JMPNE__VFunc_0_0052e990	0x0052e990	0x0052e9a8
0x0052e9b0	CInstructionOP_JMP__VFunc_0_0052e9b0	0x0052e9b0	0x0052e9bf
0x0052e9c0	CInstructionOP_GETTOP__VFunc_0_0052e9c0	0x0052e9c0	0x0052ea08
0x0052ea10	CInstructionOP_POINTER__VFunc_0_0052ea10	0x0052ea10	0x0052ea3f
0x0052ea40	CInstructionOP_CALL__ExecuteCall	0x0052ea40	0x0052ec3e
0x0052ec40	CInstructionOP_CALLLOCAL__VFunc_0_0052ec40	0x0052ec40	0x0052ec5c
0x0052ec60	CDataType__CreateFromType	0x0052ec60	0x0052ef2e
0x0052ef50	CFloatDataType__Add	0x0052ef50	0x0052efbb
0x0052efc0	CFloatDataType__Subtract	0x0052efc0	0x0052f02b
0x0052f030	CFloatDataType__Multiply	0x0052f030	0x0052f09b
0x0052f0a0	CFloatDataType__Divide	0x0052f0a0	0x0052f10b
0x0052f110	CFloatDataType__Equals	0x0052f110	0x0052f133
0x0052f140	CFloatDataType__NotEquals	0x0052f140	0x0052f163
0x0052f170	CFloatDataType__Assign	0x0052f170	0x0052f182
0x0052f190	CFloatDataType__LessThan	0x0052f190	0x0052f1b3
0x0052f1c0	CFloatDataType__GreaterThan	0x0052f1c0	0x0052f1e3
0x0052f1f0	CFloatDataType__LessOrEqual	0x0052f1f0	0x0052f213
0x0052f220	CFloatDataType__GreaterOrEqual	0x0052f220	0x0052f243
0x0052f250	CFloatDataType__VFunc_18_0052f250	0x0052f250	0x0052f280
0x0052f290	CFloatDataType__VFunc_12_0052f290	0x0052f290	0x0052f2a1
0x0052f2b0	CFloatDataType__VFunc_13_0052f2b0	0x0052f2b0	0x0052f2b3
0x0052f2c0	CStringDataType__Clone	0x0052f2c0	0x0052f35c
0x0052f360	CStringDataType__Equals	0x0052f360	0x0052f3bb
0x0052f3c0	CStringDataType__VFunc_20_0052f3c0	0x0052f3c0	0x0052f40f
0x0052f410	FUN_0052f410	0x0052f410	0x0052f421
0x0052f430	CThingPtrDataType__Print	0x0052f430	0x0052f448
0x0052f450	CThingPtrDataType__VFunc_6_0052f450	0x0052f450	0x0052f469
0x0052f470	CThingPtrDataType__Clone	0x0052f470	0x0052f530
0x0052f540	SharedVFunc__ReturnField04_0052f540	0x0052f540	0x0052f543
0x0052f550	CThingPtrDataType__ScalarDeletingDestructor	0x0052f550	0x0052f56f
