target_addr	target_name	from_addr	from_function	ref_type
00533500	IScript__Unk_00533500	004f4359	VFuncSlot_00_004f4300	UNCONDITIONAL_CALL
005335a0	IScript__Unk_005335a0	004f4348	VFuncSlot_00_004f4300	UNCONDITIONAL_CALL
00533660	IScript__Unk_00533660	004fd1e8	CUnit__Unk_004fd140	UNCONDITIONAL_CALL
00533660	IScript__Unk_00533660	004f444d	CThing__Unk_004f4430	UNCONDITIONAL_CALL
00533660	IScript__Unk_00533660	0044cd98	<no_function>	UNCONDITIONAL_CALL
005337e0	IScript__Unk_005337e0	0040c02f	CGeneralVolume__Unk_0040bfd0	UNCONDITIONAL_CALL
005337e0	IScript__Unk_005337e0	004fd0e9	CUnit__Unk_004fd040	UNCONDITIONAL_CALL
005337e0	IScript__Unk_005337e0	00417e06	<no_function>	UNCONDITIONAL_CALL
005337e0	IScript__Unk_005337e0	004f43e1	VFuncSlot_14_004f43d0	UNCONDITIONAL_CALL
005337e0	IScript__Unk_005337e0	004ba810	<no_function>	UNCONDITIONAL_CALL
00533840	IScript__Unk_00533840	004f45a7	CUnit__Unk_004f45a0	UNCONDITIONAL_CALL
005343e0	IScript__Unk_005343e0	00531ce4	CEngine__Unk_0052ff30	DATA
00534410	IScript__Unk_00534410	00531d03	CEngine__Unk_0052ff30	DATA
00534440	IScript__Unk_00534440	00531e98	CEngine__Unk_0052ff30	DATA
00534470	IScript__Unk_00534470	00531eb7	CEngine__Unk_0052ff30	DATA
00534fb0	IScript__Unk_00534fb0	0053223c	CEngine__Unk_0052ff30	DATA
00534fe0	IScript__Unk_00534fe0	0053225b	CEngine__Unk_0052ff30	DATA
00535010	IScript__Unk_00535010	005331a6	CEngine__Unk_0052ff30	DATA
00535040	IScript__Unk_00535040	005331b9	CEngine__Unk_0052ff30	DATA
00535350	IScript__Unk_00535350	00535333	CVM__VFunc_01_00535330	UNCONDITIONAL_CALL
00535350	IScript__Unk_00535350	005398c5	<no_function>	UNCONDITIONAL_CALL
00535530	IScript__Unk_00535530	00533193	CEngine__Unk_0052ff30	DATA
00535560	IScript__Unk_00535560	00530d3a	CEngine__Unk_0052ff30	DATA
00535fa0	IScript__Unk_00535fa0	00531e79	CEngine__Unk_0052ff30	DATA
00536ca0	IScript__Unk_00536ca0	00532e4b	CEngine__Unk_0052ff30	DATA
