address	old_name	inferred_owner	new_name	xref_count	top_counts
0x004e1200	CSoundManager__Unk_004e1200	CMessageBox	CMessageBox__Helper_004e1200	4	CMessageBox:2;CUnitAI:1;CPCSoundManager:1
0x004e1260	CSoundManager__Unk_004e1260	CMonitor	CMonitor__Helper_004e1260	7	CMonitor:7
0x004e1800	CSoundManager__Unk_004e1800	CMonitor	CMonitor__Helper_004e1800	5	CMonitor:4;CFEPLanguageTest:1
0x004e1880	CSoundManager__Unk_004e1880	CMonitor	CMonitor__Helper_004e1880	8	CMonitor:8
0x004e1910	CSoundManager__Unk_004e1910	CBattleEngine	CBattleEngine__Helper_004e1910	36	CBattleEngine:11;CMonitor:9;CVBufTexture:5;CGeneralVolume:5;CWorldPhysicsManager:4;CFrontEnd:1
0x004e1940	CSoundManager__Unk_004e1940	CMonitor	CMonitor__Helper_004e1940	40	CMonitor:22;CGeneralVolume:10;CUnit:3;CFrontEnd:1;CGame:1;CFeature:1
0x004e1ab0	CSoundManager__Unk_004e1ab0	CMonitor	CMonitor__Helper_004e1ab0	6	CMonitor:6
