target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
00584144	CFastVB__Unk_00584144	005ea100	<none>	<no_function>	DATA
0058423f	CFastVB__Unk_0058423f	005ea110	<none>	<no_function>	DATA
0058439e	CFastVB__Unk_0058439e	005ea120	<none>	<no_function>	DATA
00584724	CDXTexture__Unk_00584724	005ea170	<none>	<no_function>	DATA
00584786	CDXTexture__Unk_00584786	005ea1a0	<none>	<no_function>	DATA
005847e9	CDXTexture__Unk_005847e9	005ea1b0	<none>	<no_function>	DATA
00584831	CDXTexture__Unk_00584831	005ea160	<none>	<no_function>	DATA
00584831	CDXTexture__Unk_00584831	005ea1c0	<none>	<no_function>	DATA
00584886	CDXTexture__Unk_00584886	005ea1d0	<none>	<no_function>	DATA
005848e3	CDXTexture__Unk_005848e3	005ea1fc	<none>	<no_function>	DATA
00584936	CDXTexture__Unk_00584936	005ea20c	<none>	<no_function>	DATA
00584a4c	CTexture__Unk_00584a4c	005ea21c	<none>	<no_function>	DATA
00584b5f	CTexture__Unk_00584b5f	005e9f40	<none>	<no_function>	DATA
