address	name	xref_count	owners	top_counts	unambiguous_non_ctexture
0x00564b54	CTexture__Unk_00564b54	2	CTexture	CTexture:2	false
0x00564ba5	CTexture__Unk_00564ba5	2			false
0x00564f7a	CTexture__Unk_00564f7a	5	CDXTexture,CTexture	CDXTexture:3;CTexture:1	false
0x00564fdf	CTexture__Unk_00564fdf	0			false
0x00565821	CTexture__Unk_00565821	2	CDXTexture	CDXTexture:2	true
0x0056585a	CTexture__Unk_0056585a	2	CDXTexture,CFastVB	CDXTexture:1;CFastVB:1	false
0x0056586a	CTexture__Unk_0056586a	3	CTexture	CTexture:3	false
0x00565ab0	CTexture__Unk_00565ab0	3	CTexture	CTexture:3	false
0x00565bcb	CTexture__Unk_00565bcb	2	CTexture	CTexture:2	false
0x00565c84	CTexture__Unk_00565c84	2	CTexture	CTexture:2	false
0x00566364	CTexture__Unk_00566364	3	CMeshCollisionVolume,CTexture	CTexture:2;CMeshCollisionVolume:1	false
0x0056668d	CTexture__Unk_0056668d	3	CDXTexture,CTexture	CTexture:2;CDXTexture:1	false
0x00566996	CTexture__Unk_00566996	1	CTexture	CTexture:1	false
0x00566a47	CTexture__Unk_00566a47	1	CTexture	CTexture:1	false
0x00566b42	CTexture__Unk_00566b42	1	CTexture	CTexture:1	false
0x00566e38	CTexture__Unk_00566e38	2	CDXTexture,CTexture	CDXTexture:1;CTexture:1	false
0x00566f7c	CTexture__Unk_00566f7c	1	CTexture	CTexture:1	false
0x00566fd2	CTexture__Unk_00566fd2	1	CDXTexture	CDXTexture:1	true
0x00567094	CTexture__Unk_00567094	3	CDXTexture,CMeshCollisionVolume,CTexture	CDXTexture:1;CMeshCollisionVolume:1;CTexture:1	false
0x00567130	CTexture__Unk_00567130	3	CDXTexture,CTexture	CTexture:2;CDXTexture:1	false
0x00567b96	CTexture__Unk_00567b96	2	CDXTexture,CFastVB	CDXTexture:1;CFastVB:1	false
0x00567bfb	CTexture__Unk_00567bfb	2	CDXTexture,CTexture	CDXTexture:1;CTexture:1	false
0x00567de0	CTexture__Unk_00567de0	27	CDXTexture,CFastVB,CTexture,init_namebuf	CTexture:14;CDXTexture:8;CFastVB:3;init_namebuf:1	false
0x00567df0	CTexture__Unk_00567df0	7	CDXTexture,CFastVB,CTexture,init_namebuf	CDXTexture:3;CTexture:2;CFastVB:1;init_namebuf:1	false
0x00567ed0	CTexture__Unk_00567ed0	1			false
0x0056836a	CTexture__Unk_0056836a	4	CDXTexture,CTexture	CDXTexture:2;CTexture:1	false
0x00568dc6	CTexture__Unk_00568dc6	1	entry	entry:1	false
0x00569256	CTexture__Unk_00569256	2	CDXTexture	CDXTexture:1	true
0x0056941a	CTexture__Unk_0056941a	2	CTexture	CTexture:2	false
0x00569432	CTexture__Unk_00569432	1	CDXTexture	CDXTexture:1	true
0x00569a65	CTexture__Unk_00569a65	1	CTexture	CTexture:1	false
0x00569a7b	CTexture__Unk_00569a7b	1			false
0x00569aa8	CTexture__Unk_00569aa8	1			false
0x00569ad5	CTexture__Unk_00569ad5	3	CFastVB	CFastVB:3	true
0x00569b4c	CTexture__Unk_00569b4c	3	CFastVB	CFastVB:3	true
0x0056a106	CTexture__Unk_0056a106	1	CTexture	CTexture:1	false
0x0056a15f	CTexture__Unk_0056a15f	1	CDXTexture	CDXTexture:1	true
0x0056a1cd	CTexture__Unk_0056a1cd	3	CDXTexture,CTexture	CTexture:2;CDXTexture:1	false
0x0056a69e	CTexture__Unk_0056a69e	3	CDXTexture,CFastVB,CTexture	CDXTexture:1;CFastVB:1;CTexture:1	false
0x0056a7e7	CTexture__Unk_0056a7e7	2	CTexture	CTexture:2	false
0x0056b212	CTexture__Unk_0056b212	7	CDXTexture,CTexture	CDXTexture:5;CTexture:2	false
0x0056b254	CTexture__Unk_0056b254	6	CDXTexture,CTexture	CDXTexture:4;CTexture:2	false
0x0056b2b3	CTexture__Unk_0056b2b3	6	CDXTexture,CTexture	CDXTexture:4;CTexture:2	false
0x0056b2d5	CTexture__Unk_0056b2d5	1	CDXTexture	CDXTexture:1	true
0x0056b368	CTexture__Unk_0056b368	1	CDXTexture	CDXTexture:1	true
0x0056b4f2	CTexture__Unk_0056b4f2	0			false
0x0056be17	CTexture__Unk_0056be17	1			false
0x0056c05c	CTexture__Unk_0056c05c	2	CDXTexture,CTexture	CDXTexture:1;CTexture:1	false
0x0056c684	CTexture__Unk_0056c684	1	CDXTexture	CDXTexture:1	true
0x0056cbb4	CTexture__Unk_0056cbb4	1	CTexture	CTexture:1	false
0x0056cbe2	CTexture__Unk_0056cbe2	1	CTexture	CTexture:1	false
0x0056ce69	CTexture__Unk_0056ce69	1	CTexture	CTexture:1	false
0x0056ce8a	CTexture__Unk_0056ce8a	1	CTexture	CTexture:1	false
0x0056d036	CTexture__Unk_0056d036	4	CTexture	CTexture:4	false
0x0056d25e	CTexture__Unk_0056d25e	1	CDXTexture	CDXTexture:1	true
0x0056d2e7	CTexture__Unk_0056d2e7	1	CTexture	CTexture:1	false
0x0056d469	CTexture__Unk_0056d469	1	CTexture	CTexture:1	false
0x0056d4a6	CTexture__Unk_0056d4a6	7	CDXTexture,CTexture	CDXTexture:2;CTexture:1	false
0x0056d8da	CTexture__Unk_0056d8da	2	CTexture	CTexture:2	false
0x0056dafa	CTexture__Unk_0056dafa	2	CTexture	CTexture:2	false
0x0056db76	CTexture__Unk_0056db76	1	CDXTexture	CDXTexture:1	true
0x0056e2ee	CTexture__Unk_0056e2ee	2	CTexture	CTexture:2	false
0x0056e34f	CTexture__Unk_0056e34f	1	CDXTexture	CDXTexture:1	true
0x0056e8aa	CTexture__Unk_0056e8aa	3	CDXTexture	CDXTexture:3	true
0x0056e8d5	CTexture__Unk_0056e8d5	1	CDXTexture	CDXTexture:1	true
0x0056ea5c	CTexture__Unk_0056ea5c	1	CTexture	CTexture:1	false
0x0056eab4	CTexture__Unk_0056eab4	1	CTexture	CTexture:1	false
0x0056eb1b	CTexture__Unk_0056eb1b	3	CTexture	CTexture:3	false
0x0056eb50	CTexture__Unk_0056eb50	3	CDXMeshVB,CLandscapeIB	CDXMeshVB:2;CLandscapeIB:1	false
0x0056eb60	CTexture__Unk_0056eb60	3	CDXMeshVB,CLandscapeIB	CDXMeshVB:2;CLandscapeIB:1	false
0x0056f500	CTexture__Unk_0056f500	1	CFastVB	CFastVB:1	true
0x0056f540	CTexture__Unk_0056f540	13	CDXTexture,CTexture	CTexture:10;CDXTexture:3	false
0x0056f580	CTexture__Unk_0056f580	14	CTexture	CTexture:14	false
0x0056f5c0	CTexture__Unk_0056f5c0	1	CTexture	CTexture:1	false
0x0056f620	CTexture__Unk_0056f620	1	CTexture	CTexture:1	false
0x0056fce0	CTexture__Unk_0056fce0	1	CTexture	CTexture:1	false
0x0056fdc0	CTexture__Unk_0056fdc0	1	CTexture	CTexture:1	false
0x0056fe70	CTexture__Unk_0056fe70	3	CDXTexture,CTexture	CDXTexture:2;CTexture:1	false
0x00570000	CTexture__Unk_00570000	2	CTexture	CTexture:2	false
0x00570870	CTexture__Unk_00570870	2	CTexture	CTexture:2	false
0x005715b0	CTexture__Unk_005715b0	1	CFastVB	CFastVB:1	true
0x00571870	CTexture__Unk_00571870	6	CDXTexture,CFastVB,CTexture	CTexture:4;CDXTexture:1;CFastVB:1	false
0x00571890	CTexture__Unk_00571890	1	CTexture	CTexture:1	false
0x005718c0	CTexture__Unk_005718c0	1	CTexture	CTexture:1	false
0x005721f0	CTexture__Unk_005721f0	2	CTexture	CTexture:2	false
0x00572310	CTexture__Unk_00572310	1	CDXTexture	CDXTexture:1	true
0x00572500	CTexture__Unk_00572500	1	CTexture	CTexture:1	false
0x00572570	CTexture__Unk_00572570	1	CTexture	CTexture:1	false
0x005725e0	CTexture__Unk_005725e0	1	CTexture	CTexture:1	false
0x00572e40	CTexture__Unk_00572e40	1			false
0x00572fa0	CTexture__Unk_00572fa0	10	CTexture	CTexture:10	false
0x00573140	CTexture__Unk_00573140	5	CTexture	CTexture:5	false
0x00573170	CTexture__Unk_00573170	13	CDXTexture,CTexture	CTexture:12;CDXTexture:1	false
0x005736d0	CTexture__Unk_005736d0	26	CDXTexture,CTexture	CTexture:14;CDXTexture:12	false
0x005738e0	CTexture__Unk_005738e0	2	CTexture	CTexture:2	false
0x00573cc0	CTexture__Unk_00573cc0	3	CTexture	CTexture:3	false
0x00573d00	CTexture__Unk_00573d00	1	CTexture	CTexture:1	false
0x00573d80	CTexture__Unk_00573d80	1	CTexture	CTexture:1	false
0x00574080	CTexture__Unk_00574080	1	CTexture	CTexture:1	false
0x005740a0	CTexture__Unk_005740a0	2	CTexture	CTexture:2	false
0x00574100	CTexture__Unk_00574100	1	CTexture	CTexture:1	false
0x00574120	CTexture__Unk_00574120	1	CTexture	CTexture:1	false
0x00574180	CTexture__Unk_00574180	2	CTexture	CTexture:2	false
0x005741d0	CTexture__Unk_005741d0	2	CTexture	CTexture:2	false
0x00574200	CTexture__Unk_00574200	1	CTexture	CTexture:1	false
0x00574230	CTexture__Unk_00574230	5	CDXTexture,CTexture	CTexture:4;CDXTexture:1	false
0x00574250	CTexture__Unk_00574250	2	CTexture	CTexture:2	false
0x00574492	CTexture__Unk_00574492	4	CFastVB,CTexture	CFastVB:2;CTexture:2	false
0x00574577	CTexture__Unk_00574577	30	CDXTexture,CFastVB,CTexture	CTexture:13;CDXTexture:9;CFastVB:8	false
0x00574645	CTexture__Unk_00574645	3	Platform	Platform:3	false
0x00574662	CTexture__Unk_00574662	3	CDXTexture,CFastVB	CFastVB:2;CDXTexture:1	false
0x0057473b	CTexture__Unk_0057473b	1	CFastVB	CFastVB:1	true
0x00574abb	CTexture__Unk_00574abb	1	CDXTexture	CDXTexture:1	true
0x00574ae5	CTexture__Unk_00574ae5	1	CDXTexture	CDXTexture:1	true
0x00574b9d	CTexture__Unk_00574b9d	1	CDXTexture	CDXTexture:1	true
0x00575b1d	CTexture__Unk_00575b1d	2	CTexture	CTexture:1	false
0x00575b47	CTexture__Unk_00575b47	1			false
0x00575bd5	CTexture__Unk_00575bd5	2	CTexture	CTexture:1	false
0x00575bff	CTexture__Unk_00575bff	1			false
0x00575e77	CTexture__Unk_00575e77	2	CTexture	CTexture:1	false
0x00575ea1	CTexture__Unk_00575ea1	1			false
0x00575f72	CTexture__Unk_00575f72	2	CTexture	CTexture:1	false
0x00575fa1	CTexture__Unk_00575fa1	1			false
0x00575ffe	CTexture__Unk_00575ffe	3	CFastVB,CTexture	CFastVB:1;CTexture:1	false
0x00576167	CTexture__Unk_00576167	2	CTexture	CTexture:2	false
0x00576178	CTexture__Unk_00576178	2	CDXTexture,CFastVB	CDXTexture:1;CFastVB:1	false
0x00576404	CTexture__Unk_00576404	1			false
0x005764d5	CTexture__Unk_005764d5	2	CTexture	CTexture:1	false
0x005764ff	CTexture__Unk_005764ff	1			false
0x005765f2	CTexture__Unk_005765f2	2	CTexture	CTexture:1	false
0x00576621	CTexture__Unk_00576621	1			false
0x0057748e	CTexture__Unk_0057748e	2	CTexture	CTexture:1	false
0x005774ae	CTexture__Unk_005774ae	1			false
0x005776a5	CTexture__Unk_005776a5	2	CTexture	CTexture:1	false
0x00577a38	CTexture__Unk_00577a38	1	CTexture	CTexture:1	false
0x00577b17	CTexture__Unk_00577b17	2	CTexture	CTexture:2	false
0x00577b24	CTexture__Unk_00577b24	6			false
0x00577c83	CTexture__Unk_00577c83	2	CTexture	CTexture:2	false
0x00577c90	CTexture__Unk_00577c90	2			false
0x00577d47	CTexture__Unk_00577d47	2	CTexture	CTexture:2	false
0x00577d54	CTexture__Unk_00577d47	4			false
0x00577f8d	CTexture__Unk_00577f8d	2	CTexture	CTexture:1	false
0x00577fb7	CTexture__Unk_00577fb7	1			false
0x0057800e	CTexture__Unk_0057800e	1	CTexture	CTexture:1	false
0x0057804e	CTexture__Unk_0057804e	1			false
0x005783d9	CTexture__Unk_005783d9	1	CTexture	CTexture:1	false
0x005785c0	CTexture__Unk_005785c0	1			false
0x00578643	CTexture__Unk_00578643	1			false
0x00578dad	CTexture__Unk_00578dad	1			false
0x0057923a	CTexture__Unk_0057923a	1			false
0x00579273	CTexture__Unk_00579273	1			false
0x00579527	CTexture__Unk_00579527	1			false
0x00579601	CTexture__Unk_00579601	1			false
0x00579a9a	CTexture__Unk_00579a9a	4	CEngine,CVertexShader	CVertexShader:2;CEngine:1	false
0x00579b39	CTexture__Unk_00579b39	7	CDXTexture,CFastVB,CMeshCollisionVolume,CTexture	CFastVB:2;CMeshCollisionVolume:2;CTexture:2;CDXTexture:1	false
0x00579bd5	CTexture__Unk_00579bd5	16	CDXTexture,CFastVB,CTexture	CFastVB:12;CDXTexture:2;CTexture:2	false
0x00579ca5	CTexture__Unk_00579ca5	5	CDXTexture,CFastVB,CTexture	CDXTexture:3;CFastVB:1;CTexture:1	false
0x0057c28b	CTexture__Unk_0057c28b	1	CMeshCollisionVolume	CMeshCollisionVolume:1	true
0x0057c57d	CTexture__Unk_0057c57d	1	CTexture	CTexture:1	false
0x0057c5b2	CTexture__Unk_0057c5b2	1	CTexture	CTexture:1	false
0x0057c5dc	CTexture__Unk_0057c5dc	1	CMeshCollisionVolume	CMeshCollisionVolume:1	true
0x0057cc7b	CTexture__Unk_0057cc7b	1	CTexture	CTexture:1	false
0x0057cc8e	CTexture__Unk_0057cc8e	2	CFastVB	CFastVB:2	true
0x0057cca4	CTexture__Unk_0057cca4	5	CFastVB	CFastVB:5	true
0x0057d47e	CTexture__Unk_0057d47e	2	CDXTexture	CDXTexture:1	true
0x0057d89e	CTexture__Unk_0057d89e	1	CDXTexture	CDXTexture:1	true
0x0057de38	CTexture__Unk_0057de38	1	CDXTexture	CDXTexture:1	true
0x0057df84	CTexture__Unk_0057df84	1	CDXTexture	CDXTexture:1	true
0x0057e0c3	CTexture__Unk_0057e0c3	1	CFastVB	CFastVB:1	true
0x0057eadb	CTexture__Unk_0057eadb	1	CFastVB	CFastVB:1	true
0x0057f002	CTexture__Unk_0057f002	1	CFastVB	CFastVB:1	true
0x0057f391	CTexture__Unk_0057f391	1	CFastVB	CFastVB:1	true
0x00581263	CTexture__Unk_00581263	3	CDXTexture,CFastVB,CTexture	CDXTexture:1;CFastVB:1;CTexture:1	false
0x00581279	CTexture__Unk_00581279	37	CDXTexture,CFastVB,CTexture	CTexture:14;CFastVB:13;CDXTexture:10	false
0x0058183d	CTexture__Unk_0058183d	1	CFastVB	CFastVB:1	true
0x00582a99	CTexture__Unk_00582a99	1			false
0x00582bbe	CTexture__Unk_00582bbe	1			false
0x00582c8a	CTexture__Unk_00582c8a	1			false
0x00582dd3	CTexture__Unk_00582dd3	1			false
0x00583a94	CTexture__Unk_00583a94	1			false
0x00583ba4	CTexture__Unk_00583ba4	1			false
0x00583c8e	CTexture__Unk_00583c8e	1			false
0x00583d89	CTexture__Unk_00583d89	1			false
0x00583eb3	CTexture__Unk_00583eb3	1			false
0x00583fe5	CTexture__Unk_00583fe5	1			false
0x00584535	CTexture__Unk_00584535	1			false
0x0058463a	CTexture__Unk_0058463a	1			false
0x00584a4c	CTexture__Unk_00584a4c	1			false
0x00584b5f	CTexture__Unk_00584b5f	1			false
0x00584c04	CTexture__Unk_00584c04	1			false
0x00584cc3	CTexture__Unk_00584cc3	1			false
0x0058577f	CTexture__Unk_0058577f	1	CFastVB	CFastVB:1	true
0x0058579b	CTexture__Unk_0058579b	1			false
0x0058584f	CTexture__Unk_0058584f	1	CFastVB	CFastVB:1	true
0x0058586b	CTexture__Unk_0058586b	1			false
0x00585a5f	CTexture__Unk_00585a5f	1	CFastVB	CFastVB:1	true
0x00585cb0	CTexture__Unk_00585cb0	1			false
0x0058609e	CTexture__Unk_0058609e	1	CFastVB	CFastVB:1	true
0x005860ba	CTexture__Unk_005860ba	1			false
0x0058641c	CTexture__Unk_0058641c	1	CFastVB	CFastVB:1	true
0x00586438	CTexture__Unk_00586438	1			false
0x00586519	CTexture__Unk_00586519	1	CFastVB	CFastVB:1	true
0x00586535	CTexture__Unk_00586535	1	CFastVB	CFastVB:1	true
0x00586551	CTexture__Unk_00586551	1	CFastVB	CFastVB:1	true
0x005867d2	CTexture__Unk_005867d2	1	CFastVB	CFastVB:1	true
0x0058686f	CTexture__Unk_0058686f	1			false
0x005869b0	CTexture__Unk_005869b0	1			false
0x00586a55	CTexture__Unk_00586a55	1	CFastVB	CFastVB:1	true
0x00586a71	CTexture__Unk_00586a71	4	CDXTexture,CFastVB,CTexture	CFastVB:2;CDXTexture:1;CTexture:1	false
0x00586b63	CTexture__Unk_00586b63	1	CFastVB	CFastVB:1	true
0x00586b7f	CTexture__Unk_00586b7f	1	CFastVB	CFastVB:1	true
0x00586b9b	CTexture__Unk_00586b9b	1	CFastVB	CFastVB:1	true
0x00587477	CTexture__Unk_00587477	5	CDXTexture,CTexture	CTexture:4;CDXTexture:1	false
0x00587663	CTexture__Unk_00587663	1	CFastVB	CFastVB:1	true
0x0058767b	CTexture__Unk_0058767b	1	CFastVB	CFastVB:1	true
0x00587693	CTexture__Unk_00587693	1	CFastVB	CFastVB:1	true
0x005876ab	CTexture__Unk_005876ab	6			false
0x00587af0	CTexture__Unk_00587af0	6			false
0x00587e1e	CTexture__Unk_00587e1e	1	CFastVB	CFastVB:1	true
0x00587e36	CTexture__Unk_00587e36	1	CFastVB	CFastVB:1	true
0x00588896	CTexture__Unk_00588896	4	CDXTexture,CMeshCollisionVolume	CDXTexture:3;CMeshCollisionVolume:1	false
0x00589cab	CTexture__Unk_00589cab	1	CTexture	CTexture:1	false
0x00589e73	CTexture__Unk_00589e73	1	CTexture	CTexture:1	false
0x0058b3c7	CTexture__Unk_0058b3c7	1	CTexture	CTexture:1	false
0x0058b812	CTexture__Unk_0058b812	1	CTexture	CTexture:1	false
0x0058bd25	CTexture__Unk_0058bd25	1	CTexture	CTexture:1	false
0x0058bd87	CTexture__Unk_0058bd87	2	CDXTexture,CTexture	CDXTexture:1;CTexture:1	false
0x0058c2b9	CTexture__Unk_0058c2b9	2	CDXTexture,CFastVB	CDXTexture:1;CFastVB:1	false
0x0058c396	CTexture__Unk_0058c396	5	CMeshCollisionVolume,CTexture	CTexture:3;CMeshCollisionVolume:2	false
0x0058c3fe	CTexture__Unk_0058c3fe	7	CDXTexture,CTexture	CTexture:4;CDXTexture:3	false
0x0058c457	CTexture__Unk_0058c457	1	CTexture	CTexture:1	false
0x0058c5d3	CTexture__Unk_0058c5d3	2	CTexture	CTexture:2	false
0x0058c652	CTexture__Unk_0058c652	1	CTexture	CTexture:1	false
0x0058d18b	CTexture__Unk_0058d18b	1	CTexture	CTexture:1	false
0x0058d1ca	CTexture__Unk_0058d1ca	1	CTexture	CTexture:1	false
0x0058d2ad	CTexture__Unk_0058d2ad	25	CDXTexture,CFastVB,CTexture	CDXTexture:12;CTexture:9;CFastVB:4	false
0x0058d419	CTexture__Unk_0058d419	1	CTexture	CTexture:1	false
0x0058eefb	CTexture__Unk_0058eefb	1	CTexture	CTexture:1	false
0x0058f1e0	CTexture__Unk_0058f1e0	2	CTexture	CTexture:2	false
0x0058f1fc	CTexture__Unk_0058f1fc	3	CDXTexture	CDXTexture:3	true
0x0058f577	CTexture__Unk_0058f577	2	CTexture	CTexture:2	false
0x0058f66f	CTexture__Unk_0058f66f	1	CTexture	CTexture:1	false
0x0059020b	CTexture__Unk_0059020b	1	CTexture	CTexture:1	false
0x005907d9	CTexture__Unk_005907d9	1	CTexture	CTexture:1	false
0x00590c4a	CTexture__Unk_00590c4a	1	CTexture	CTexture:1	false
0x00590cc2	CTexture__Unk_00590cc2	1			false
0x00590ea0	CTexture__Unk_00590ea0	1	CDXTexture	CDXTexture:1	true
0x00590f80	CTexture__Unk_00590f80	1	CDXTexture	CDXTexture:1	true
0x00591460	CTexture__Unk_00591460	2			false
0x005919e0	CTexture__Unk_005919e0	1			false
0x00591cb0	CTexture__Unk_00591cb0	1			false
0x005928d0	CTexture__Unk_005928d0	1	CTexture	CTexture:1	false
0x00592950	CTexture__Unk_00592950	1	CDXTexture	CDXTexture:1	true
0x00592a80	CTexture__Unk_00592a80	1	CTexture	CTexture:1	false
0x00592d45	CTexture__Unk_00592d45	34	CDXTexture,CFastVB,CTexture	CTexture:19;CFastVB:8;CDXTexture:6	false
0x00592d63	CTexture__Unk_00592d63	21	CDXTexture,CFastVB,CTexture	CTexture:13;CDXTexture:5;CFastVB:3	false
0x00592d7a	CTexture__Unk_00592d7a	3	CMeshCollisionVolume,CTexture	CTexture:2;CMeshCollisionVolume:1	false
0x00592d9e	CTexture__Unk_00592d9e	1	CMeshCollisionVolume	CMeshCollisionVolume:1	true
0x00592dc2	CTexture__Unk_00592dc2	1	CDXTexture	CDXTexture:1	true
0x00592eb6	CTexture__Unk_00592eb6	1	CDXTexture	CDXTexture:1	true
0x0059371d	CTexture__Unk_0059371d	1	CDXTexture	CDXTexture:1	true
0x00593753	CTexture__Unk_00593753	1	CDXTexture	CDXTexture:1	true
0x005937bc	CTexture__Unk_005937bc	1	CDXTexture	CDXTexture:1	true
0x005937c7	CTexture__Unk_005937c7	1	CDXTexture	CDXTexture:1	true
0x005937db	CTexture__Unk_005937db	1	CDXTexture	CDXTexture:1	true
0x00593951	CTexture__Unk_00593951	1	CDXTexture	CDXTexture:1	true
0x005944e3	CTexture__Unk_005944e3	1	CFastVB	CFastVB:1	true
0x00594836	CTexture__Unk_00594836	1	CFastVB	CFastVB:1	true
0x00594ff9	CTexture__Unk_00594ff9	1	CTexture	CTexture:1	false
0x00595030	CTexture__Unk_00595030	1	CTexture	CTexture:1	false
0x0059519a	CTexture__Unk_0059519a	1	CDXTexture	CDXTexture:1	true
0x005961d0	CTexture__Unk_005961d0	1	CDXTexture	CDXTexture:1	true
0x005962b3	CTexture__Unk_005962b3	1	CDXTexture	CDXTexture:1	true
0x0059764a	CTexture__Unk_0059764a	3	CTexture	CTexture:3	false
0x005980be	CTexture__Unk_005980be	1	CFastVB	CFastVB:1	true
0x0059822c	CTexture__Unk_0059822c	1	CFastVB	CFastVB:1	true
0x00598390	CTexture__Unk_00598390	1	CFastVB	CFastVB:1	true
0x0059879e	CTexture__Unk_0059879e	2	CFastVB	CFastVB:1	true
0x005987b2	CTexture__Unk_005987b2	1	CTexture	CTexture:1	false
0x005987d9	CTexture__Unk_005987d9	1	CFastVB	CFastVB:1	true
0x0059881b	CTexture__Unk_0059881b	1			false
0x005989c3	CTexture__Unk_005989c3	1			false
0x005989db	CTexture__Unk_005989db	13	CFastVB,CTexture	CTexture:11;CFastVB:2	false
0x00598a81	CTexture__Unk_00598a81	4	CFastVB	CFastVB:4	true
0x00598abd	CTexture__Unk_00598abd	4	CFastVB,CTexture	CFastVB:2;CTexture:2	false
0x00598fc0	CTexture__Unk_00598fc0	1			false
0x00598fdc	CTexture__Unk_00598fdc	2	CDXTexture,CTexture	CDXTexture:1;CTexture:1	false
0x00598ff4	CTexture__Unk_00598ff4	2	CDXTexture,CTexture	CDXTexture:1;CTexture:1	false
