address	old_name	inferred_owner	xref_count	top_counts
0x0055d731	CTexture__Unk_0055d731		512
0x0055eb3d	CTexture__Unk_0055eb3d		15	CWorld:4;CDXEngine:4;CEngine:4;CSquadNormal:2
0x0055ec4a	CTexture__Unk_0055ec4a		1
0x0055ed50	CTexture__Unk_0055ed50	CDXTexture	10	CDXTexture:3;CFastVB:2;CMemoryManager:1;CVBufTexture:1
0x0055f2e8	CTexture__Unk_0055f2e8		3	CDropship:1;CFEPOptions:1;CFEPVirtualKeyboard:1
0x0055f783	CTexture__Unk_0055f783		5
0x00560b2c	CTexture__Unk_00560b2c		1
0x00560b80	CTexture__Unk_00560b80		2
0x00561150	CTexture__Unk_00561150		1
0x00564486	CTexture__Unk_00564486		2
0x0056468c	CTexture__Unk_0056468c		1
0x00564ba5	CTexture__Unk_00564ba5		2
0x00564fdf	CTexture__Unk_00564fdf		0
0x0056585a	CTexture__Unk_0056585a		2	CDXTexture:1;ControlsUI:1
0x0056586a	CTexture__Unk_0056586a		3
0x00565ab0	CTexture__Unk_00565ab0		3
0x00565bcb	CTexture__Unk_00565bcb		2
0x00565c84	CTexture__Unk_00565c84		2
0x0056668d	CTexture__Unk_0056668d		3	CDXTexture:1
0x00566996	CTexture__Unk_00566996		1
0x00566a47	CTexture__Unk_00566a47		1
0x00566e38	CTexture__Unk_00566e38		2	CDXTexture:1
0x00567130	CTexture__Unk_00567130		3	CDXTexture:1
0x00567bfb	CTexture__Unk_00567bfb		2	CDXTexture:1;CFastVB:1
0x00567ed0	CTexture__Unk_00567ed0		1
0x00568dc6	CTexture__Unk_00568dc6		1
0x0056941a	CTexture__Unk_0056941a		2	CDXTexture:1
0x00569a65	CTexture__Unk_00569a65		1
0x00569a7b	CTexture__Unk_00569a7b		1
0x00569aa8	CTexture__Unk_00569aa8		1
0x0056a106	CTexture__Unk_0056a106		1
0x0056a1cd	CTexture__Unk_0056a1cd		3	CFastVB:1
0x0056a69e	CTexture__Unk_0056a69e		3	CFastVB:1
0x0056b4f2	CTexture__Unk_0056b4f2		0
0x0056be17	CTexture__Unk_0056be17		1
0x0056cbb4	CTexture__Unk_0056cbb4		1
0x0056cbe2	CTexture__Unk_0056cbe2		1
0x0056ce69	CTexture__Unk_0056ce69		1
0x0056ce8a	CTexture__Unk_0056ce8a		1
0x0056d036	CTexture__Unk_0056d036		4
0x0056d8da	CTexture__Unk_0056d8da		2
0x0056dafa	CTexture__Unk_0056dafa		2
0x00572e40	CTexture__Unk_00572e40		1
0x005738e0	CTexture__Unk_005738e0		2
0x00573cc0	CTexture__Unk_00573cc0		3
0x00573d80	CTexture__Unk_00573d80		1
0x00574080	CTexture__Unk_00574080		1
0x005740a0	CTexture__Unk_005740a0		2
0x00574100	CTexture__Unk_00574100		1
0x00574120	CTexture__Unk_00574120		1
0x00574180	CTexture__Unk_00574180		2
0x00575b1d	CTexture__Unk_00575b1d		2
0x00575b47	CTexture__Unk_00575b47		1
0x00575bd5	CTexture__Unk_00575bd5		2
0x00575bff	CTexture__Unk_00575bff		1
0x00575e77	CTexture__Unk_00575e77		2
0x00575ea1	CTexture__Unk_00575ea1		1
0x00575f72	CTexture__Unk_00575f72		2
0x00575fa1	CTexture__Unk_00575fa1		1
0x00575ffe	CTexture__Unk_00575ffe		3	CFastVB:1
0x00576167	CTexture__Unk_00576167		2
0x00576178	CTexture__Unk_00576178		2	CDXTexture:1;CFastVB:1
0x00576404	CTexture__Unk_00576404		1
0x005764d5	CTexture__Unk_005764d5		2
0x005764ff	CTexture__Unk_005764ff		1
0x005765f2	CTexture__Unk_005765f2		2
0x00576621	CTexture__Unk_00576621		1
0x0057748e	CTexture__Unk_0057748e		2
0x005774ae	CTexture__Unk_005774ae		1
0x005776a5	CTexture__Unk_005776a5		2
0x00577a38	CTexture__Unk_00577a38		1
0x00577b17	CTexture__Unk_00577b17		2
0x00577b24	CTexture__Unk_00577b24		6
0x00577c83	CTexture__Unk_00577c83		2
