address	name	signature
0x0055d731	CTexture__Unk_0055d731	int CTexture__Unk_0055d731(void)
0x0055eb3d	CTexture__Unk_0055eb3d	double __cdecl CTexture__Unk_0055eb3d(double param_1)
0x0055ec4a	CTexture__Unk_0055ec4a	void __cdecl CTexture__Unk_0055ec4a(uint param_1)
0x0055ed50	CTexture__Unk_0055ed50	int __cdecl CTexture__Unk_0055ed50(void * param_1, void * param_2, uint param_3)
0x0055f2e8	CTexture__Unk_0055f2e8	int __cdecl CTexture__Unk_0055f2e8(void * param_1, void * param_2)
0x0055f783	CTexture__Unk_0055f783	int __cdecl CTexture__Unk_0055f783(int param_1)
0x00560b2c	CTexture__Unk_00560b2c	int CTexture__Unk_00560b2c(void)
0x00560b80	CTexture__Unk_00560b80	void __cdecl CTexture__Unk_00560b80(int param_1)
0x00561150	CTexture__Unk_00561150	void CTexture__Unk_00561150(void)
0x00564486	CTexture__Unk_00564486	int __cdecl CTexture__Unk_00564486(int param_1, uint param_2, int param_3)
0x0056468c	CTexture__Unk_0056468c	double CTexture__Unk_0056468c(void)
0x00564ba5	CTexture__Unk_00564ba5	int __stdcall CTexture__Unk_00564ba5(void * param_1)
0x00564fdf	CTexture__Unk_00564fdf	int __cdecl CTexture__Unk_00564fdf(int param_1)
0x0056585a	CTexture__Unk_0056585a	int __cdecl CTexture__Unk_0056585a(void * param_1)
0x0056586a	CTexture__Unk_0056586a	int __cdecl CTexture__Unk_0056586a(int param_1, void * param_2)
0x00565ab0	CTexture__Unk_00565ab0	int __cdecl CTexture__Unk_00565ab0(int param_1, int param_2)
0x00565bcb	CTexture__Unk_00565bcb	int CTexture__Unk_00565bcb(void)
0x00565c84	CTexture__Unk_00565c84	int __cdecl CTexture__Unk_00565c84(void * param_1, void * param_2, void * param_3, void * param_4)
0x0056668d	CTexture__Unk_0056668d	int * __cdecl CTexture__Unk_0056668d(void * param_1)
0x00566996	CTexture__Unk_00566996	int CTexture__Unk_00566996(void)
0x00566a47	CTexture__Unk_00566a47	int __cdecl CTexture__Unk_00566a47(int param_1)
0x00566e38	CTexture__Unk_00566e38	int CTexture__Unk_00566e38(void)
0x00567130	CTexture__Unk_00567130	int * __cdecl CTexture__Unk_00567130(uint param_1)
0x00567bfb	CTexture__Unk_00567bfb	int __cdecl CTexture__Unk_00567bfb(uint param_1, void * param_2, void * param_3)
0x00567ed0	CTexture__Unk_00567ed0	int CTexture__Unk_00567ed0(void)
0x00568dc6	CTexture__Unk_00568dc6	int CTexture__Unk_00568dc6(void)
0x0056941a	CTexture__Unk_0056941a	bool __cdecl CTexture__Unk_0056941a(int param_1)
0x00569a65	CTexture__Unk_00569a65	void __cdecl CTexture__Unk_00569a65(void * param_1, void * param_2)
0x00569a7b	CTexture__Unk_00569a7b	void __cdecl CTexture__Unk_00569a7b(void * param_1, int param_2)
0x00569aa8	CTexture__Unk_00569aa8	void __cdecl CTexture__Unk_00569aa8(void * param_1, int param_2)
0x0056a106	CTexture__Unk_0056a106	uint __thiscall CTexture__Unk_0056a106(void * this, void * param_1, int param_2)
0x0056a1cd	CTexture__Unk_0056a1cd	int CTexture__Unk_0056a1cd(void)
0x0056a69e	CTexture__Unk_0056a69e	int CTexture__Unk_0056a69e(void)
0x0056b4f2	CTexture__Unk_0056b4f2	uint __cdecl CTexture__Unk_0056b4f2(int param_1)
0x0056be17	CTexture__Unk_0056be17	int CTexture__Unk_0056be17(void)
0x0056cbb4	CTexture__Unk_0056cbb4	void CTexture__Unk_0056cbb4(void)
0x0056cbe2	CTexture__Unk_0056cbe2	void CTexture__Unk_0056cbe2(void)
0x0056ce69	CTexture__Unk_0056ce69	int __cdecl CTexture__Unk_0056ce69(int param_1)
0x0056ce8a	CTexture__Unk_0056ce8a	bool __cdecl CTexture__Unk_0056ce8a(void * param_1)
0x0056d036	CTexture__Unk_0056d036	int CTexture__Unk_0056d036(void)
0x0056d8da	CTexture__Unk_0056d8da	void __cdecl CTexture__Unk_0056d8da(void * param_1, void * param_2)
0x0056dafa	CTexture__Unk_0056dafa	void __cdecl CTexture__Unk_0056dafa(void * param_1, uint param_2, int param_3)
0x00572e40	CTexture__Unk_00572e40	void __fastcall CTexture__Unk_00572e40(int param_1)
0x005738e0	CTexture__Unk_005738e0	void __thiscall CTexture__Unk_005738e0(void * this, int param_1, void * param_2, void * param_3)
0x00573cc0	CTexture__Unk_00573cc0	void __stdcall CTexture__Unk_00573cc0(void * param_1)
0x00573d80	CTexture__Unk_00573d80	int CTexture__Unk_00573d80(void)
0x00574080	CTexture__Unk_00574080	void __cdecl CTexture__Unk_00574080(void * param_1)
0x005740a0	CTexture__Unk_005740a0	void __thiscall CTexture__Unk_005740a0(void * this, int param_1, void * param_2)
0x00574100	CTexture__Unk_00574100	void __stdcall CTexture__Unk_00574100(int param_1, int param_2)
0x00574120	CTexture__Unk_00574120	void __fastcall CTexture__Unk_00574120(void * param_1)
0x00574180	CTexture__Unk_00574180	void __fastcall CTexture__Unk_00574180(void * param_1)
0x00575b1d	CTexture__Unk_00575b1d	int CTexture__Unk_00575b1d(void)
0x00575b47	CTexture__Unk_00575b47	int CTexture__Unk_00575b47(void)
0x00575bd5	CTexture__Unk_00575bd5	int CTexture__Unk_00575bd5(void)
0x00575bff	CTexture__Unk_00575bff	int CTexture__Unk_00575bff(void)
0x00575e77	CTexture__Unk_00575e77	int CTexture__Unk_00575e77(void)
0x00575ea1	CTexture__Unk_00575ea1	int CTexture__Unk_00575ea1(void)
0x00575f72	CTexture__Unk_00575f72	int CTexture__Unk_00575f72(void)
0x00575fa1	CTexture__Unk_00575fa1	int CTexture__Unk_00575fa1(void)
0x00575ffe	CTexture__Unk_00575ffe	void CTexture__Unk_00575ffe(void)
0x00576167	CTexture__Unk_00576167	void CTexture__Unk_00576167(void)
0x00576178	CTexture__Unk_00576178	void CTexture__Unk_00576178(void)
0x00576404	CTexture__Unk_00576404	int CTexture__Unk_00576404(void)
0x005764d5	CTexture__Unk_005764d5	int CTexture__Unk_005764d5(void)
0x005764ff	CTexture__Unk_005764ff	int CTexture__Unk_005764ff(void)
0x005765f2	CTexture__Unk_005765f2	int CTexture__Unk_005765f2(void)
0x00576621	CTexture__Unk_00576621	int CTexture__Unk_00576621(void)
0x0057748e	CTexture__Unk_0057748e	void __stdcall CTexture__Unk_0057748e(int param_1, int param_2, int param_3)
0x005774ae	CTexture__Unk_005774ae	void __stdcall CTexture__Unk_005774ae(void * param_1, void * param_2, float param_3)
0x005776a5	CTexture__Unk_005776a5	void __stdcall CTexture__Unk_005776a5(int param_1, int param_2, int param_3, int param_4)
0x00577a38	CTexture__Unk_00577a38	void __stdcall CTexture__Unk_00577a38(int param_1, int param_2, int param_3, int param_4)
0x00577b17	CTexture__Unk_00577b17	void CTexture__Unk_00577b17(void)
0x00577b24	CTexture__Unk_00577b24	void CTexture__Unk_00577b24(void)
0x00577c83	CTexture__Unk_00577c83	void CTexture__Unk_00577c83(void)
0x00577c90	CTexture__Unk_00577c90	void CTexture__Unk_00577c90(void)
0x00577d47	CTexture__Unk_00577d47	void CTexture__Unk_00577d47(void)
0x00577d54	CTexture__Unk_00577d47	void CTexture__Unk_00577d47(void)
0x00577f8d	CTexture__Unk_00577f8d	int CTexture__Unk_00577f8d(void)
0x00577fb7	CTexture__Unk_00577fb7	int __stdcall CTexture__Unk_00577fb7(int param_1, int param_2, int param_3, int param_4, int param_5, float param_6)
0x0057800e	CTexture__Unk_0057800e	void CTexture__Unk_0057800e(void)
0x0057804e	CTexture__Unk_0057804e	int CTexture__Unk_0057804e(void)
0x005783d9	CTexture__Unk_005783d9	void CTexture__Unk_005783d9(void)
0x005785c0	CTexture__Unk_005785c0	int CTexture__Unk_005785c0(void)
0x00578643	CTexture__Unk_00578643	void __stdcall CTexture__Unk_00578643(void * param_1, void * param_2, void * param_3)
0x00578dad	CTexture__Unk_00578dad	int CTexture__Unk_00578dad(void)
0x0057923a	CTexture__Unk_0057923a	int __stdcall CTexture__Unk_0057923a(int param_1, int param_2, int param_3, int param_4)
0x00579273	CTexture__Unk_00579273	int CTexture__Unk_00579273(void)
0x00579527	CTexture__Unk_00579527	void __stdcall CTexture__Unk_00579527(void * param_1, void * param_2)
0x00579601	CTexture__Unk_00579601	void __stdcall CTexture__Unk_00579601(void * param_1)
0x00579b39	CTexture__Unk_00579b39	int __stdcall CTexture__Unk_00579b39(void * param_1, uint param_2, void * param_3)
0x00582a99	CTexture__Unk_00582a99	void __thiscall CTexture__Unk_00582a99(void * this, void * param_1, uint param_2, uint param_3, int param_4)
0x00582bbe	CTexture__Unk_00582bbe	void __thiscall CTexture__Unk_00582bbe(void * this, void * param_1, uint param_2, uint param_3, int param_4)
