target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
00596386	CDXTexture__Unk_00596386	00597660	0059764a	CTexture__Unk_0059764a	UNCONDITIONAL_CALL
00596386	CDXTexture__Unk_00596386	00597670	0059764a	CTexture__Unk_0059764a	UNCONDITIONAL_CALL
00596386	CDXTexture__Unk_00596386	005971f8	00596e23	CFastVB__QuantizeScalarBlockIndices	UNCONDITIONAL_CALL
00596386	CDXTexture__Unk_00596386	00597202	00596e23	CFastVB__QuantizeScalarBlockIndices	UNCONDITIONAL_CALL
005963d2	CDXTexture__Unk_005963d2	00598025	<none>	<no_function>	UNCONDITIONAL_CALL
005963d2	CDXTexture__Unk_005963d2	00598048	<none>	<no_function>	UNCONDITIONAL_CALL
0059764a	CTexture__Unk_0059764a	0059779a	0059778a	CTexture__Helper_0059778a	UNCONDITIONAL_CALL
0059764a	CTexture__Unk_0059764a	00597820	0059780d	CTexture__Helper_0059780d	UNCONDITIONAL_CALL
0059764a	CTexture__Unk_0059764a	00587552	00587477	CFastVB__Helper_00587477	DATA
005987b2	CTexture__Unk_005987b2	0058fc5a	0058fbc5	CTexture__Helper_0058fbc5	UNCONDITIONAL_CALL
0059881b	CTexture__Unk_0059881b	005ef234	<none>	<no_function>	DATA
005989c3	CTexture__Unk_005989c3	00598a38	<none>	<no_function>	UNCONDITIONAL_CALL
005989db	CTexture__Unk_005989db	0058b28e	0058b1a0	CTexture__Helper_0058b1a0	UNCONDITIONAL_CALL
005989db	CTexture__Unk_005989db	0058b2f8	0058b1a0	CTexture__Helper_0058b1a0	UNCONDITIONAL_CALL
005989db	CTexture__Unk_005989db	0058a821	0058a713	CTexture__Helper_0058a713	UNCONDITIONAL_CALL
005989db	CTexture__Unk_005989db	0058a927	0058a713	CTexture__Helper_0058a713	UNCONDITIONAL_CALL
005989db	CTexture__Unk_005989db	0058ab06	0058aacf	CTexture__Helper_0058aacf	UNCONDITIONAL_CALL
005989db	CTexture__Unk_005989db	0058acae	0058aacf	CTexture__Helper_0058aacf	UNCONDITIONAL_CALL
005989db	CTexture__Unk_005989db	0058ae40	0058aacf	CTexture__Helper_0058aacf	UNCONDITIONAL_CALL
