target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
0053d4c0	CDXEngine__Unk_0053d4c0	0053d4b9	<none>	<no_function>	UNCONDITIONAL_CALL
0053df40	CDXEngine__Unk_0053df40	004e9fc9	<none>	<no_function>	UNCONDITIONAL_CALL
0053df40	CDXEngine__Unk_0053df40	004ea110	<none>	<no_function>	UNCONDITIONAL_CALL
0053df40	CDXEngine__Unk_0053df40	004ea2f0	<none>	<no_function>	UNCONDITIONAL_CALL
00540970	CDXEngine__Unk_00540970	0042cd3e	0042c810	CConsole__RenderLoadingScreen	UNCONDITIONAL_CALL
00541f50	CDXEngine__Unk_00541f50	00547975	00547860	CDXEngine__Unk_00547860	UNCONDITIONAL_CALL
00542740	CDXEngine__Unk_00542740	005426f5	<none>	<no_function>	UNCONDITIONAL_CALL
00542a50	CDXEngine__Unk_00542a50	0053e5ae	0053e2e0	CDXEngine__Render	UNCONDITIONAL_CALL
00542ee0	CDXEngine__Unk_00542ee0	00542e47	00542a50	CDXEngine__Unk_00542a50	UNCONDITIONAL_CALL
00543300	CDXEngine__Unk_00543300	004dd0ad	<none>	<no_function>	UNCONDITIONAL_CALL
00543300	CDXEngine__Unk_00543300	004dd949	<none>	<no_function>	UNCONDITIONAL_CALL
00544040	CDXEngine__Unk_00544040	00449c53	004499d0	CEngine__Init	UNCONDITIONAL_CALL
00544060	CDXEngine__Unk_00544060	00449975	00449890	VFuncSlot_00_00449890	UNCONDITIONAL_CALL
005440a0	CDXEngine__Unk_005440a0	005441a5	005441a0	CDXEngine__Unk_005441a0	UNCONDITIONAL_CALL
005441a0	CDXEngine__Unk_005441a0	0044a2ab	0044a2a0	CResourceAccumulator__Helper_0044a2a0	UNCONDITIONAL_CALL
005441b0	CDXEngine__Unk_005441b0	0053e629	0053e2e0	CDXEngine__Render	UNCONDITIONAL_CALL
005473b0	CDXEngine__Unk_005473b0	004ec218	004ebfb0	CStaticShadows__UpdateVisibility	UNCONDITIONAL_CALL
005473b0	CDXEngine__Unk_005473b0	0044a6cc	0044a6b0	CDXEngine__ApplyNavMapConsoleToggle_Thunk	UNCONDITIONAL_CALL
005475d0	CDXEngine__Unk_005475d0	0044a186	0044a130	CGame__Helper_0044a130	UNCONDITIONAL_CALL
005475d0	CDXEngine__Unk_005475d0	0050d11e	0050b9c0	CWorld__LoadWorld	UNCONDITIONAL_CALL
005475d0	CDXEngine__Unk_005475d0	004431c4	00442f60	VFuncSlot_10_00442f60	UNCONDITIONAL_CALL
005475d0	CDXEngine__Unk_005475d0	004da4fd	<none>	<no_function>	UNCONDITIONAL_CALL
00547860	CDXEngine__Unk_00547860	00544706	<none>	<no_function>	UNCONDITIONAL_CALL
00547a60	CDXEngine__Unk_00547a60	005452fc	00545070	CDXLandscape__Reset	UNCONDITIONAL_CALL
00548d70	CDXEngine__Unk_00548d70	00548d45	<none>	<no_function>	UNCONDITIONAL_CALL
00548ec0	CDXEngine__Unk_00548ec0	00548d65	<none>	<no_function>	UNCONDITIONAL_CALL
005490c0	CDXEngine__Unk_005490c0	00512119	<none>	<no_function>	UNCONDITIONAL_CALL
00549290	CDXEngine__Unk_00549290	00468447	00468200	CFrontEnd__Render	UNCONDITIONAL_CALL
00549290	CDXEngine__Unk_00549290	0053ef87	0053ecc0	CDXEngine__PostRender	UNCONDITIONAL_CALL
005492b0	CDXEngine__Unk_005492b0	00429b7b	<none>	<no_function>	UNCONDITIONAL_CALL
00549400	CDXEngine__Unk_00549400	005d7a83	005d7a80	Unwind@005d7a80	UNCONDITIONAL_CALL
00549400	CDXEngine__Unk_00549400	005d7ac3	005d7ac0	Unwind@005d7ac0	UNCONDITIONAL_CALL
0054f6e0	CDXEngine__Unk_0054f6e0	0054f6d5	<none>	<no_function>	UNCONDITIONAL_CALL
0054f740	CDXEngine__Unk_0054f740	0054f6b5	<none>	<no_function>	UNCONDITIONAL_CALL
0054f760	CDXEngine__Unk_0054f760	004c8fba	<none>	<no_function>	UNCONDITIONAL_CALL
0054f7e0	CDXEngine__Unk_0054f7e0	0053ebe3	0053e2e0	CDXEngine__Render	UNCONDITIONAL_CALL
0054f7e0	CDXEngine__Unk_0054f7e0	00540f55	00540c30	CDXFrontEnd__SetupRenderMatricesAndProjection	UNCONDITIONAL_CALL
