vtable	col_ptr_slot	col_addr	signature	offset	cd_offset	type_desc	class_desc	raw_type_name	demangled_type_name
005e0780	005e077c	004f45e0	0x04244c8b	1358889355	-328708040	0x68006331	0x0066f580
005e0c2c	005e0c28	004f45e0	0x04244c8b	1358889355	-328708040	0x68006331	0x0066f580
005e10dc	005e10d8	004f45e0	0x04244c8b	1358889355	-328708040	0x68006331	0x0066f580
005e3170	005e316c	004f45e0	0x04244c8b	1358889355	-328708040	0x68006331	0x0066f580
005e132c	005e1328	00445610	0x57f18b56	-1928837493	-812971906	0x835850ff	0x840ffff8
005e1a20	005e1a1c	004d2010	0x57f18b56	-1928837493	1358891086	0xfff88358	0x868b6d74
005e2cbc	005e2cb8	0047c040	0x57f18b56	-1928837493	-812971906	0x835850ff	0x840ffff8
005e2f10	005e2f0c	004fdeb0	0xf18b5653	138840919	-1962377587	0x5850ffcf	0x0ffff883
