address	old_name	expected_new_name	actual_name	status
0x0053d760	CDXEngine__Unk_0053d760	CThing__Helper_0053d760	CThing__Helper_0053d760	OK
0x00540840	CDXEngine__Unk_00540840	PCPlatform__Helper_00540840	PCPlatform__Helper_00540840	OK
0x00544770	CDXEngine__Unk_00544770	CDXLandscape__Helper_00544770	CDXLandscape__Helper_00544770	OK
0x005492d0	CDXEngine__Unk_005492d0	CLTShell__Helper_005492d0	CLTShell__Helper_005492d0	OK
0x00549310	CDXEngine__Unk_00549310	CLTShell__Helper_00549310	CLTShell__Helper_00549310	OK
