address	old_name	inferred_owner	new_name	xref_count	top_counts
0x0050f680	CWorldPhysicsManager__Unk_0050f680	CSpawnerThng	CSpawnerThng__Helper_0050f680	2	CSpawnerThng:2
0x005113f0	CWorldPhysicsManager__Unk_005113f0	CWeaponRound	CWeaponRound__Helper_005113f0	2	CWeaponRound:2
0x00511510	CWorldPhysicsManager__Unk_00511510	CUnit	CUnit__Helper_00511510	7	CUnit:4;CSpawnerThng:3
