address	expected_name	actual_name	status
0x004e1200	CMessageBox__Helper_004e1200	CMessageBox__Helper_004e1200	ok
0x004e1260	CMonitor__Helper_004e1260	CMonitor__Helper_004e1260	ok
0x004e1800	CMonitor__Helper_004e1800	CMonitor__Helper_004e1800	ok
0x004e1880	CMonitor__Helper_004e1880	CMonitor__Helper_004e1880	ok
0x004e1910	CBattleEngine__Helper_004e1910	CBattleEngine__Helper_004e1910	ok
0x004e1940	CMonitor__Helper_004e1940	CMonitor__Helper_004e1940	ok
0x004e1ab0	CMonitor__Helper_004e1ab0	CMonitor__Helper_004e1ab0	ok
