target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
004cba30	CParticleManager__Unk_004cba30	004c5114	<none>	<no_function>	UNCONDITIONAL_CALL
004cba90	CParticleManager__Unk_004cba90	004c0a65	<none>	<no_function>	UNCONDITIONAL_CALL
004cba90	CParticleManager__Unk_004cba90	004c1b19	<none>	<no_function>	UNCONDITIONAL_CALL
00469c20	CUnitAI__Unk_00469c20	0045a723	00459ee0	CFEPMultiplayerStart__SubObj8848__Render	UNCONDITIONAL_CALL
00469c20	CUnitAI__Unk_00469c20	0046199b	00460b40	CFEPLevelSelect__Render	UNCONDITIONAL_CALL
00469cf0	CUnitAI__Unk_00469cf0	0048f98c	0048f620	CDXEngine__Helper_0048f620	UNCONDITIONAL_CALL
00469cf0	CUnitAI__Unk_00469cf0	0046a1f5	0046a1f0	CUnitAI__GetStringByResolvedTextIdAfter	UNCONDITIONAL_CALL
0046a210	CUnitAI__Unk_0046a210	0045230c	<none>	<no_function>	UNCONDITIONAL_CALL
00451a40	CUnitAI__Unk_00451a40	00450da1	<none>	<no_function>	UNCONDITIONAL_CALL
00451a40	CUnitAI__Unk_00451a40	0045139b	<none>	<no_function>	UNCONDITIONAL_CALL
00451a40	CUnitAI__Unk_00451a40	00451638	<none>	<no_function>	UNCONDITIONAL_CALL
