target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
004422d0	CSoundManager__Helper_004422d0	004e1ca2	004e1b20	CSoundManager__UpdateStatus	UNCONDITIONAL_CALL
00442380	CSoundManager__Helper_00442380	004e2b5f	004e2b30	CSoundManager__Helper_004e2b30	UNCONDITIONAL_CALL
00442380	CSoundManager__Helper_00442380	004e1dcd	004e1b20	CSoundManager__UpdateStatus	UNCONDITIONAL_CALL
004e2b30	CSoundManager__Helper_004e2b30	004e0747	004e06e0	CSoundManager__Shutdown	UNCONDITIONAL_CALL
00441e50	CGame__Helper_00441e50	0046cbe4	0046ca70	CGame__ShutdownRestartLoop	UNCONDITIONAL_CALL
00441b80	Platform__Helper_00441b80	005158fb	005158f0	Platform__FinalizeAsyncSaveCareer	UNCONDITIONAL_CALL
0057511b	Platform__Helper_0057511b	00441d4a	00441b80	Platform__Helper_00441b80	UNCONDITIONAL_CALL
00574645	Platform__Helper_00574645	00441c13	00441b80	Platform__Helper_00441b80	UNCONDITIONAL_CALL
00574645	Platform__Helper_00574645	00441c4f	00441b80	Platform__Helper_00441b80	UNCONDITIONAL_CALL
00574645	Platform__Helper_00574645	00441d96	00441b80	Platform__Helper_00441b80	UNCONDITIONAL_CALL
0044d6f0	CFrontEnd__Helper_0044d6f0	00468433	00468200	CFrontEnd__Render	UNCONDITIONAL_CALL
0044dd60	CFrontEnd__Helper_0044dd60	0044d82c	0044d6f0	CFrontEnd__Helper_0044d6f0	UNCONDITIONAL_CALL
0044dd60	CFrontEnd__Helper_0044dd60	00466a7a	004669a0	VFuncSlot_03_004669a0	UNCONDITIONAL_CALL
0042d7d0	CFrontEnd__Helper_0042d7d0	0042bbda	0042bbc0	CConsole__SetLoading	UNCONDITIONAL_CALL
0042d7d0	CFrontEnd__Helper_0042d7d0	00465662	00465640	CLTShell__Helper_00465640	UNCONDITIONAL_CALL
0042d7d0	CFrontEnd__Helper_0042d7d0	0046569f	00465640	CLTShell__Helper_00465640	UNCONDITIONAL_CALL
0042d7d0	CFrontEnd__Helper_0042d7d0	0046df96	0046dc30	CGame__RestartLoopRunLevel	UNCONDITIONAL_CALL
0042d7d0	CFrontEnd__Helper_0042d7d0	004655f9	004655d0	con_fmv_play	UNCONDITIONAL_CALL
0042d7d0	CFrontEnd__Helper_0042d7d0	0046561e	004655d0	con_fmv_play	UNCONDITIONAL_CALL
0044a1f0	CResourceAccumulator__Helper_0044a1f0	00491116	00491060	CResourceAccumulator__Helper_00491060	UNCONDITIONAL_CALL
0044a2a0	CResourceAccumulator__Helper_0044a2a0	004910f2	00491060	CResourceAccumulator__Helper_00491060	UNCONDITIONAL_CALL
0044a2c0	CResourceAccumulator__Helper_0044a2c0	00491138	00491060	CResourceAccumulator__Helper_00491060	UNCONDITIONAL_CALL
0044a6e0	CResourceAccumulator__Helper_0044a6e0	004d768d	004d7200	CResourceAccumulator__ReadResourceFile	UNCONDITIONAL_CALL
