target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
004442d0	CDestroyableSegment__Unk_004442d0	004fd5fa	004fd5e0	VFuncSlot_26_004fd5e0	UNCONDITIONAL_CALL
004442d0	CDestroyableSegment__Unk_004442d0	004fd644	004fd5e0	VFuncSlot_26_004fd5e0	UNCONDITIONAL_CALL
00444300	CDestroyableSegment__Unk_00444300	004fd619	004fd5e0	VFuncSlot_26_004fd5e0	UNCONDITIONAL_CALL
00444330	CDestroyableSegment__Unk_00444330	004f99fc	004f99f0	CDXCompass__Helper_004f99f0	UNCONDITIONAL_CALL
00444370	CDestroyableSegment__Unk_00444370	004f9a53	004f9a40	CSphere__Helper_004f9a40	UNCONDITIONAL_CALL
004443b0	CDestroyableSegment__Unk_004443b0	004f9a1c	<none>	<no_function>	UNCONDITIONAL_CALL
004443f0	CDestroyableSegment__Unk_004443f0	004fd1dc	004fd140	CUnit__Helper_004fd140	UNCONDITIONAL_CALL
