target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
0044a690	CUnitAI__Unk_0044a690	00492960	00492950	CMapWho__DebugDraw	UNCONDITIONAL_CALL
0044a690	CUnitAI__Unk_0044a690	0050ab7a	0050ab60	CVBufTexture__Unk_0050ab60	UNCONDITIONAL_CALL
0046a1f0	CUnitAI__Unk_0046a1f0	004522ad	<none>	<no_function>	UNCONDITIONAL_CALL
0044a6b0	CUnitAI__Unk_0044a6b0	0046c13f	0046c120	con_navmapon	UNCONDITIONAL_CALL
0044a6b0	CUnitAI__Unk_0044a6b0	0046c16f	0046c150	con_navmapoff	UNCONDITIONAL_CALL
0047d670	CUnitAI__Unk_0047d670	005d2c59	005d2c53	Unwind@005d2c53	UNCONDITIONAL_CALL
0047d670	CUnitAI__Unk_0047d670	005d2ed9	005d2ed3	Unwind@005d2ed3	UNCONDITIONAL_CALL
0047d670	CUnitAI__Unk_0047d670	005d2f0e	005d2f08	Unwind@005d2f08	UNCONDITIONAL_CALL
0047d670	CUnitAI__Unk_0047d670	005d34c9	005d34c3	Unwind@005d34c3	UNCONDITIONAL_CALL
0047d670	CUnitAI__Unk_0047d670	005d34fe	005d34f8	Unwind@005d34f8	UNCONDITIONAL_CALL
00490e10	CUnitAI__Unk_00490e10	00490a15	<none>	<no_function>	UNCONDITIONAL_CALL
