target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
00423840	CUnitAI__Unk_00423840	004d7434	004d7200	CResourceAccumulator__ReadResourceFile	UNCONDITIONAL_CALL
00423840	CUnitAI__Unk_00423840	004d79ee	004d7200	CResourceAccumulator__ReadResourceFile	UNCONDITIONAL_CALL
00423840	CUnitAI__Unk_00423840	004aad77	004aab90	CMesh__Deserialize	UNCONDITIONAL_CALL
00423840	CUnitAI__Unk_00423840	004ab2f7	004aab90	CMesh__Deserialize	UNCONDITIONAL_CALL
00423840	CUnitAI__Unk_00423840	005d7b51	005d7b4b	Unwind@005d7b4b	UNCONDITIONAL_CALL
00423840	CUnitAI__Unk_00423840	0043f1d8	0043ed80	CCutscene__Load	UNCONDITIONAL_CALL
00423840	CUnitAI__Unk_00423840	0054d362	<none>	<no_function>	UNCONDITIONAL_CALL
00423990	CUnitAI__Unk_00423990	004d7942	004d7200	CResourceAccumulator__ReadResourceFile	UNCONDITIONAL_CALL
00423990	CUnitAI__Unk_00423990	004aaca8	004aab90	CMesh__Deserialize	UNCONDITIONAL_CALL
00423990	CUnitAI__Unk_00423990	0050b8b0	0050b780	CWorld__DeserializeWorld	UNCONDITIONAL_CALL
00423990	CUnitAI__Unk_00423990	0050b8eb	0050b780	CWorld__DeserializeWorld	UNCONDITIONAL_CALL
00423990	CUnitAI__Unk_00423990	0054e487	0054e160	CDXMeshVB__Load	UNCONDITIONAL_CALL
00423990	CUnitAI__Unk_00423990	00559610	00559410	CDXTexture__CreateMipmaps	UNCONDITIONAL_CALL
00423990	CUnitAI__Unk_00423990	00559ae8	00559410	CDXTexture__CreateMipmaps	UNCONDITIONAL_CALL
00423990	CUnitAI__Unk_00423990	0043f1b6	0043ed80	CCutscene__Load	UNCONDITIONAL_CALL
0046a1f0	CUnitAI__Unk_0046a1f0	004522ad	<none>	<no_function>	UNCONDITIONAL_CALL
0047e8a0	CUnitAI__Unk_0047e8a0	00490f40	00490f40	CUnitAI__Unk_00490f40	UNCONDITIONAL_CALL
0047e8a0	CUnitAI__Unk_0047e8a0	00490e20	00490e20	CUnitAI__Unk_0047e8a0	UNCONDITIONAL_CALL
00490f40	CUnitAI__Unk_00490f40	0046ca0e	<none>	<no_function>	UNCONDITIONAL_CALL
