address	name	signature	status
0x004b7b80	CUnitAI__Unk_004b7b80	void __fastcall CUnitAI__Unk_004b7b80(void * param_1)	OK
0x00534220	<none>	<none>	MISSING
0x00534280	<none>	<none>	MISSING
0x005342c0	<none>	<none>	MISSING
0x00429280	<none>	<none>	MISSING
0x00448100	<none>	<none>	MISSING
