Page	Line	Element	AutomationIdOrName	LabelOrName	Event	Handler	HandlerSource	EffectClassHint
OnslaughtCareerEditor.WinUI/Pages/LorePage.xaml	123	AppBarButton	LoreForwardButton		Click	ForwardButton_Click	OnslaughtCareerEditor.WinUI/Pages/LorePage.xaml.cs:519	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/LorePage.xaml	131	AppBarButton	LoreHomeButton		Click	HomeButton_Click	OnslaughtCareerEditor.WinUI/Pages/LorePage.xaml.cs:549	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/LorePage.xaml	139	AppBarButton	LoreToggleLibraryButton		Click	ToggleLibraryButton_Click	OnslaughtCareerEditor.WinUI/Pages/LorePage.xaml.cs:576	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/LorePage.xaml	148	AppBarButton	LoreOpenExternalButton		Click	OpenExternalButton_Click	OnslaughtCareerEditor.WinUI/Pages/LorePage.xaml.cs:582	process/shell
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	53	Button	MediaAudioTabButton	Audio Library	Click	AudioTabButton_Click	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1475	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	58	Button	MediaVideoTabButton	Video Player	Click	VideoTabButton_Click	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1480	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	94	TextBox	MediaAudioSearchBox	Search music and voice	TextChanged	AudioSearchTextBox_TextChanged	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1521	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	105	TreeView	MediaAudioTreeView	Audio library	SelectionChanged	AudioTreeView_SelectionChanged	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1531	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	105	TreeView	MediaAudioTreeView	Audio library	ItemInvoked	AudioTreeView_ItemInvoked	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1544	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	105	TreeView	MediaAudioTreeView	Audio library	DoubleTapped	AudioTreeView_DoubleTapped	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1584	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	228	Slider	MediaAudioProgress	Audio progress	ValueChanged	AudioProgressSlider_ValueChanged	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1707	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	245	Button	MediaAudioPlayButton	Play	Click	AudioPlayButton_Click	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1622	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	250	Button	MediaAudioPauseButton	Pause	Click	AudioPauseButton_Click	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1642	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	255	Button	MediaAudioStopButton	Stop	Click	AudioStopButton_Click	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1667	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	266	Slider	MediaAudioVolumeSlider	Audio volume	ValueChanged	AudioVolumeSlider_ValueChanged	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1673	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	307	controls:Expander		Path details				ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	315	Button	MediaAudioBrowseGameDirectoryButton	Browse Game Directory	Click	BrowseGameDirectoryButton_Click	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1441; OnslaughtCareerEditor.WinUI/Pages/SettingsPage.xaml.cs:114	config-write
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	318	Button	MediaAudioReloadLibraryButton	Reload Library	Click	ReloadLibraryButton_Click	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1470	read/load
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	355	TextBox	MediaVideoSearchBox	Search videos	TextChanged	VideoSearchTextBox_TextChanged	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1526	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	366	TreeView	MediaVideoTreeView	Video library	SelectionChanged	VideoTreeView_SelectionChanged	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1553	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	366	TreeView	MediaVideoTreeView	Video library	ItemInvoked	VideoTreeView_ItemInvoked	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1575	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	366	TreeView	MediaVideoTreeView	Video library	DoubleTapped	VideoTreeView_DoubleTapped	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1603	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	474	Button	MediaRevealVideoButton	Show in Explorer	Click	RevealVideoButton_Click	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1850	process/shell
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	480	controls:Expander		Source folder				ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	501	controls:Expander		Path details				ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	509	Button	MediaVideoBrowseGameDirectoryButton	Browse Game Directory	Click	BrowseGameDirectoryButton_Click	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1441; OnslaughtCareerEditor.WinUI/Pages/SettingsPage.xaml.cs:114	config-write
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	512	Button	MediaVideoReloadLibraryButton	Reload Library	Click	ReloadLibraryButton_Click	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1470	read/load
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	539	Slider	MediaVideoProgress	Video progress	ValueChanged	VideoProgressSlider_ValueChanged	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1816	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	554	Button	MediaVideoPlayButton	Play	Click	VideoPlayButton_Click	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1736	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	559	Button	MediaVideoPauseButton	Pause	Click	VideoPauseButton_Click	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1756	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	564	Button	MediaVideoStopButton	Stop	Click	VideoStopButton_Click	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1776	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml	575	Slider	MediaVideoVolumeSlider	Video volume	ValueChanged	VideoVolumeSlider_ValueChanged	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1782	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	67	Button	AnalyzeTaskButton	Analyze a save	Click	AnalyzeTaskButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:60	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	81	Button	EditSaveTaskButton	Open save editor	Click	EditSaveTaskButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:66	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	94	Button	ConfigureOptionsTaskButton	Open Game Options	Click	ConfigureOptionsTaskButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:72	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	107	Button	SaveAnalyzerTabButton	Save Analyzer	Click	SaveAnalyzerTabButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:44	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	112	Button	SaveEditorTabButton	Save Editor	Click	SaveEditorTabButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:46	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	117	Button	ConfigurationEditorTabButton	Game Options	Click	ConfigurationEditorTabButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:48	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	151	ComboBox	SaveAnalyzerDetectedFilesComboBox	No detected files yet	SelectionChanged	DetectedFilesComboBox_SelectionChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:239	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	156	Button	SaveAnalyzerRefreshDetectedFilesButton	Refresh detected files	Click	RefreshDetectedFilesButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:233	read/load
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	178	TextBox	SaveAnalyzerFilePath	Input file	TextChanged	FilePathTextBox_TextChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:249	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	187	Button	SaveAnalyzerBrowseInputButton	Browse input file	Click	BrowseFileButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:202	read/load
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	191	Button	SaveAnalyzerAnalyzeButton	Analyze / Reload	Click	AnalyzeButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:259	read/load
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	206	ToggleSwitch	SaveAnalyzerVerboseToggle	Verbose output	Toggled	DisplayOption_Toggled	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:289	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	212	ToggleSwitch	SaveAnalyzerReservedBytesToggle	Advanced byte details	Toggled	DisplayOption_Toggled	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:289	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	226	TextBox	SaveAnalyzerCompareFilePath	Compare against	TextChanged	CompareFilePathTextBox_TextChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:254	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	235	Button	SaveAnalyzerBrowseCompareButton	Browse compare file	Click	BrowseCompareFileButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:218	read/load
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	239	Button	SaveAnalyzerCompareButton	Compare files	Click	CompareButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:264	read/load
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	259	controls:TreeView	SaveAnalyzerSummaryTree	Analysis summary tree				ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	414	Button	SaveAnalyzerCopyReportButton	Copy report	Click	CopyReportButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:306	clipboard
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	419	Button	SaveAnalyzerClearReportButton	Clear	Click	ClearButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:297	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	424	TextBox	SaveAnalyzerReport	Analysis report appears here after you choose a save or options file.				ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	470	ComboBox	SaveEditorDetectedFiles	Detected career saves	SelectionChanged	EditorDetectedFilesComboBox_SelectionChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:453	read/load
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	478	Button	SaveEditorRefreshDetectedSavesButton	Refresh detected saves	Click	RefreshEditorDetectedFilesButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:447	read/load
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	482	TextBox	SaveEditorInputFile	Input save	TextChanged	EditorPathTextBox_TextChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:506	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	486	TextBox	SaveEditorOutputFile	Output save	TextChanged	EditorPathTextBox_TextChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:506	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	495	Button	SaveEditorBrowseInputButton	Browse input	Click	BrowseEditorInputButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:465	read/load
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	499	Button	SaveEditorBrowseOutputButton	Browse output	Click	BrowseEditorOutputButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:485	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	515	ComboBox	SaveEditorPatchPresetComboBox	Patch preset	SelectionChanged	EditorPatchPresetComboBox_SelectionChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:524	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	523	ComboBox	SaveEditorRankComboBox	Mission rank baseline	SelectionChanged	EditorQuickSettingSelectionChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:580	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	535	ToggleSwitch	SaveEditorGoodiesAsNewToggle	Mark goodies as NEW	Toggled	EditorQuickSettingToggled	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:585	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	541	controls:NumberBox	SaveEditorGlobalKillNumberBox	Default kill value for checked kill patching	ValueChanged	EditorGlobalKillNumberBox_ValueChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:590	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	574	CheckBox	SaveEditorPatchNodesCheckBox	Patch missions	Checked	EditorPatchSectionCheckBox_Changed	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:536	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	574	CheckBox	SaveEditorPatchNodesCheckBox	Patch missions	Unchecked	EditorPatchSectionCheckBox_Changed	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:536	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	579	CheckBox	SaveEditorPatchLinksCheckBox	Patch links	Checked	EditorPatchSectionCheckBox_Changed	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:536	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	579	CheckBox	SaveEditorPatchLinksCheckBox	Patch links	Unchecked	EditorPatchSectionCheckBox_Changed	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:536	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	585	CheckBox	SaveEditorPatchGoodiesCheckBox	Patch goodies	Checked	EditorPatchSectionCheckBox_Changed	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:536	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	585	CheckBox	SaveEditorPatchGoodiesCheckBox	Patch goodies	Unchecked	EditorPatchSectionCheckBox_Changed	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:536	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	591	CheckBox	SaveEditorPatchKillsCheckBox	Patch kill counts	Checked	EditorPatchSectionCheckBox_Changed	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:536	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	591	CheckBox	SaveEditorPatchKillsCheckBox	Patch kill counts	Unchecked	EditorPatchSectionCheckBox_Changed	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:536	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	597	CheckBox	SaveEditorKillsOnlyCheckBox	Kills only	Checked	EditorKillsOnlyCheckBox_Changed	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:546	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	597	CheckBox	SaveEditorKillsOnlyCheckBox	Kills only	Unchecked	EditorKillsOnlyCheckBox_Changed	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:546	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	629	Button	SaveEditorSetAllRanksDefaultButton	Set all to default	Click	EditorSetMissionRanksToDefaultButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.SaveEditorAdvanced.cs:46	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	634	Button	SaveEditorClearMissionRanksButton	Clear	Click	EditorClearMissionRanksButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.SaveEditorAdvanced.cs:59	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	666	ComboBox	{Binding MissionLabel}	{Binding MissionLabel}	SelectionChanged	EditorMissionRankOverrideComboBox_SelectionChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.SaveEditorAdvanced.cs:71	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	710	CheckBox	{Binding CategoryName}	{Binding CategoryName}	Checked	EditorCategoryKillOverrideCheckBox_Changed	OnslaughtCareerEditor.WinUI/Pages/SavesPage.SaveEditorAdvanced.cs:76	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	710	CheckBox	{Binding CategoryName}	{Binding CategoryName}	Unchecked	EditorCategoryKillOverrideCheckBox_Changed	OnslaughtCareerEditor.WinUI/Pages/SavesPage.SaveEditorAdvanced.cs:76	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	717	controls:NumberBox	{Binding CategoryName}	{Binding CategoryName}	ValueChanged	EditorCategoryKillNumberBox_ValueChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.SaveEditorAdvanced.cs:81	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	757	Button	SaveEditorPatchButton	Write patched save copy	Click	EditorPatchButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:595	disk-write-or-app-owned-mutation
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	778	Button	SaveEditorCopyOutputButton	Copy	Click	EditorCopyOutputButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml.cs:696	clipboard
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	785	TextBox	SaveEditorOutputLog	Save editor output log				ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	829	ComboBox	ConfigurationDetectedFilesComboBox	Detected options files	SelectionChanged	ConfigurationDetectedFilesComboBox_SelectionChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:74	read/load
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	837	Button	ConfigurationRefreshDetectedOptionsButton	Refresh detected options	Click	RefreshConfigurationDetectedFilesButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:53	read/load
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	841	TextBox	ConfigurationInputFile	Input options file	TextChanged	ConfigurationPathTextBox_TextChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:169	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	845	TextBox	ConfigurationOutputFile	Output options file	TextChanged	ConfigurationPathTextBox_TextChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:169	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	854	Button	ConfigurationBrowseInputButton	Browse input	Click	BrowseConfigurationInputButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:85	read/load
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	858	Button	ConfigurationBrowseOutputButton	Browse output	Click	BrowseConfigurationOutputButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:109	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	894	ToggleSwitch	ConfigurationOverrideSoundVolumeToggle	Override sound volume	Toggled	ConfigurationOverrideToggle_Toggled	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:195	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	900	controls:NumberBox	ConfigurationSoundVolumeNumberBox	Sound volume	ValueChanged	ConfigurationNumberBox_ValueChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:206	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	908	ToggleSwitch	ConfigurationOverrideMusicVolumeToggle	Override music volume	Toggled	ConfigurationOverrideToggle_Toggled	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:195	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	914	controls:NumberBox	ConfigurationMusicVolumeNumberBox	Music volume	ValueChanged	ConfigurationNumberBox_ValueChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:206	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	943	ComboBox	ConfigurationInvertWalkerP1ComboBox	Invert Y Walker (P1)	SelectionChanged	ConfigurationOptionSelectionChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:201	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	951	ComboBox	ConfigurationInvertWalkerP2ComboBox	Invert Y Walker (P2)	SelectionChanged	ConfigurationOptionSelectionChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:201	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	960	ComboBox	ConfigurationInvertFlightP1ComboBox	Invert Y Flight (P1)	SelectionChanged	ConfigurationOptionSelectionChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:201	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	969	ComboBox	ConfigurationInvertFlightP2ComboBox	Invert Y Flight (P2)	SelectionChanged	ConfigurationOptionSelectionChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:201	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	979	ComboBox	ConfigurationVibrationP1ComboBox	Vibration (P1)	SelectionChanged	ConfigurationOptionSelectionChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:201	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	988	ComboBox	ConfigurationVibrationP2ComboBox	Vibration (P2)	SelectionChanged	ConfigurationOptionSelectionChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:201	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	998	TextBox	ConfigurationControllerConfigP1	Controller config (P1)	TextChanged	ConfigurationControllerConfigTextBox_TextChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:211	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	1003	TextBox	ConfigurationControllerConfigP2	Controller config (P2)	TextChanged	ConfigurationControllerConfigTextBox_TextChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:211	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	1021	TextBox	ConfigurationCopySourceTextBox	Copy source (.bes or .bea)	TextChanged	ConfigurationCopySourceTextBox_TextChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:190	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	1030	Button	ConfigurationBrowseCopySourceButton	Browse source	Click	BrowseConfigurationCopySourceButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:138	read/load
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	1034	Button	ConfigurationClearCopySourceButton	Clear source	Click	ClearConfigurationCopySourceButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:161	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	1041	CheckBox	ConfigurationCopyOptionsEntriesCheckBox	Copy options entries (bindings)	Checked	ConfigurationOverrideToggle_Toggled	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:195	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	1041	CheckBox	ConfigurationCopyOptionsEntriesCheckBox	Copy options entries (bindings)	Unchecked	ConfigurationOverrideToggle_Toggled	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:195	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	1046	CheckBox	ConfigurationCopyOptionsTailCheckBox	Copy options tail snapshot	Checked	ConfigurationOverrideToggle_Toggled	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:195	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	1046	CheckBox	ConfigurationCopyOptionsTailCheckBox	Copy options tail snapshot	Unchecked	ConfigurationOverrideToggle_Toggled	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:195	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	1072	Button	ConfigurationLoadKeybindsFromInputButton	Load input	Click	LoadConfigurationKeybindsFromInputButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:221	read/load
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	1077	Button	ConfigurationLoadKeybindsFromCopySourceButton	Load copy source	Click	LoadConfigurationKeybindsFromCopySourceButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:234	read/load
