Page	Line	Element	AutomationIdOrName	LabelOrName	Event	Handler	HandlerSource	EffectClassHint
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	1082	Button	ConfigurationClearKeybindsButton	Clear	Click	ClearConfigurationKeybindsButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:256	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	1091	ListView	ConfigurationKeybindListView	Controller binding overrides				ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	1129	TextBox	{Binding Player1AccessibleName}	{Binding Player1AccessibleName}	TextChanged	ConfigurationKeybindTextBox_TextChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:216	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	1134	TextBox	{Binding Player2AccessibleName}	{Binding Player2AccessibleName}	TextChanged	ConfigurationKeybindTextBox_TextChanged	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:216	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	1164	Button	ConfigurationPatchButton	Write options copy	Click	ConfigurationPatchButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:436	disk-write-or-app-owned-mutation
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	1185	Button	ConfigurationCopyOutputButton	Copy	Click	ConfigurationCopyOutputButton_Click	OnslaughtCareerEditor.WinUI/Pages/SavesPage.Configuration.cs:533	clipboard
OnslaughtCareerEditor.WinUI/Pages/SavesPage.xaml	1192	TextBox	ConfigurationOutputLog	Game options output log				ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SettingsPage.xaml	57	Button	SettingsBrowseGameDirectoryButton	Browse...	Click	BrowseGameDirectoryButton_Click	OnslaughtCareerEditor.WinUI/Pages/MediaPage.xaml.cs:1441; OnslaughtCareerEditor.WinUI/Pages/SettingsPage.xaml.cs:114	config-write
OnslaughtCareerEditor.WinUI/Pages/SettingsPage.xaml	62	Button	SettingsAutoDetectGameDirectoryButton	Auto-Detect	Click	AutoDetectGameDirectoryButton_Click	OnslaughtCareerEditor.WinUI/Pages/SettingsPage.xaml.cs:128	config-write
OnslaughtCareerEditor.WinUI/Pages/SettingsPage.xaml	69	controls:Expander	SettingsGameDirectoryPathDetails	Path details				ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SettingsPage.xaml	72	TextBox	SettingsGameDirectoryPathTextBox	Full install path				ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SettingsPage.xaml	106	ToggleSwitch	SettingsAllowBackgroundAudioToggle	Allow audio to keep playing when switching pages	Toggled	MediaPreferenceChanged	OnslaughtCareerEditor.WinUI/Pages/SettingsPage.xaml.cs:164	config-write
OnslaughtCareerEditor.WinUI/Pages/SettingsPage.xaml	110	ToggleSwitch	SettingsAllowBackgroundVideoToggle	Allow video to keep playing when switching pages	Toggled	MediaPreferenceChanged	OnslaughtCareerEditor.WinUI/Pages/SettingsPage.xaml.cs:164	config-write
OnslaughtCareerEditor.WinUI/Pages/SettingsPage.xaml	114	ToggleSwitch	SettingsPreventOverlapToggle	Prevent audio and video from playing at the same time	Toggled	MediaPreferenceChanged	OnslaughtCareerEditor.WinUI/Pages/SettingsPage.xaml.cs:164	config-write
OnslaughtCareerEditor.WinUI/Pages/SettingsPage.xaml	124	Button	SettingsReloadButton	Reload Saved Settings	Click	ReloadButton_Click	OnslaughtCareerEditor.WinUI/Pages/SettingsPage.xaml.cs:188	ui/state-only-or-selection
OnslaughtCareerEditor.WinUI/Pages/SettingsPage.xaml	127	controls:Expander	SettingsFileDetails	Settings file details				ui/state-only-or-selection
