target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
004b8e70	CMessageLog__Unk_004b8e70	0046e3a7	0046e240	CGame__RunLevel	UNCONDITIONAL_CALL
004b8ef0	CMessageLog__Unk_004b8ef0	004b8239	<none>	<no_function>	UNCONDITIONAL_CALL
004b9010	CMessageLog__Unk_004b9010	0048f8e0	0048f620	CDXEngine__Helper_0048f620	UNCONDITIONAL_CALL
004b9010	CMessageLog__Unk_004b9010	004b9564	004b93f0	CMessageLog__Render	UNCONDITIONAL_CALL
004b9010	CMessageLog__Unk_004b9010	004b9b6c	004b9a80	CMessageLog__Unk_004b9a80	UNCONDITIONAL_CALL
004b9010	CMessageLog__Unk_004b9010	004a49a7	004a4810	CMenuItemRange__Render	UNCONDITIONAL_CALL
004b9a80	CMessageLog__Unk_004b9a80	004b9638	004b93f0	CMessageLog__Render	UNCONDITIONAL_CALL
004b9a80	CMessageLog__Unk_004b9a80	004b9690	004b93f0	CMessageLog__Render	UNCONDITIONAL_CALL
004b9a80	CMessageLog__Unk_004b9a80	004b979c	004b93f0	CMessageLog__Render	UNCONDITIONAL_CALL
004b9a80	CMessageLog__Unk_004b9a80	004b9f78	004b9ec0	CMessageLog__VFunc_03_004b9ec0	UNCONDITIONAL_CALL
004b9a80	CMessageLog__Unk_004b9a80	004ba011	004b9ec0	CMessageLog__VFunc_03_004b9ec0	UNCONDITIONAL_CALL
004b9ea0	CMessageLog__Unk_004b9ea0	00472c0d	00472b40	CDXEngine__Helper_00472b40	UNCONDITIONAL_CALL
004b9ea0	CMessageLog__Unk_004b9ea0	004d0d31	004d0810	CPauseMenu__Unk_004d0810	UNCONDITIONAL_CALL
004063a0	CBattleEngine__Unk_004063a0	00492f1e	<none>	<no_function>	UNCONDITIONAL_CALL
00406460	CBattleEngine__Unk_00406460	00405863	00404dd0	CBattleEngine__Init	UNCONDITIONAL_CALL
00406460	CBattleEngine__Unk_00406460	00408153	00408150	CUnit__Unk_00408150	UNCONDITIONAL_CALL
00406460	CBattleEngine__Unk_00406460	0040a75d	0040a580	CMonitor__Helper_0040a580	UNCONDITIONAL_CALL
00406460	CBattleEngine__Unk_00406460	0040c724	0040c720	CGeneralVolume__Unk_0040c720	UNCONDITIONAL_CALL
00406560	CBattleEngine__Unk_00406560	00408b84	004081c0	CMonitor__Unk_004081c0	UNCONDITIONAL_CALL
00406da0	CBattleEngine__Unk_00406da0	004068bf	00406560	CBattleEngine__Unk_00406560	UNCONDITIONAL_CALL
00406da0	CBattleEngine__Unk_00406da0	00406a8b	00406560	CBattleEngine__Unk_00406560	UNCONDITIONAL_CALL
00406da0	CBattleEngine__Unk_00406da0	00406b0c	00406560	CBattleEngine__Unk_00406560	UNCONDITIONAL_CALL
004102a0	CBattleEngine__Unk_004102a0	00405bde	00405a40	CBattleEngine__scalar_deleting_dtor_00405a40	UNCONDITIONAL_CALL
00412570	CBattleEngine__Unk_00412570	004065bb	00406560	CBattleEngine__Unk_00406560	UNCONDITIONAL_CALL
00412610	CBattleEngine__Unk_00412610	004065ac	00406560	CBattleEngine__Unk_00406560	UNCONDITIONAL_CALL
00412610	CBattleEngine__Unk_00412610	0040731f	00407310	CEngine__Unk_00407310	UNCONDITIONAL_CALL
00412610	CBattleEngine__Unk_00412610	0040c39a	<none>	<no_function>	UNCONDITIONAL_CALL
00414630	CBattleEngine__Unk_00414630	004065db	00406560	CBattleEngine__Unk_00406560	UNCONDITIONAL_CALL
0040dcb0	CCockpit__Unk_0040dcb0	00535079	<none>	<no_function>	UNCONDITIONAL_CALL
004144f0	CCockpit__Unk_004144f0	0040c3af	0040c3a0	CExplosionInitThing__Helper_0040c3a0	UNCONDITIONAL_CALL
00418120	CCockpit__Unk_00418120	005d8fa0	<none>	<no_function>	DATA
004d04d0	CPauseMenu__Unk_004d04d0	004a3e30	004a3c30	CMenuItemDropdown__Render	UNCONDITIONAL_CALL
004d0510	CPauseMenu__Unk_004d0510	0046e3b2	0046e240	CGame__RunLevel	UNCONDITIONAL_CALL
004d06e0	CPauseMenu__Unk_004d06e0	004d16f9	004d15d0	CPauseMenu__VFunc_03_004d15d0	UNCONDITIONAL_CALL
004d06e0	CPauseMenu__Unk_004d06e0	004d0c8a	004d0810	CPauseMenu__Unk_004d0810	UNCONDITIONAL_CALL
004d0810	CPauseMenu__Unk_004d0810	004d1665	004d15d0	CPauseMenu__VFunc_03_004d15d0	UNCONDITIONAL_CALL
004d0db0	CPauseMenu__Unk_004d0db0	004d09fe	004d0810	CPauseMenu__Unk_004d0810	UNCONDITIONAL_CALL
004d0db0	CPauseMenu__Unk_004d0db0	004d0aa5	004d0810	CPauseMenu__Unk_004d0810	UNCONDITIONAL_CALL
004d0de0	CPauseMenu__Unk_004d0de0	004d087d	004d0810	CPauseMenu__Unk_004d0810	UNCONDITIONAL_CALL
004d0ff0	CPauseMenu__Unk_004d0ff0	0046fb62	0046fb00	CGame__Pause	UNCONDITIONAL_CALL
004d0ff0	CPauseMenu__Unk_004d0ff0	0048ffc5	<none>	<no_function>	UNCONDITIONAL_CALL
004d0ff0	CPauseMenu__Unk_004d0ff0	004b9eee	004b9ec0	CMessageLog__VFunc_03_004b9ec0	UNCONDITIONAL_CALL
004d0ff0	CPauseMenu__Unk_004d0ff0	0051f8c5	0051f7e0	CFEPOptions__EnsureOptionsContext	UNCONDITIONAL_CALL
