address	name	signature
0x00401000	CGenericActiveReader__SetReader	void __thiscall CGenericActiveReader__SetReader(void * this, void * to_read)
0x00401040	CMonitor__AddDeletionEvent	void __thiscall CMonitor__AddDeletionEvent(void * this, void * reader_cell)
0x004011b0	vector_constructor_iterator_nothrow	void __stdcall vector_constructor_iterator_nothrow(void * base, int elem_size, int count, void * ctor_fn)
0x004011e0	CActor__VFunc_09_004011e0	int __thiscall CActor__VFunc_09_004011e0(void * this, void * param_1, float param_2)
0x004013d0	CActor__ctor_like_004013d0	void __fastcall CActor__ctor_like_004013d0(void * param_1)
0x004014c0	CFrontEndPage__ActiveNotification_NoOp	void __stdcall CFrontEndPage__ActiveNotification_NoOp(void * this, int from_page)
0x004015c0	CActor__VFunc_01_004015c0	void * __thiscall CActor__VFunc_01_004015c0(void * this, void * param_1, int param_2)
0x004015e0	CUnit__Unk_004015e0	void __fastcall CUnit__Unk_004015e0(void * param_1)
0x004019b0	VFuncSlot_21_004019b0	void __thiscall VFuncSlot_21_004019b0(void * this, int param_1, void * param_2)
0x004019e0	VFuncSlot_00_004019e0	void __thiscall VFuncSlot_00_004019e0(void * this, void * param_1, void * param_2)
0x00401b50	CMCMine__Unk_00401b50	double __fastcall CMCMine__Unk_00401b50(void * param_1)
0x00401be0	VFuncSlot_00_00401be0	void __thiscall VFuncSlot_00_00401be0(void * this, int param_1, void * param_2)
0x00401c50	VFuncSlot_01_00401c50	void __thiscall VFuncSlot_01_00401c50(void * this, int param_1, void * param_2)
0x00401ec0	Vec3__SetXYZ	int Vec3__SetXYZ(void)
0x00401ee0	Vec3__Add	void __thiscall Vec3__Add(void * this, void * param_1, void * param_2, void * param_3)
0x00401f10	Mat34__SetRows	int Mat34__SetRows(void)
0x00401fa0	HeightDelta__Below025_D0	int __fastcall HeightDelta__Below025_D0(int param_1)
0x00401fd0	HeightDelta__Below015_D4	int __fastcall HeightDelta__Below015_D4(int param_1)
0x00402000	CUnit__Unk_00402000	void __fastcall CUnit__Unk_00402000(int param_1)
0x00402010	CUnit__Unk_00402010	void __fastcall CUnit__Unk_00402010(int param_1)
0x00402020	CGeneralVolume__Helper_00402020	void __fastcall CGeneralVolume__Helper_00402020(int param_1)
0x00402030	VFuncSlot_18_00402030	void __fastcall VFuncSlot_18_00402030(int param_1)
0x00402150	CAirGuide__ctor_like_00402150	int __thiscall CAirGuide__ctor_like_00402150(void * this, void * param_1, float param_2)
0x00402200	CAirGuide__VFunc_01_00402200	void * __thiscall CAirGuide__VFunc_01_00402200(void * this, void * param_1, int param_2)
0x00402220	CAirGuide__Unk_00402220	void __fastcall CAirGuide__Unk_00402220(void * param_1)
0x004026b0	SQRT__Wrapper_004026b0	double __fastcall SQRT__Wrapper_004026b0(void * param_1)
0x004026e0	VFuncSlot_00_004026e0	void __thiscall VFuncSlot_00_004026e0(void * this, void * param_1, void * param_2)
0x004027c0	VFuncSlot_00_004026e0__Unk_004027c0	void __fastcall VFuncSlot_00_004026e0__Unk_004027c0(int param_1)
0x004028e0	VFuncSlot_00_004026e0__Unk_004028e0	void __fastcall VFuncSlot_00_004026e0__Unk_004028e0(int param_1)
0x00402ad0	CAirUnit__Init	undefined CAirUnit__Init(void)
