target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
005a04a0	CFastVB__Helper_005a04a0	005981cf	005980be	CFastVB__InitDispatchTableVariant_005980be	DATA
005a04a0	CFastVB__Helper_005a04a0	0059833d	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
005a112c	CFastVB__Helper_005a112c	00598152	005980be	CFastVB__InitDispatchTableVariant_005980be	DATA
005a112c	CFastVB__Helper_005a112c	005982c0	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
005a11df	CFastVB__Helper_005a11df	00598170	005980be	CFastVB__InitDispatchTableVariant_005980be	DATA
005a11df	CFastVB__Helper_005a11df	005982de	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
005a13f7	CFastVB__Helper_005a13f7	00598144	005980be	CFastVB__InitDispatchTableVariant_005980be	DATA
005a13f7	CFastVB__Helper_005a13f7	005982b2	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
005a14a5	CFastVB__Helper_005a14a5	005981b7	005980be	CFastVB__InitDispatchTableVariant_005980be	DATA
005a15a5	CFastVB__Helper_005a15a5	005981be	005980be	CFastVB__InitDispatchTableVariant_005980be	DATA
005a16b1	CFastVB__Helper_005a16b1	005a0252	005a009f	CFastVB__DispatchOp_TransformVec3WBatch_005a009f	UNCONDITIONAL_CALL
005a16b1	CFastVB__Helper_005a16b1	005a2650	005a249d	CFastVB__Helper_005a249d	UNCONDITIONAL_CALL
005a16b1	CFastVB__Helper_005a16b1	005980f7	005980be	CFastVB__InitDispatchTableVariant_005980be	DATA
005a16b1	CFastVB__Helper_005a16b1	00598265	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
005a1786	CFastVB__Helper_005a1786	005a0483	005a026f	CFastVB__DispatchOp_TransformProjectVec3WBatch_005a026f	UNCONDITIONAL_CALL
005a1786	CFastVB__Helper_005a1786	005a2881	005a266d	CTexture__Helper_005a266d	UNCONDITIONAL_CALL
005a1786	CFastVB__Helper_005a1786	00598105	005980be	CFastVB__InitDispatchTableVariant_005980be	DATA
005a1786	CFastVB__Helper_005a1786	00598273	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
005a1889	CFastVB__Helper_005a1889	0059810c	005980be	CFastVB__InitDispatchTableVariant_005980be	DATA
005a1889	CFastVB__Helper_005a1889	0059827a	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
005a1979	CFastVB__Helper_005a1979	0059811a	005980be	CFastVB__InitDispatchTableVariant_005980be	DATA
005a1979	CFastVB__Helper_005a1979	00598288	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
005a1c55	CFastVB__Helper_005a1c55	00598365	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
005a1e5b	CFastVB__Helper_005a1e5b	00598347	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
005a1fe9	CFastVB__Helper_005a1fe9	00598351	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
005a214f	CFastVB__Helper_005a214f	0059835b	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
005a225f	CFastVB__Helper_005a225f	00598383	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
005a225f	CFastVB__Helper_005a225f	00598389	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
005a225f	CFastVB__Helper_005a225f	0059823e	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
005a249d	CFastVB__Helper_005a249d	00598379	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
005a2ee9	CFastVB__Helper_005a2ee9	005981a9	005980be	CFastVB__InitDispatchTableVariant_005980be	DATA
005a2ee9	CFastVB__Helper_005a2ee9	00598317	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
005a2ff4	CFastVB__Helper_005a2ff4	00598325	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
005a30f4	CFastVB__Helper_005a30f4	0059832c	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
005a3200	CFastVB__Helper_005a3200	0059fa40	0059f857	CFastVB__DispatchOp_TransformVec4Batch_0059f857	UNCONDITIONAL_CALL
005a3200	CFastVB__Helper_005a3200	005a1e3e	005a1c55	CFastVB__Helper_005a1c55	UNCONDITIONAL_CALL
005a3200	CFastVB__Helper_005a3200	005980db	005980be	CFastVB__InitDispatchTableVariant_005980be	DATA
005a3200	CFastVB__Helper_005a3200	00598249	0059822c	CFastVB__InitDispatchTableVariant_0059822c	DATA
