address	name	xref_count	owners	top_counts	unambiguous_non_cdxtexture
0x00586f37	CDXTexture__Unk_00586f37	2	CFastVB	CFastVB:2	true
0x00587303	CDXTexture__Unk_00587303	1	CFastVB	CFastVB:1	true
0x00587322	CDXTexture__Unk_00587322	1	CFastVB	CFastVB:1	true
0x0058733e	CDXTexture__Unk_0058733e	1	CFastVB	CFastVB:1	true
0x00587dd6	CDXTexture__Unk_00587dd6	1	CFastVB	CFastVB:1	true
0x00587e4e	CDXTexture__Unk_00587e4e	1	CFastVB	CFastVB:1	true
0x0058864a	CDXTexture__Unk_0058864a	4	CDXTexture,CMeshCollisionVolume	CDXTexture:3;CMeshCollisionVolume:1	false
0x0058865c	CDXTexture__Unk_0058865c	3	CDXTexture,CMeshCollisionVolume	CDXTexture:2;CMeshCollisionVolume:1	false
0x00588cc6	CDXTexture__Unk_00588cc6	6			false
0x00589094	CDXTexture__Unk_00589094	3	CFastVB,CTexture	CFastVB:2;CTexture:1	false
0x005890f1	CDXTexture__Unk_005890f1	1	CDXTexture	CDXTexture:1	false
0x00589116	CDXTexture__Unk_00589116	3	CDXTexture,CWaypointManager	CDXTexture:2;CWaypointManager:1	false
0x005891c6	CDXTexture__Unk_005891c6	1	CFastVB	CFastVB:1	true
0x0058939b	CDXTexture__Unk_0058939b	5	CFastVB,CTexture	CTexture:3;CFastVB:2	false
0x005893b7	CDXTexture__Unk_005893b7	1	CDXTexture	CDXTexture:1	false
0x005893d1	CDXTexture__Unk_005893d1	2	CDXTexture	CDXTexture:2	false
0x005893e9	CDXTexture__Unk_005893e9	2	CDXTexture	CDXTexture:2	false
0x00589405	CDXTexture__Unk_00589405	2	CTexture	CTexture:2	true
0x00589438	CDXTexture__Unk_00589438	2	CDXTexture	CDXTexture:2	false
0x0058948d	CDXTexture__Unk_0058948d	3	CTexture	CTexture:3	true
0x00589846	CDXTexture__Unk_00589846	1	CTexture	CTexture:1	true
0x0058986b	CDXTexture__Unk_0058986b	2	CTexture	CTexture:2	true
0x005898a4	CDXTexture__Unk_005898a4	2	CTexture	CTexture:2	true
0x00589f49	CDXTexture__Unk_00589f49	2	CTexture	CTexture:2	true
0x00589fa1	CDXTexture__Unk_00589fa1	2	CTexture	CTexture:2	true
0x0058a014	CDXTexture__Unk_0058a014	1	CTexture	CTexture:1	true
0x0058a076	CDXTexture__Unk_0058a076	1	CTexture	CTexture:1	true
0x0058a0c6	CDXTexture__Unk_0058a0c6	1	CTexture	CTexture:1	true
0x0058a1e3	CDXTexture__Unk_0058a1e3	1	CTexture	CTexture:1	true
0x0058a578	CDXTexture__Unk_0058a578	3	CFastVB,CTexture	CFastVB:2;CTexture:1	false
0x0058c08a	CDXTexture__Unk_0058c08a	1	CTexture	CTexture:1	true
0x0058c0e4	CDXTexture__Unk_0058c0e4	3	CDXTexture,CTexture	CTexture:2;CDXTexture:1	false
0x0058c0ea	CDXTexture__Unk_0058c0ea	1	CTexture	CTexture:1	true
0x0058c107	CDXTexture__Unk_0058c107	7	CMeshCollisionVolume,CTexture	CTexture:4;CMeshCollisionVolume:3	false
0x0058c129	CDXTexture__Unk_0058c129	1	CTexture	CTexture:1	true
0x0058c149	CDXTexture__Unk_0058c149	1	CTexture	CTexture:1	true
0x0058c95c	CDXTexture__Unk_0058c95c	5	CFastVB,CTexture	CTexture:4;CFastVB:1	false
0x0058cabd	CDXTexture__Unk_0058cabd	3	CFastVB,CTexture	CTexture:2;CFastVB:1	false
0x0058cc00	CDXTexture__Unk_0058cc00	1	CTexture	CTexture:1	true
0x0058cd30	CDXTexture__Unk_0058cd30	1	CTexture	CTexture:1	true
0x0058cdd5	CDXTexture__Unk_0058cdd5	1	CTexture	CTexture:1	true
0x0058ce51	CDXTexture__Unk_0058ce51	3	CTexture	CTexture:3	true
0x0058cef2	CDXTexture__Unk_0058cef2	2	CTexture	CTexture:2	true
0x0058e309	CDXTexture__Unk_0058e309	1	CTexture	CTexture:1	true
0x0058e3c3	CDXTexture__Unk_0058e3c3	3	CDXTexture,CTexture	CTexture:2;CDXTexture:1	false
0x0058e413	CDXTexture__Unk_0058e413	4	CDXTexture,CTexture	CDXTexture:3;CTexture:1	false
0x0058e491	CDXTexture__Unk_0058e491	2	CTexture	CTexture:2	true
0x0058e4b5	CDXTexture__Unk_0058e4b5	1	CTexture	CTexture:1	true
0x0058ecdb	CDXTexture__Unk_0058ecdb	1	CTexture	CTexture:1	true
0x0058f270	CDXTexture__Unk_0058f270	3	CTexture	CTexture:3	true
0x0058f331	CDXTexture__Unk_0058f331	1	CTexture	CTexture:1	true
0x00590cde	CDXTexture__Unk_00590cde	1			false
0x00590d25	CDXTexture__Unk_00590d25	1	CDXTexture	CDXTexture:1	false
0x00590d3d	CDXTexture__Unk_00590d3d	2	CTexture	CTexture:2	true
0x005911d0	CDXTexture__Unk_005911d0	1	CMeshCollisionVolume	CMeshCollisionVolume:1	true
0x00591280	CDXTexture__Unk_00591280	1	CDXTexture	CDXTexture:1	false
0x00591ef0	CDXTexture__Unk_00591ef0	1			false
0x00591fc0	CDXTexture__Unk_00591fc0	1			false
0x005921a0	CDXTexture__Unk_005921a0	1			false
0x00592ca0	CDXTexture__Unk_00592ca0	2	CMeshCollisionVolume,CTexture	CMeshCollisionVolume:1;CTexture:1	false
0x005933c6	CDXTexture__Unk_005933c6	1	CDXTexture	CDXTexture:1	false
0x00593411	CDXTexture__Unk_00593411	1	CDXTexture	CDXTexture:1	false
0x00593526	CDXTexture__Unk_00593526	1	CDXTexture	CDXTexture:1	false
0x005935a3	CDXTexture__Unk_005935a3	3	CDXTexture	CDXTexture:3	false
0x005935c0	CDXTexture__Unk_005935c0	1	CDXTexture	CDXTexture:1	false
0x005937f6	CDXTexture__Unk_005937f6	1	CDXTexture	CDXTexture:1	false
0x00593994	CDXTexture__Unk_00593994	1	CDXTexture	CDXTexture:1	false
0x00593a81	CDXTexture__Unk_00593a81	1	CFastVB	CFastVB:1	true
0x00593b92	CDXTexture__Unk_00593b92	1	CFastVB	CFastVB:1	true
0x00593d0b	CDXTexture__Unk_00593d0b	1	CFastVB	CFastVB:1	true
0x00593d51	CDXTexture__Unk_00593d51	1	CFastVB	CFastVB:1	true
0x00593f8a	CDXTexture__Unk_00593f8a	1	CFastVB	CFastVB:1	true
0x00594ef8	CDXTexture__Unk_00594ef8	2	CDXTexture,CTexture	CDXTexture:1;CTexture:1	false
0x00594f15	CDXTexture__Unk_00594f15	1	CTexture	CTexture:1	true
0x00594fb6	CDXTexture__Unk_00594fb6	1	CTexture	CTexture:1	true
0x00594fdc	CDXTexture__Unk_00594fdc	2	CDXTexture,CTexture	CDXTexture:1;CTexture:1	false
0x0059512b	CDXTexture__Unk_0059512b	2	CDXTexture,CTexture	CDXTexture:1;CTexture:1	false
0x0059517e	CDXTexture__Unk_0059517e	2	CDXTexture	CDXTexture:2	false
0x00595183	CDXTexture__Unk_00595183	3	CDXTexture,CFastVB	CDXTexture:2;CFastVB:1	false
0x005951d9	CDXTexture__Unk_005951d9	2	CDXTexture	CDXTexture:2	false
0x00595930	CDXTexture__Unk_00595930	3	CFastVB	CFastVB:3	true
0x00596341	CDXTexture__Unk_00596341	1	CFastVB	CFastVB:1	true
0x00596386	CDXTexture__Unk_00596386	4	CFastVB,CTexture	CFastVB:2;CTexture:2	false
0x005963d2	CDXTexture__Unk_005963d2	2			false
0x00596450	CDXTexture__Unk_00596450	2	CTexture	CTexture:2	true
0x00596480	CDXTexture__Unk_00596480	2	CFastVB	CFastVB:2	true
0x00598702	CDXTexture__Unk_00598702	5	CDXTexture,CFastVB	CDXTexture:2;CFastVB:2	false
0x0059871c	CDXTexture__Unk_0059871c	9	CDXTexture,CFastVB,CTexture	CDXTexture:4;CFastVB:3;CTexture:2	false
0x0059877e	CDXTexture__Unk_0059877e	19	CDXTexture,CTexture	CTexture:5;CDXTexture:1	false
0x0059877f	CDXTexture__Unk_0059877f	8	CDXTexture,CTexture	CTexture:2;CDXTexture:1	false
0x00598da4	CDXTexture__Unk_00598da4	1	CFastVB	CFastVB:1	true
0x00598ddc	CDXTexture__Unk_00598ddc	1	CFastVB	CFastVB:1	true
0x00598e22	CDXTexture__Unk_00598e22	1	CTexture	CTexture:1	true
0x00598e5d	CDXTexture__Unk_00598e5d	1			false
0x00598f22	CDXTexture__Unk_00598f22	1			false
0x00598f3e	CDXTexture__Unk_00598f3e	1			false
0x0059993c	CDXTexture__Unk_0059993c	1			false
0x0059996f	CDXTexture__Unk_0059996f	4	CTexture	CTexture:4	true
0x005999b5	CDXTexture__Unk_005999b5	1	CTexture	CTexture:1	true
0x00599bd7	CDXTexture__Unk_00599bd7	3	CDXTexture,CFastVB	CFastVB:2;CDXTexture:1	false
0x00599c49	CDXTexture__Unk_00599c49	9	CDXTexture,CFastVB	CDXTexture:5;CFastVB:4	false
0x00599cd2	CDXTexture__Unk_00599cd2	5	CDXTexture,CFastVB,CMeshCollisionVolume	CFastVB:3;CDXTexture:1;CMeshCollisionVolume:1	false
0x00599d80	CDXTexture__Unk_00599d80	6	CFastVB	CFastVB:6	true
0x0059aec0	CDXTexture__Unk_0059aec0	2	CDXTexture	CDXTexture:2	false
0x0059af40	CDXTexture__Unk_0059af40	1	CDXTexture	CDXTexture:1	false
0x0059b150	CDXTexture__Unk_0059b150	1	CDXTexture	CDXTexture:1	false
0x0059b1d0	CDXTexture__Unk_0059b1d0	1	CTexture	CTexture:1	true
0x0059b370	CDXTexture__Unk_0059b370	1	CTexture	CTexture:1	true
0x0059b510	CDXTexture__Unk_0059b510	1	CDXTexture	CDXTexture:1	false
0x0059b6f0	CDXTexture__Unk_0059b6f0	1	CTexture	CTexture:1	true
0x0059ba20	CDXTexture__Unk_0059ba20	1	CDXTexture	CDXTexture:1	false
0x0059ba90	CDXTexture__Unk_0059ba90	1	CDXTexture	CDXTexture:1	false
0x0059bae0	CDXTexture__Unk_0059bae0	5	CDXTexture	CDXTexture:5	false
0x0059bc10	CDXTexture__Unk_0059bc10	3	CDXTexture	CDXTexture:3	false
0x0059bcc0	CDXTexture__Unk_0059bcc0	2	CDXTexture	CDXTexture:1	false
0x0059bd60	CDXTexture__Unk_0059bd60	2	CDXTexture	CDXTexture:1	false
0x0059be00	CDXTexture__Unk_0059be00	1	CDXTexture	CDXTexture:1	false
0x0059c3f0	CDXTexture__Unk_0059c3f0	2	CDXTexture	CDXTexture:1	false
0x0059c510	CDXTexture__Unk_0059c510	2	CDXTexture,CTexture	CDXTexture:1;CTexture:1	false
0x0059c5d0	CDXTexture__Unk_0059c5d0	3	CDXTexture,CMeshCollisionVolume,CTexture	CDXTexture:1;CMeshCollisionVolume:1;CTexture:1	false
0x0059c730	CDXTexture__Unk_0059c730	5			false
0x0059c750	CDXTexture__Unk_0059c750	2	CDXTexture,CFastVB	CDXTexture:1;CFastVB:1	false
0x0059c78f	CDXTexture__Unk_0059c78f	2	CDXTexture	CDXTexture:2	false
0x0059c7cc	CDXTexture__Unk_0059c7cc	1	CTexture	CTexture:1	true
0x0059cc7c	CDXTexture__Unk_0059cc7c	9	CDXTexture,CFastVB,CMeshCollisionVolume,CTexture	CFastVB:4;CDXTexture:2;CMeshCollisionVolume:2;CTexture:1	false
0x0059ccf3	CDXTexture__Unk_0059ccf3	2	CFastVB,CMeshCollisionVolume	CFastVB:1;CMeshCollisionVolume:1	false
0x0059cd26	CDXTexture__Unk_0059cd26	7	CDXTexture,CFastVB,CTexture	CDXTexture:4;CTexture:2;CFastVB:1	false
0x0059cd4b	CDXTexture__Unk_0059cd4b	14	CDXTexture,CFastVB,CMeshCollisionVolume,CTexture	CTexture:6;CDXTexture:4;CFastVB:2;CMeshCollisionVolume:2	false
0x0059cd62	CDXTexture__Unk_0059cd62	1	CMeshCollisionVolume	CMeshCollisionVolume:1	true
0x0059d9d8	CDXTexture__Unk_0059d9d8	1	CDXTexture	CDXTexture:1	false
0x0059e110	CDXTexture__Unk_0059e110	2	CDXTexture	CDXTexture:1	false
0x0059e310	CDXTexture__Unk_0059e310	4	CDXTexture	CDXTexture:2	false
0x0059e4a0	CDXTexture__Unk_0059e4a0	1	CDXTexture	CDXTexture:1	false
0x0059e580	CDXTexture__Unk_0059e580	3	CDXTexture	CDXTexture:3	false
0x0059e770	CDXTexture__Unk_0059e770	1	CDXTexture	CDXTexture:1	false
0x0059f260	CDXTexture__Unk_0059f260	1	CDXTexture	CDXTexture:1	false
0x0059f2b0	CDXTexture__Unk_0059f2b0	1	CTexture	CTexture:1	true
0x0059f360	CDXTexture__Unk_0059f360	2	CFastVB	CFastVB:2	true
0x0059f857	CDXTexture__Unk_0059f857	1	CFastVB	CFastVB:1	true
0x0059fa5d	CDXTexture__Unk_0059fa5d	1	CFastVB	CFastVB:1	true
0x0059fbeb	CDXTexture__Unk_0059fbeb	1	CFastVB	CFastVB:1	true
0x0059fd51	CDXTexture__Unk_0059fd51	1	CFastVB	CFastVB:1	true
0x0059fe61	CDXTexture__Unk_0059fe61	3	CFastVB	CFastVB:3	true
0x005a04a0	CDXTexture__Unk_005a04a0	2	CFastVB	CFastVB:2	true
0x005a09f8	CDXTexture__Unk_005a09f8	1	CTexture	CTexture:1	true
0x005a112c	CDXTexture__Unk_005a112c	2	CFastVB	CFastVB:2	true
0x005a11df	CDXTexture__Unk_005a11df	2	CFastVB	CFastVB:2	true
0x005a13f7	CDXTexture__Unk_005a13f7	2	CFastVB	CFastVB:2	true
0x005a14a5	CDXTexture__Unk_005a14a5	1	CFastVB	CFastVB:1	true
0x005a16b1	CDXTexture__Unk_005a16b1	4	CDXTexture,CFastVB,CTexture	CFastVB:2;CDXTexture:1;CTexture:1	false
0x005a1786	CDXTexture__Unk_005a1786	4	CFastVB,CTexture	CFastVB:2;CTexture:2	false
0x005a1889	CDXTexture__Unk_005a1889	2	CFastVB	CFastVB:2	true
0x005a1979	CDXTexture__Unk_005a1979	2	CFastVB	CFastVB:2	true
0x005a1c55	CDXTexture__Unk_005a1c55	1	CFastVB	CFastVB:1	true
0x005a1e5b	CDXTexture__Unk_005a1e5b	1	CFastVB	CFastVB:1	true
0x005a1fe9	CDXTexture__Unk_005a1fe9	1	CFastVB	CFastVB:1	true
0x005a249d	CDXTexture__Unk_005a249d	1	CFastVB	CFastVB:1	true
0x005a3200	CDXTexture__Unk_005a3200	4	CDXTexture,CFastVB	CDXTexture:2;CFastVB:2	false
0x005a32d4	CDXTexture__Unk_005a32d4	2	CFastVB	CFastVB:2	true
0x005a3508	CDXTexture__Unk_005a3508	1	CFastVB	CFastVB:1	true
0x005a36cf	CDXTexture__Unk_005a36cf	1	CFastVB	CFastVB:1	true
0x005a3791	CDXTexture__Unk_005a3791	1	CFastVB	CFastVB:1	true
0x005a4ecf	CDXTexture__Unk_005a4ecf	1	CFastVB	CFastVB:1	true
0x005a4f5c	CDXTexture__Unk_005a4f5c	1	CFastVB	CFastVB:1	true
0x005a5052	CDXTexture__Unk_005a5052	1	CFastVB	CFastVB:1	true
0x005a9637	CDXTexture__Unk_005a9637	8	CFastVB	CFastVB:7	true
0x005a99f8	CDXTexture__Unk_005a99f8	2	CFastVB	CFastVB:1	true
0x005a9a5f	CDXTexture__Unk_005a9a5f	3	CFastVB	CFastVB:3	true
0x005a9ced	CDXTexture__Unk_005a9ced	4	CDXTexture,CFastVB	CFastVB:3;CDXTexture:1	false
0x005a9d78	CDXTexture__Unk_005a9d78	12	CFastVB	CFastVB:12	true
0x005a9f3f	CDXTexture__Unk_005a9ced	2	CFastVB	CFastVB:1	true
0x005ab0ed	CDXTexture__Unk_005ab0ed	4	CDXTexture,CTexture	CDXTexture:3;CTexture:1	false
0x005ab9c0	CDXTexture__Unk_005ab9c0	1	CDXTexture	CDXTexture:1	false
0x005aba90	CDXTexture__Unk_005aba90	1			false
0x005ac180	CDXTexture__Unk_005ac180	1	CDXTexture	CDXTexture:1	false
0x005ac930	CDXTexture__Unk_005ac930	1	CDXTexture	CDXTexture:1	false
0x005ac980	CDXTexture__Unk_005ac980	1	CDXTexture	CDXTexture:1	false
0x005acd90	CDXTexture__Unk_005acd90	19	CTexture	CTexture:2	true
0x005ae190	CDXTexture__Unk_005ae190	1	CDXTexture	CDXTexture:1	false
0x005ae600	CDXTexture__Unk_005ae600	1	CDXTexture	CDXTexture:1	false
0x005ae780	CDXTexture__Unk_005ae780	1	CDXTexture	CDXTexture:1	false
0x005ae810	CDXTexture__Unk_005ae810	1	CDXTexture	CDXTexture:1	false
0x005aefa0	CDXTexture__Unk_005aefa0	1	CDXTexture	CDXTexture:1	false
0x005af570	CDXTexture__Unk_005af570	1	CDXTexture	CDXTexture:1	false
0x005af670	CDXTexture__Unk_005af670	1	CDXTexture	CDXTexture:1	false
0x005af860	CDXTexture__Unk_005af860	4	CDXTexture	CDXTexture:4	false
0x005afbd0	CDXTexture__Unk_005afbd0	3	CDXTexture	CDXTexture:3	false
0x005b0ee0	CDXTexture__Unk_005b0ee0	1	CDXTexture	CDXTexture:1	false
0x005b10b0	CDXTexture__Unk_005b10b0	2	CDXTexture	CDXTexture:2	false
0x005b1630	CDXTexture__Unk_005b1630	1			false
0x005b1c00	CDXTexture__Unk_005b1c00	4	CDXTexture	CDXTexture:4	false
0x005b1c50	CDXTexture__Unk_005b1c50	1			false
0x005b1d50	CDXTexture__Unk_005b1d50	2			false
0x005b1da0	CDXTexture__Unk_005b1da0	1	CDXTexture	CDXTexture:1	false
0x005b1e16	CDXTexture__Unk_005b1e16	1	CDXTexture	CDXTexture:1	false
0x005b1e94	CDXTexture__Unk_005b1e94	1	CTexture	CTexture:1	true
0x005b25e0	CDXTexture__Unk_005b25e0	1	CDXTexture	CDXTexture:1	false
0x005b272e	CDXTexture__Unk_005b272e	2	CDXTexture	CDXTexture:2	false
0x005b2860	CDXTexture__Unk_005b2860	1	CDXTexture	CDXTexture:1	false
0x005b3080	CDXTexture__Unk_005b3080	1	CDXTexture	CDXTexture:1	false
0x005b3170	CDXTexture__Unk_005b3170	3			false
0x005b3370	CDXTexture__Unk_005b3370	8	CFastVB	CFastVB:7	true
0x005b3fd0	CDXTexture__Unk_005b3fd0	8	CDXTexture	CDXTexture:1	false
0x005b4080	CDXTexture__Unk_005b4080	4	CDXTexture	CDXTexture:1	false
0x005b44c0	CDXTexture__Unk_005b44c0	1			false
0x005b4ae0	CDXTexture__Unk_005b4ae0	1	CDXTexture	CDXTexture:1	false
0x005b6500	CDXTexture__Unk_005b6500	1	CDXTexture	CDXTexture:1	false
0x005b65a0	CDXTexture__Unk_005b65a0	1	CDXTexture	CDXTexture:1	false
0x005b6650	CDXTexture__Unk_005b6650	1	CDXTexture	CDXTexture:1	false
0x005b6720	CDXTexture__Unk_005b6720	1	CDXTexture	CDXTexture:1	false
0x005b6c30	CDXTexture__Unk_005b6c30	1	CDXTexture	CDXTexture:1	false
0x005b6c90	CDXTexture__Unk_005b6c90	1	CDXTexture	CDXTexture:1	false
0x005b71b0	CDXTexture__Unk_005b71b0	1	CDXTexture	CDXTexture:1	false
0x005b7480	CDXTexture__Unk_005b7480	1	CDXTexture	CDXTexture:1	false
0x005b7920	CDXTexture__Unk_005b7920	1	CDXTexture	CDXTexture:1	false
0x005b7c50	CDXTexture__Unk_005b7c50	3	CDXTexture	CDXTexture:3	false
0x005b7d30	CDXTexture__Unk_005b7d30	3	CDXTexture	CDXTexture:3	false
0x005b7ee0	CDXTexture__Unk_005b7ee0	1	CDXTexture	CDXTexture:1	false
0x005b8060	CDXTexture__Unk_005b8060	1	CDXTexture	CDXTexture:1	false
0x005b81d0	CDXTexture__Unk_005b81d0	1	CTexture	CTexture:1	true
0x005b8da0	CDXTexture__Unk_005b8da0	7	CDXTexture,CFastVB,CMeshCollisionVolume	CFastVB:4;CMeshCollisionVolume:2;CDXTexture:1	false
0x005bb9b0	CDXTexture__Unk_005bb9b0	1			false
0x005bbe70	CDXTexture__Unk_005bbe70	1			false
0x005bce60	CDXTexture__Unk_005bce60	1			false
0x005bd52a	CDXTexture__Unk_005bd52a	2	CDXTexture,CFastVB	CDXTexture:1;CFastVB:1	false
0x005bd53b	CDXTexture__Unk_005bd53b	3	CDXTexture	CDXTexture:3	false
0x005be360	CDXTexture__Unk_005be360	1	CDXTexture	CDXTexture:1	false
0x005d070f	CDXTexture__Unk_005d070f	7	CDXTexture,CFastVB,CTexture	CFastVB:4;CTexture:2;CDXTexture:1	false
0x005d075f	CDXTexture__Unk_005d075f	10	CDXTexture,CFastVB,CTexture	CDXTexture:6;CFastVB:3;CTexture:1	false
0x005d07f4	CDXTexture__Unk_005d07f4	2			false
0x005d09e4	CDXTexture__Unk_005d09e4	2	CDXTexture	CDXTexture:2	false
0x005d0a9f	CDXTexture__Unk_005d0a9f	1	_longjmp	_longjmp:1	false
0x005d0c7f	CDXTexture__Unk_005d0c7f	1	CTexture	CTexture:1	true
