address	expected_name	actual_name	status
0x0040c630	CDXCompass__Helper_0040c630	CDXCompass__Helper_0040c630	OK
0x0040d120	CMeshCollisionVolume__Helper_0040d120	CMeshCollisionVolume__Helper_0040d120	OK
0x0040d150	CExplosionInitThing__Helper_0040d150	CExplosionInitThing__Helper_0040d150	OK
0x0040d180	CMeshCollisionVolume__Helper_0040d180	CMeshCollisionVolume__Helper_0040d180	OK
0x0040d1f0	OID__Helper_0040d1f0	OID__Helper_0040d1f0	OK
0x0040d2c0	CSquadNormal__Helper_0040d2c0	CSquadNormal__Helper_0040d2c0	OK
0x0040d320	CMCBuggy__Helper_0040d320	CMCBuggy__Helper_0040d320	OK
0x0040d660	CExplosionInitThing__Helper_0040d660	CExplosionInitThing__Helper_0040d660	OK
