address	name	signature
0x00465f00	CMeshCollisionVolume__Unk_00465f00	int CMeshCollisionVolume__Unk_00465f00(void)
0x004ac000	CMeshCollisionVolume__Unk_004ac000	void CMeshCollisionVolume__Unk_004ac000(void)
0x004ac140	CMeshCollisionVolume__Unk_004ac140	int CMeshCollisionVolume__Unk_004ac140(void)
0x004ac4a0	CMeshCollisionVolume__Unk_004ac4a0	int CMeshCollisionVolume__Unk_004ac4a0(void)
0x004acf30	CMeshCollisionVolume__Unk_004acf30	int CMeshCollisionVolume__Unk_004acf30(void)
0x0055f085	CMeshCollisionVolume__Unk_0055f085	void __cdecl CMeshCollisionVolume__Unk_0055f085(int param_1)
0x0055f0ef	CMeshCollisionVolume__Unk_0055f0ef	void CMeshCollisionVolume__Unk_0055f0ef(void)
0x0055f147	CMeshCollisionVolume__Unk_0055f147	void CMeshCollisionVolume__Unk_0055f147(void)
0x00569814	CMeshCollisionVolume__Unk_00569814	void __cdecl CMeshCollisionVolume__Unk_00569814(int param_1, void * param_2)
0x0056982f	CMeshCollisionVolume__Unk_0056982f	void __cdecl CMeshCollisionVolume__Unk_0056982f(void * param_1)
0x00573630	CMeshCollisionVolume__Unk_00573630	void __thiscall CMeshCollisionVolume__Unk_00573630(void * this, int param_1, void * param_2, void * param_3)
0x005736a0	CMeshCollisionVolume__Unk_005736a0	void __stdcall CMeshCollisionVolume__Unk_005736a0(void * param_1, int param_2, void * param_3)
0x00575d51	CMeshCollisionVolume__Unk_00575d51	void CMeshCollisionVolume__Unk_00575d51(void)
0x00575d68	CMeshCollisionVolume__Unk_00575d68	void CMeshCollisionVolume__Unk_00575d68(void)
0x00575d75	CMeshCollisionVolume__Unk_00575d68	void CMeshCollisionVolume__Unk_00575d68(void)
0x0057c7a4	CMeshCollisionVolume__Unk_0057c7a4	int __thiscall CMeshCollisionVolume__Unk_0057c7a4(void * this, void * param_1, int param_2, int param_3, int param_4)
0x0057ca3a	CMeshCollisionVolume__Unk_0057ca3a	int __thiscall CMeshCollisionVolume__Unk_0057ca3a(void * this, void * param_1, void * param_2, uint param_3)
0x0058546f	CMeshCollisionVolume__Unk_0058546f	void __thiscall CMeshCollisionVolume__Unk_0058546f(void * this, void * param_1, int param_2, int param_3, void * param_4)
0x005894a9	CMeshCollisionVolume__Unk_005894a9	int CMeshCollisionVolume__Unk_005894a9(void)
0x00589650	CMeshCollisionVolume__Unk_00589650	int CMeshCollisionVolume__Unk_00589650(void)
0x00591340	CMeshCollisionVolume__Unk_00591340	int __stdcall CMeshCollisionVolume__Unk_00591340(void * param_1, int param_2)
0x00598749	CMeshCollisionVolume__Unk_00598749	bool __thiscall CMeshCollisionVolume__Unk_00598749(void * this, int param_1, int param_2)
0x00599ffd	CMeshCollisionVolume__Unk_00599ffd	int __thiscall CMeshCollisionVolume__Unk_00599ffd(void * this, int param_1, int param_2, int param_3, int param_4)
0x0059d47a	CMeshCollisionVolume__Unk_0059d47a	void __stdcall CMeshCollisionVolume__Unk_0059d47a(void * param_1)
0x0059d614	CMeshCollisionVolume__Unk_0059d614	int __stdcall CMeshCollisionVolume__Unk_0059d614(void * param_1, uint param_2)
0x005a4d98	CMeshCollisionVolume__Unk_005a4d98	void __stdcall CMeshCollisionVolume__Unk_005a4d98(void * param_1, void * param_2, void * param_3, uint param_4)
0x005ab4d0	CMeshCollisionVolume__Unk_005ab4d0	void __fastcall CMeshCollisionVolume__Unk_005ab4d0(int param_1)
0x005b3ec0	CMeshCollisionVolume__Unk_005b3ec0	void __stdcall CMeshCollisionVolume__Unk_005b3ec0(uint param_1)
