target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
00575d20	CDXTexture__Unk_00575d20	00575d2d	00575d2d	CFastVB__Helper_00575d2d	COMPUTED_JUMP
00575d20	CDXTexture__Unk_00575d20	00575d27	00575d20	CDXTexture__Unk_00575d20	COMPUTED_JUMP
00575d20	CDXTexture__Unk_00575d20	00656f30	<none>	<no_function>	DATA
00575d44	CDXTexture__Unk_00575d44	00575d51	00575d51	CFastVB__Helper_00575d51	COMPUTED_JUMP
00575d44	CDXTexture__Unk_00575d44	00575d4b	00575d44	CDXTexture__Unk_00575d44	COMPUTED_JUMP
00575d68	CMeshCollisionVolume__Unk_00575d68	00575d75	00575d75	CFastVB__Helper_00575d75	COMPUTED_JUMP
00575d68	CMeshCollisionVolume__Unk_00575d68	00575d6f	00575d68	CMeshCollisionVolume__Unk_00575d68	COMPUTED_JUMP
00575d8c	CDXTexture__Unk_00575d8c	00575d99	00575d99	CTexture__Helper_00575d99	COMPUTED_JUMP
00575d8c	CDXTexture__Unk_00575d8c	00575d93	00575d8c	CDXTexture__Unk_00575d8c	COMPUTED_JUMP
00575ffe	CTexture__Unk_00575ffe	0057600b	0057600b	CVBufTexture__Helper_0057600b	COMPUTED_JUMP
00575ffe	CTexture__Unk_00575ffe	00576005	00575ffe	CTexture__Unk_00575ffe	COMPUTED_JUMP
00575ffe	CTexture__Unk_00575ffe	00656f34	<none>	<no_function>	DATA
00576167	CTexture__Unk_00576167	00576178	00576178	CTexture__Unk_00576178	COMPUTED_JUMP
00576167	CTexture__Unk_00576167	00576172	00576167	CTexture__Unk_00576167	COMPUTED_JUMP
00576178	CTexture__Unk_00576178	00578d7f	00578bad	CDXTexture__Unk_00578bad	UNCONDITIONAL_CALL
00576178	CTexture__Unk_00576178	00579156	00578f53	CFastVB__ApplyOptionalTransformPasses	UNCONDITIONAL_CALL
0057617e	CDXTexture__Unk_0057617e	0057618b	0057618b	CFastVB__Helper_0057618b	COMPUTED_JUMP
0057617e	CDXTexture__Unk_0057617e	00576185	0057617e	CDXTexture__Unk_0057617e	COMPUTED_JUMP
005761f7	CDXTexture__Unk_005761f7	00576202	005761f7	CDXTexture__Unk_005761f7	COMPUTED_JUMP
00576286	CDXTexture__Unk_00576286	00576291	00576286	CDXTexture__Unk_00576286	COMPUTED_JUMP
00576286	CDXTexture__Unk_00576286	00576297	00576297	CDXEngine__Helper_00576297	COMPUTED_JUMP
00576286	CDXTexture__Unk_00576286	00656f68	<none>	<no_function>	DATA
00577239	CDXTexture__Unk_00577239	00577267	00577267	CDXEngine__Helper_00577267	COMPUTED_JUMP
00577239	CDXTexture__Unk_00577239	0057725e	00577239	CDXTexture__Unk_00577239	COMPUTED_CALL
00577239	CDXTexture__Unk_00577239	00656f98	<none>	<no_function>	DATA
005772c9	CDXTexture__Unk_005772c9	00656fa8	<none>	<no_function>	DATA
005772c9	CDXTexture__Unk_005772c9	005772dc	005772c9	CDXTexture__Unk_005772c9	COMPUTED_CALL
0057735f	CDXTexture__Unk_0057735f	00656fac	<none>	<no_function>	DATA
0057735f	CDXTexture__Unk_0057735f	00577372	0057735f	CDXTexture__Unk_0057735f	COMPUTED_CALL
005773f6	CDXTexture__Unk_005773f6	00656fb0	<none>	<no_function>	DATA
005773f6	CDXTexture__Unk_005773f6	00577409	005773f6	CDXTexture__Unk_005773f6	COMPUTED_CALL
0057748e	CTexture__Unk_0057748e	00656fd8	<none>	<no_function>	DATA
0057748e	CTexture__Unk_0057748e	005774a5	0057748e	CTexture__Unk_0057748e	COMPUTED_CALL
005776a5	CTexture__Unk_005776a5	00656fd0	<none>	<no_function>	DATA
005776a5	CTexture__Unk_005776a5	005776ca	005776a5	CTexture__Unk_005776a5	COMPUTED_CALL
00577a38	CTexture__Unk_00577a38	0057925b	0057923a	CTexture__Unk_0057923a	UNCONDITIONAL_CALL
00577b17	CTexture__Unk_00577b17	00577b24	00577b24	CTexture__Unk_00577b24	COMPUTED_JUMP
00577b17	CTexture__Unk_00577b17	00577b1e	00577b17	CTexture__Unk_00577b17	COMPUTED_JUMP
00577b24	CTexture__Unk_00577b24	00579906	<none>	<no_function>	UNCONDITIONAL_CALL
00577b24	CTexture__Unk_00577b24	0057992e	<none>	<no_function>	UNCONDITIONAL_CALL
00577b24	CTexture__Unk_00577b24	005799ab	<none>	<no_function>	UNCONDITIONAL_CALL
00577b24	CTexture__Unk_00577b24	005799d3	<none>	<no_function>	UNCONDITIONAL_CALL
00577b24	CTexture__Unk_00577b24	005799fb	<none>	<no_function>	UNCONDITIONAL_CALL
00577b24	CTexture__Unk_00577b24	00579a78	<none>	<no_function>	UNCONDITIONAL_CALL
00577c83	CTexture__Unk_00577c83	00577c90	00577c90	CTexture__Unk_00577c90	COMPUTED_JUMP
00577c83	CTexture__Unk_00577c83	00577c8a	00577c83	CTexture__Unk_00577c83	COMPUTED_JUMP
00577c90	CTexture__Unk_00577c90	005798f5	<none>	<no_function>	UNCONDITIONAL_CALL
00577c90	CTexture__Unk_00577c90	005799c2	<none>	<no_function>	UNCONDITIONAL_CALL
00577d47	CTexture__Unk_00577d47	00577d54	00577d54	CTexture__Unk_00577d47	COMPUTED_JUMP
00577d47	CTexture__Unk_00577d47	00577d4e	00577d47	CTexture__Unk_00577d47	COMPUTED_JUMP
00577d54	CTexture__Unk_00577d47	0057991d	<none>	<no_function>	UNCONDITIONAL_CALL
00577d54	CTexture__Unk_00577d47	00579945	<none>	<no_function>	UNCONDITIONAL_CALL
00577d54	CTexture__Unk_00577d47	005799ea	<none>	<no_function>	UNCONDITIONAL_CALL
00577d54	CTexture__Unk_00577d47	00579a12	<none>	<no_function>	UNCONDITIONAL_CALL
00577dd5	CDXTexture__Unk_00577dd5	00577de2	00577de2	CDXTexture__Unk_00577de2	COMPUTED_JUMP
00577dd5	CDXTexture__Unk_00577dd5	00577ddc	00577dd5	CDXTexture__Unk_00577dd5	COMPUTED_JUMP
00577de2	CDXTexture__Unk_00577de2	0057999a	<none>	<no_function>	UNCONDITIONAL_CALL
00577de2	CDXTexture__Unk_00577de2	00579a67	<none>	<no_function>	UNCONDITIONAL_CALL
00577e80	CDXTexture__Unk_00577e80	00577ea4	00577ea4	CTexture__Helper_00577ea4	COMPUTED_JUMP
00577e80	CDXTexture__Unk_00577e80	00577e9b	00577e80	CDXTexture__Unk_00577e80	COMPUTED_CALL
00577e80	CDXTexture__Unk_00577e80	00656fbc	<none>	<no_function>	DATA
00577f8d	CTexture__Unk_00577f8d	00577fad	00577f8d	CTexture__Unk_00577f8d	COMPUTED_CALL
00577f8d	CTexture__Unk_00577f8d	00656fdc	<none>	<no_function>	DATA
0057800e	CTexture__Unk_0057800e	00578019	0057800e	CTexture__Unk_0057800e	COMPUTED_JUMP
0057804e	CTexture__Unk_0057804e	006570e0	<none>	<no_function>	DATA
005783d9	CTexture__Unk_005783d9	005783e4	005783d9	CTexture__Unk_005783d9	COMPUTED_JUMP
005785c0	CTexture__Unk_005785c0	0065713c	<none>	<no_function>	DATA
