address	name	signature	status
0x0050abb0	CWorld__ShutdownAndClear_Thunk	void __fastcall CWorld__ShutdownAndClear_Thunk(void * param_1)	OK
0x0050ada0	CWorld__ShutdownAndClear	void __fastcall CWorld__ShutdownAndClear(void * param_1)	OK
0x0050af70	CWorld__FindThingByName	int * __thiscall CWorld__FindThingByName(void * this, int param_1, void * param_2)	OK
0x0050b010	CWorld__DispatchHelper_004bc480	void __stdcall CWorld__DispatchHelper_004bc480(void * param_1)	OK
0x0050b020	CWorld__DispatchHelper_004bc3e0	void __stdcall CWorld__DispatchHelper_004bc3e0(void * param_1)	OK
0x0050d680	CWorld__ReleaseSubObject_AndMaybeFree	void * __thiscall CWorld__ReleaseSubObject_AndMaybeFree(void * this, void * param_1, int param_2)	OK
0x0050d6a0	CWorld__PushWorldTextSlot	void __thiscall CWorld__PushWorldTextSlot(void * this, int param_1, int param_2, int param_3)	OK
0x0050d720	CWorld__UpdateWorldTextSlotTiming	void __thiscall CWorld__UpdateWorldTextSlotTiming(void * this, int param_1, float param_2, float param_3, float param_4)	OK
0x0050d7a0	CWorld__ClearWorldTextSlot	void __thiscall CWorld__ClearWorldTextSlot(void * this, int param_1, int param_2)	OK
0x0050d7d0	CWorld__IsMultiplayerMode	int __fastcall CWorld__IsMultiplayerMode(int param_1)	OK
0x0050d7f0	CWorld__ClearLinkedObjectPairSet	void __fastcall CWorld__ClearLinkedObjectPairSet(void * param_1)	OK
