address	old_name	inferred_owner	xref_count	top_counts
0x00406040	CBattleEngine__Unk_00406040	CDXCompass	4	CDXCompass:2;CVBufTexture:1
0x004062d0	CBattleEngine__Unk_004062d0	CSquadNormal	96	CSquadNormal:7;OID:6;CGeneralVolume:5;CExplosionInitThing:4;CEngine:4
0x004063a0	CBattleEngine__Unk_004063a0		1
0x00406460	CBattleEngine__Unk_00406460		4	CBattleEngine:1;CUnit:1;CMonitor:1;CGeneralVolume:1
0x00406560	CBattleEngine__Unk_00406560		1	CMonitor:1
0x00406da0	CBattleEngine__Unk_00406da0		3	CBattleEngine:3
0x004102a0	CBattleEngine__Unk_004102a0		1	CBattleEngine:1
0x00412570	CBattleEngine__Unk_00412570		1	CBattleEngine:1
0x00412610	CBattleEngine__Unk_00412610		3	CBattleEngine:1;CEngine:1
0x00414630	CBattleEngine__Unk_00414630		1	CBattleEngine:1
