target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
0055dc8a	CFastVB__Helper_0055dc8a	0055dc74	0055dc20	eh_vector_constructor_iterator	UNCONDITIONAL_CALL
0055dda8	CFastVB__Helper_0055dda8	00560265	00560181	entry	UNCONDITIONAL_CALL
0055dda8	CFastVB__Helper_0055dda8	00592b13	00592b00	CFastVB__ParserContext_Shutdown	UNCONDITIONAL_CALL
0055ddca	CFastVB__Helper_0055ddca	0055ddc1	0055ddb9	__exit	UNCONDITIONAL_CALL
0055ddca	CFastVB__Helper_0055ddca	0055ddb0	0055dda8	CFastVB__Helper_0055dda8	UNCONDITIONAL_CALL
0055de81	CFastVB__Helper_0055de81	0055de39	0055ddca	CFastVB__Helper_0055ddca	UNCONDITIONAL_CALL
0055de81	CFastVB__Helper_0055de81	0055de4a	0055ddca	CFastVB__Helper_0055ddca	UNCONDITIONAL_CALL
0055de81	CFastVB__Helper_0055de81	0055dd90	0055dd7b	CFastVB__RunStaticInitRangesWithOptionalCallback	UNCONDITIONAL_CALL
0055de81	CFastVB__Helper_0055de81	0055dd9f	0055dd7b	CFastVB__RunStaticInitRangesWithOptionalCallback	UNCONDITIONAL_CALL
0055e6e2	CFastVB__Helper_0055e6e2	0055e6bf	0055e673	CRT__ToUpperWithLocaleLock	UNCONDITIONAL_CALL
0055f19d	CFastVB__Helper_0055f19d	0055f186	0055f16e	fwrite	UNCONDITIONAL_CALL
0056112b	CFastVB__Helper_0056112b	00560eb0	00560e89	CRT__FormatFloatScientificCore	UNCONDITIONAL_CALL
0056112b	CFastVB__Helper_0056112b	00560fe7	00560fa0	CRT__FormatFloatFixedCore	UNCONDITIONAL_CALL
0056112b	CFastVB__Helper_0056112b	00560fff	00560fa0	CRT__FormatFloatFixedCore	UNCONDITIONAL_CALL
0056112b	CFastVB__Helper_0056112b	0056102d	00560fa0	CRT__FormatFloatFixedCore	UNCONDITIONAL_CALL
00562020	CFastVB__Helper_00562020	00561afb	00561834	CRT__FormatOutputToStream	UNCONDITIONAL_CALL
00562cef	CFastVB__Helper_00562cef	0055e179	0055e14f	CLIParams__Helper_0055e14f	UNCONDITIONAL_CALL
00563714	CFastVB__Helper_00563714	00563492	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
00563714	CFastVB__Helper_00563714	005635cb	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
0056374b	CFastVB__Helper_0056374b	00562ed0	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
0056374b	CFastVB__Helper_0056374b	00562f78	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
0056374b	CFastVB__Helper_0056374b	00562fd6	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
0056374b	CFastVB__Helper_0056374b	00562ff9	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
0056374b	CFastVB__Helper_0056374b	00563044	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
0056374b	CFastVB__Helper_0056374b	0056307b	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
0056374b	CFastVB__Helper_0056374b	005630a8	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
0056374b	CFastVB__Helper_0056374b	005631de	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
0056374b	CFastVB__Helper_0056374b	005631f8	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
0056374b	CFastVB__Helper_0056374b	0056323d	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
0056374b	CFastVB__Helper_0056374b	0056332c	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
0056374b	CFastVB__Helper_0056374b	0056337b	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
0056374b	CFastVB__Helper_0056374b	0056342c	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
0056374b	CFastVB__Helper_0056374b	00563510	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
0056374b	CFastVB__Helper_0056374b	005635ee	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
0056374b	CFastVB__Helper_0056374b	00563665	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
0056374b	CFastVB__Helper_0056374b	0056368f	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
0056374b	CFastVB__Helper_0056374b	00563788	0056377c	CFastVB__Helper_0056377c	UNCONDITIONAL_CALL
00563765	CFastVB__Helper_00563765	00562d5a	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
00563765	CFastVB__Helper_00563765	005630ee	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
00563765	CFastVB__Helper_00563765	00563228	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
00563765	CFastVB__Helper_00563765	0056330d	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
00563765	CFastVB__Helper_00563765	005633bd	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
00563765	CFastVB__Helper_00563765	00563527	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
00563765	CFastVB__Helper_00563765	00563605	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
00563765	CFastVB__Helper_00563765	005636d5	00562cef	CFastVB__Helper_00562cef	UNCONDITIONAL_CALL
