address	expected_name	actual_name	status
0x004e6640	CThing__Helper_004e6640	CThing__Helper_004e6640	OK
0x004f0200	CLTShell__Helper_004f0200	CLTShell__Helper_004f0200	OK
0x004f2a30	CLTShell__Helper_004f2a30	CLTShell__Helper_004f2a30	OK
0x004f74b0	CDXBattleLine__Helper_004f74b0	CDXBattleLine__Helper_004f74b0	OK
