target_addr	target_name	from_addr	from_function_addr	from_function	ref_type
005952e0	CTexture__Helper_005952e0	00595457	00595430	CTexture__Helper_00595430	UNCONDITIONAL_CALL
00595350	CTexture__Helper_00595350	0057c777	0057c5dc	CMeshCollisionVolume__Helper_0057c5dc	UNCONDITIONAL_CALL
00595430	CTexture__Helper_00595430	0057c6cc	0057c5dc	CMeshCollisionVolume__Helper_0057c5dc	UNCONDITIONAL_CALL
005954a0	CTexture__Helper_005954a0	0057c75e	0057c5dc	CMeshCollisionVolume__Helper_0057c5dc	UNCONDITIONAL_CALL
00595550	CTexture__Helper_00595550	00595de7	00595da0	CTexture__Helper_00595da0	UNCONDITIONAL_CALL
00595550	CTexture__Helper_00595550	00595df8	00595da0	CTexture__Helper_00595da0	UNCONDITIONAL_CALL
00595820	CTexture__Helper_00595820	005958ef	005958e0	CTexture__Helper_005958e0	UNCONDITIONAL_CALL
00595820	CTexture__Helper_00595820	00595902	005958e0	CTexture__Helper_005958e0	UNCONDITIONAL_CALL
00595820	CTexture__Helper_00595820	00595915	005958e0	CTexture__Helper_005958e0	UNCONDITIONAL_CALL
00595820	CTexture__Helper_00595820	00595928	005958e0	CTexture__Helper_005958e0	UNCONDITIONAL_CALL
005958e0	CTexture__Helper_005958e0	00595dfd	00595da0	CTexture__Helper_00595da0	UNCONDITIONAL_CALL
00595c10	CTexture__Helper_00595c10	00595e90	00595da0	CTexture__Helper_00595da0	UNCONDITIONAL_CALL
00595da0	CTexture__Helper_00595da0	0057c68a	0057c5dc	CMeshCollisionVolume__Helper_0057c5dc	UNCONDITIONAL_CALL
00596450	CTexture__Helper_00596450	00598068	00598056	CTexture__Helper_00598056	UNCONDITIONAL_CALL
00596450	CTexture__Helper_00596450	0059809c	0059808a	CTexture__Helper_0059808a	UNCONDITIONAL_CALL
0059778a	CTexture__Helper_0059778a	00587512	00587477	CFastVB__TexelCodecProfile__ctorFromFourCC	DATA
0059778a	CTexture__Helper_0059778a	00598018	<none>	<no_function>	UNCONDITIONAL_CALL
0059780d	CTexture__Helper_0059780d	005874d2	00587477	CFastVB__TexelCodecProfile__ctorFromFourCC	DATA
0059780d	CTexture__Helper_0059780d	0059803b	<none>	<no_function>	UNCONDITIONAL_CALL
00597949	CTexture__Helper_00597949	00587548	00587477	CFastVB__TexelCodecProfile__ctorFromFourCC	DATA
00598056	CTexture__Helper_00598056	00587528	00587477	CFastVB__TexelCodecProfile__ctorFromFourCC	DATA
0059808a	CTexture__Helper_0059808a	005874e8	00587477	CFastVB__TexelCodecProfile__ctorFromFourCC	DATA
00598702	CTexture__Helper_00598702	00599977	0059996f	CTexture__Helper_0059996f	UNCONDITIONAL_CALL
00598702	CTexture__Helper_00598702	005997e8	005997e1	CTexture__Helper_005997e1	UNCONDITIONAL_CALL
00598702	CTexture__Helper_00598702	005997ab	005997a5	CFastVB__InitNodeType17	UNCONDITIONAL_CALL
00598702	CTexture__Helper_00598702	00598773	<none>	<no_function>	UNCONDITIONAL_CALL
00598702	CTexture__Helper_00598702	00599941	0059993c	CTexture__NodeType12_Ctor	UNCONDITIONAL_CALL
0059877e	CTexture__Helper_0059877e	0058b345	0058b1a0	CTexture__InitPreprocessorDefaultDefines	UNCONDITIONAL_CALL
0059877e	CTexture__Helper_0059877e	0058b3c0	0058b1a0	CTexture__InitPreprocessorDefaultDefines	UNCONDITIONAL_CALL
0059877e	CTexture__Helper_0059877e	0058afd3	0058aacf	CTexture__HandleDirective_If	UNCONDITIONAL_CALL
0059877e	CTexture__Helper_0059877e	0058b121	0058aacf	CTexture__HandleDirective_If	UNCONDITIONAL_CALL
0059877e	CTexture__Helper_0059877e	0058b155	0058aacf	CTexture__HandleDirective_If	UNCONDITIONAL_CALL
0059877e	CTexture__Helper_0059877e	00589488	00589438	CTexture__CleanupIncludeContextRecursive	UNCONDITIONAL_CALL
0059877e	CTexture__Helper_0059877e	005ea144	<none>	<no_function>	DATA
0059877e	CTexture__Helper_0059877e	005ea260	<none>	<no_function>	DATA
0059877e	CTexture__Helper_0059877e	005ea270	<none>	<no_function>	DATA
0059877e	CTexture__Helper_0059877e	005ea280	<none>	<no_function>	DATA
0059877e	CTexture__Helper_0059877e	005ea290	<none>	<no_function>	DATA
0059877e	CTexture__Helper_0059877e	005ef22c	<none>	<no_function>	DATA
0059877e	CTexture__Helper_0059877e	005ef23c	<none>	<no_function>	DATA
0059877e	CTexture__Helper_0059877e	005ef24c	<none>	<no_function>	DATA
0059877e	CTexture__Helper_0059877e	005ef25c	<none>	<no_function>	DATA
0059877e	CTexture__Helper_0059877e	005ef26c	<none>	<no_function>	DATA
0059877e	CTexture__Helper_0059877e	005ef27c	<none>	<no_function>	DATA
0059877e	CTexture__Helper_0059877e	005ef380	<none>	<no_function>	DATA
0059877e	CTexture__Helper_0059877e	005ef390	<none>	<no_function>	DATA
0059877f	CTexture__Helper_0059877f	00598847	0059881b	CTexture__IsFormatChainCompatible	UNCONDITIONAL_CALL
0059877f	CTexture__Helper_0059877f	00598862	0059881b	CTexture__IsFormatChainCompatible	UNCONDITIONAL_CALL
0059877f	CTexture__Helper_0059877f	00598c24	<none>	<no_function>	UNCONDITIONAL_CALL
0059877f	CTexture__Helper_0059877f	00598c33	<none>	<no_function>	UNCONDITIONAL_CALL
0059877f	CTexture__Helper_0059877f	00598c42	<none>	<no_function>	UNCONDITIONAL_CALL
0059877f	CTexture__Helper_0059877f	00598c51	<none>	<no_function>	UNCONDITIONAL_CALL
0059877f	CTexture__Helper_0059877f	00598c60	<none>	<no_function>	UNCONDITIONAL_CALL
0059877f	CTexture__Helper_0059877f	00598e97	00598e5d	CDXTexture__CompareNodePayloadWithOptionalChild	UNCONDITIONAL_CALL
005987f4	CTexture__Helper_005987f4	0058ac5e	0058aacf	CTexture__HandleDirective_If	UNCONDITIONAL_CALL
005987f4	CTexture__Helper_005987f4	0059aa67	0059a71a	CFastVB__SelectBestNodeTreeMatch	UNCONDITIONAL_CALL
005987f4	CTexture__Helper_005987f4	00590125	0058fbc5	CTexture__ApplyParserReductionAction	UNCONDITIONAL_CALL
005987f4	CTexture__Helper_005987f4	0058b720	0058b3c7	CTexture__ExecuteDirectiveParserAction	UNCONDITIONAL_CALL
00598e22	CTexture__Helper_00598e22	00598fc3	00598fc0	CTexture__Dtor_ReleaseNodePayload_DeleteOnFlag	UNCONDITIONAL_CALL
